year,state_name,state_code,district_name,district_code,block_name,block_code,num_joint_acc_of_women,num_total_acc_of_women,num_women_beneficiary_worker_with_acc,num_women_beneficiary_active_worker_with_acc
2019-2020,Andhra Pradesh,28,Krishna,510,Machilipatnam,5122,0,14576,15761,13365
2019-2020,Andhra Pradesh,28,Eluru,748,Mandavalli,5123,0,7808,9629,8032
2019-2020,Andhra Pradesh,28,Krishna,510,Mopidevi,5124,0,4653,6204,5079
2019-2020,Andhra Pradesh,28,Krishna,510,Movva,5125,0,7643,9244,7892
2019-2020,Andhra Pradesh,28,Eluru,748,Mudinepalli,5126,0,10613,11775,9949
2019-2020,Andhra Pradesh,28,Eluru,748,Musunuru,5127,4,9976,12613,11498
2019-2020,Andhra Pradesh,28,Ntr,749,Mylavaram,5128,0,9697,11929,9876
2019-2020,Andhra Pradesh,28,Krishna,510,Nagayalanka,5129,0,9002,9800,8759
2019-2020,Andhra Pradesh,28,Ntr,749,Nandigama,5130,0,8261,10653,9218
2019-2020,Andhra Pradesh,28,Krishna,510,Nandivada,5131,0,4077,4927,4042
2019-2020,Andhra Pradesh,28,Eluru,748,Nuzvid,5132,0,10086,12937,10854
2019-2020,Andhra Pradesh,28,Krishna,510,Pamarru,5133,0,5517,6790,6081
2019-2020,Andhra Pradesh,28,Krishna,510,Pamidimukkala,5134,0,8125,9404,8220
2019-2020,Andhra Pradesh,28,Krishna,510,Pedana,5135,0,5985,6835,5823
2019-2020,Andhra Pradesh,28,Krishna,510,Pedaparupudi,5136,0,4358,5334,4726
2019-2020,Andhra Pradesh,28,Krishna,510,Penamaluru,5137,0,3220,5562,2060
2019-2020,Andhra Pradesh,28,Ntr,749,Penuganchiprolu,5138,1,9720,10159,9122
2019-2020,Andhra Pradesh,28,Ntr,749,Reddigudem,5139,2,9423,11499,10058
2019-2020,Andhra Pradesh,28,Krishna,510,Thotlavalluru,5140,0,5943,6929,5309
2019-2020,Andhra Pradesh,28,Ntr,749,Tiruvuru,5141,1,10064,11314,10591
2019-2020,Andhra Pradesh,28,Krishna,510,Unguturu,5142,0,7784,8427,7164
2019-2020,Andhra Pradesh,28,Ntr,749,Vatsavai,5143,2,12771,14436,12429
2019-2020,Andhra Pradesh,28,Ntr,749,Veerullapadu,5144,0,9241,11883,10142
2019-2020,Andhra Pradesh,28,Ntr,749,Vijayawada Rural,5145,0,3904,8116,6011
2019-2020,Andhra Pradesh,28,Ntr,749,Vissannapet,5147,0,10479,12012,10246
2019-2020,Andhra Pradesh,28,Krishna,510,Vuyyuru,5148,0,4322,5548,4418
2019-2020,Andhra Pradesh,28,Kurnool,511,Adoni,5149,3,17845,19849,15350
2019-2020,Andhra Pradesh,28,Nandyal,755,Allagadda,5150,0,8536,8452,7100
2019-2020,Andhra Pradesh,28,Kurnool,511,Alur,5151,0,9296,10349,8130
2019-2020,Andhra Pradesh,28,Kurnool,511,Aspari,5152,0,13810,13591,10812
2019-2020,Andhra Pradesh,28,Nandyal,755,Atmakur,5153,0,8173,7597,6155
2019-2020,Andhra Pradesh,28,Nandyal,755,Banaganapalle,5154,0,14155,12234,9737
2019-2020,Andhra Pradesh,28,Nandyal,755,Bandi Atmakur,5155,0,9040,10116,8252
2019-2020,Andhra Pradesh,28,Nandyal,755,Bethamcherla,5156,2,12966,9577,7786
2019-2020,Andhra Pradesh,28,Kurnool,511,C.Belagal,5157,0,12003,13057,11020
2019-2020,Andhra Pradesh,28,Nandyal,755,Chagalamarri,5158,0,7841,9123,7494
2019-2020,Andhra Pradesh,28,Kurnool,511,Chippagiri,5159,0,6639,6802,5722
2019-2020,Andhra Pradesh,28,Kurnool,511,Devanakonda,5160,0,14501,14968,10678
2019-2020,Andhra Pradesh,28,Nandyal,755,Dhone,5161,0,14721,12734,9173
2019-2020,Andhra Pradesh,28,Nandyal,755,Dornipadu,5162,0,6102,5544,4739
2019-2020,Andhra Pradesh,28,Nandyal,755,Gadivemula,5163,1,7844,7838,6475
2019-2020,Andhra Pradesh,28,Kurnool,511,Gonegandla,5164,0,14247,16334,12117
2019-2020,Andhra Pradesh,28,Nandyal,755,Gospadu,5165,2,9816,9790,8909
2019-2020,Andhra Pradesh,28,Kurnool,511,Gudur,5166,0,6436,6736,5562
2019-2020,Andhra Pradesh,28,Kurnool,511,Halaharvi,5167,0,9386,9631,8369
2019-2020,Andhra Pradesh,28,Kurnool,511,Holagunda,5168,3,9740,10558,8354
2019-2020,Andhra Pradesh,28,Nandyal,755,Jupadu Bungalow,5169,0,7634,7111,6108
2019-2020,Andhra Pradesh,28,Kurnool,511,Kallur,5170,0,10778,10520,7041
2019-2020,Andhra Pradesh,28,Kurnool,511,Kodumur,5171,0,12403,12707,8655
2019-2020,Andhra Pradesh,28,Nandyal,755,Koilkuntla,5172,0,6891,6939,5528
2019-2020,Andhra Pradesh,28,Nandyal,755,Kolimigundla,5173,0,11130,8960,7095
2019-2020,Andhra Pradesh,28,Kurnool,511,Kosigi,5174,2,10324,11725,8946
2019-2020,Andhra Pradesh,28,Nandyal,755,Kothapalle,5175,0,6409,7207,6180
2019-2020,Andhra Pradesh,28,Kurnool,511,Kowthalam,5176,0,11965,12777,8963
2019-2020,Andhra Pradesh,28,Kurnool,511,Krishnagiri,5177,1,12476,12384,10452
2019-2020,Andhra Pradesh,28,Kurnool,511,Kurnool,5178,2,9144,9780,7084
2019-2020,Andhra Pradesh,28,Kurnool,511,Maddikera East,5179,0,7332,7867,6562
2019-2020,Andhra Pradesh,28,Nandyal,755,Mahanandi,5180,0,6215,6475,5464
2019-2020,Andhra Pradesh,28,Kurnool,511,Mantralayam,5181,0,10056,11671,8518
2019-2020,Andhra Pradesh,28,Nandyal,755,Midthur,5182,0,8024,7609,5962
2019-2020,Andhra Pradesh,28,Kurnool,511,Nandavaram,5183,0,12983,13008,9843
2019-2020,Andhra Pradesh,28,Nandyal,755,Nandi Kotkur,5184,1,7253,7560,6113
2019-2020,Andhra Pradesh,28,Nandyal,755,Nandyal,5185,0,8569,8109,6267
2019-2020,Andhra Pradesh,28,Kurnool,511,Orvakal,5186,0,11785,12658,10581
2019-2020,Andhra Pradesh,28,Nandyal,755,Owk,5187,4,8959,8906,7125
2019-2020,Andhra Pradesh,28,Nandyal,755,Pagidyala,5188,1,7062,6210,5659
2019-2020,Andhra Pradesh,28,Nandyal,755,Pamulapadu,5189,0,9238,9771,8535
2019-2020,Andhra Pradesh,28,Nandyal,755,Panyam,5190,1,8836,8589,7107
2019-2020,Andhra Pradesh,28,Kurnool,511,Pattikanda,5191,0,12467,12927,10246
2019-2020,Andhra Pradesh,28,Nandyal,755,Peapally,5192,5,16424,18083,15485
2019-2020,Andhra Pradesh,28,Kurnool,511,Pedda Kadubur,5193,0,11753,12442,9798
2019-2020,Andhra Pradesh,28,Nandyal,755,Rudravaram,5194,2,8612,9288,8005
2019-2020,Andhra Pradesh,28,Nandyal,755,Sanjamala,5195,0,7017,6800,5809
2019-2020,Andhra Pradesh,28,Nandyal,755,Sirvel,5196,0,9064,10275,8464
2019-2020,Andhra Pradesh,28,Kurnool,511,Tuggali,5198,18,16202,18995,17014
2019-2020,Andhra Pradesh,28,Nandyal,755,Uyyalawada,5199,0,5742,5194,4228
2019-2020,Andhra Pradesh,28,Kurnool,511,Veldurthi,5200,4,13072,14861,12047
2019-2020,Andhra Pradesh,28,Nandyal,755,Velgodu,5201,1,9172,9891,7848
2019-2020,Andhra Pradesh,28,Kurnool,511,Yemmiganur,5202,0,12811,14279,10727
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Allur,5372,0,6680,4122,3056
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Ananthasagaram,5373,2,8191,9085,7843
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Anumasamudrampeta,5374,1,6792,7265,5489
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Atmakur,5375,3,6646,7240,5819
2019-2020,Andhra Pradesh,28,Tirupati,752,Balayapalle,5376,2,9688,10576,9587
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Bogole,5377,0,8385,8586,7271
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Butchireddipalem,5378,0,4543,5370,3406
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Chejerla,5379,0,6602,7361,5701
2019-2020,Andhra Pradesh,28,Tirupati,752,Chillakur,5380,0,10473,10461,8716
2019-2020,Andhra Pradesh,28,Tirupati,752,Chittamur,5381,2,8365,8273,7130
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Dagadarthi,5382,0,8387,8877,7281
2019-2020,Andhra Pradesh,28,Tirupati,752,Dakkili,5383,0,9244,9675,8091
2019-2020,Andhra Pradesh,28,Tirupati,752,Doravarisatram,5384,0,9058,9452,8428
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Duttalur,5385,0,6741,6564,5578
2019-2020,Andhra Pradesh,28,Tirupati,752,Gudur,5386,0,8341,7075,5685
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Indukurpet,5387,0,4999,7311,4358
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Jaladanki,5388,0,8255,8459,6566
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Kaligiri,5389,0,10518,10337,8908
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Kaluvoya,5390,0,7528,8342,6740
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Kavali,5391,2,11432,12384,10553
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Kodavalur,5392,0,4947,5681,3833
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Kondapuram,5393,3,9262,10277,8491
2019-2020,Andhra Pradesh,28,Tirupati,752,Kota,5394,0,7046,7683,6314
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Kovur,5395,0,3489,5682,2959
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Manubolu,5396,0,4990,6626,5062
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Marripadu,5397,0,9707,9243,8107
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Muthukur,5398,0,4621,6424,4646
2019-2020,Andhra Pradesh,28,Tirupati,752,Naidupeta,5399,0,6486,5469,4893
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Nellore,5400,0,4608,5286,3819
2019-2020,Andhra Pradesh,28,Tirupati,752,Ojili,5401,0,8136,8689,7096
2019-2020,Andhra Pradesh,28,Tirupati,752,Pellakur,5402,0,8714,8927,8057
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Podlakur,5403,0,10168,12563,9769
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Rapur,5404,1,10037,10813,9003
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Sangam,5405,1,6253,7140,5506
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Seetharamapuram,5406,0,6803,6426,5666
2019-2020,Andhra Pradesh,28,Tirupati,752,Sullurpeta,5407,0,6924,7429,5978
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Sydapuram,5408,0,7922,8378,6633
2019-2020,Andhra Pradesh,28,Tirupati,752,Tada,5409,0,7917,9101,6076
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Thotapalligudur,5410,2,4365,6007,4247
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Udayagiri,5411,4,8604,8904,7668
2019-2020,Andhra Pradesh,28,Tirupati,752,Vakadu,5412,2,6608,7096,5624
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Varikuntapadu,5413,0,8061,7874,6853
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Venkatachalam,5414,3,8181,9948,7449
2019-2020,Andhra Pradesh,28,Tirupati,752,Venkatagiri,5415,0,7467,7459,6382
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Vidavalur,5416,1,5751,6290,4794
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Vinjamur,5417,2,8336,9246,7769
2019-2020,Andhra Pradesh,28,Bapatla,750,Addanki,5454,1,9906,10056,8292
2019-2020,Andhra Pradesh,28,Prakasam,517,Ardhaveedu,5455,1,9147,9580,8461
2019-2020,Andhra Pradesh,28,Bapatla,750,Ballikuruva,5456,1,12090,12280,10821
2019-2020,Andhra Pradesh,28,Prakasam,517,Bestavaripeta,5457,5,12155,12396,10767
2019-2020,Andhra Pradesh,28,Prakasam,517,Chadrasekarapuram,5458,2,10061,9699,8442
2019-2020,Andhra Pradesh,28,Prakasam,517,Chimakurthi,5459,1,9944,11212,9138
2019-2020,Andhra Pradesh,28,Bapatla,750,Chinaganjam,5460,0,9000,10352,9416
2019-2020,Andhra Pradesh,28,Bapatla,750,Chirala,5461,1,5314,7271,5192
2019-2020,Andhra Pradesh,28,Prakasam,517,Cumbum,5462,3,7589,8511,6478
2019-2020,Andhra Pradesh,28,Prakasam,517,Darsi,5463,4,17845,14331,13177
2019-2020,Andhra Pradesh,28,Prakasam,517,Donakonda,5464,1,12893,12962,11400
2019-2020,Andhra Pradesh,28,Prakasam,517,Dornala,5465,5,11688,11664,10536
2019-2020,Andhra Pradesh,28,Prakasam,517,Giddaluru,5466,3,11825,12047,10385
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Gudluru,5467,0,11462,11400,10657
2019-2020,Andhra Pradesh,28,Prakasam,517,Hanumanthunipadu,5468,1,7781,8027,6760
2019-2020,Andhra Pradesh,28,Bapatla,750,Inkollu,5469,3,8056,9620,8468
2019-2020,Andhra Pradesh,28,Bapatla,750,Janakavarampanguluru,5470,0,9782,10863,8978
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Kandukur,5471,0,7972,8004,7353
2019-2020,Andhra Pradesh,28,Prakasam,517,Kanigiri,5472,3,10485,11192,9642
2019-2020,Andhra Pradesh,28,Bapatla,750,Karamchedu,5473,0,6386,7071,6196
2019-2020,Andhra Pradesh,28,Prakasam,517,Komarolu,5474,0,8734,8682,6696
2019-2020,Andhra Pradesh,28,Prakasam,517,Konakanamitla,5475,2,13299,13726,12882
2019-2020,Andhra Pradesh,28,Prakasam,517,Kondapi,5476,0,10503,10783,9546
2019-2020,Andhra Pradesh,28,Bapatla,750,Korisapadu,5477,1,7230,8004,5876
2019-2020,Andhra Pradesh,28,Prakasam,517,Kothapatnam,5478,2,8698,9601,7193
2019-2020,Andhra Pradesh,28,Prakasam,517,Kurichedu,5479,1,9582,9938,8234
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Lingasamudram,5480,0,9514,9084,8091
2019-2020,Andhra Pradesh,28,Prakasam,517,Maddipadu,5481,3,8526,8911,6640
2019-2020,Andhra Pradesh,28,Prakasam,517,Markapur,5482,4,13402,13322,11869
2019-2020,Andhra Pradesh,28,Prakasam,517,Marripudi,5483,1,10658,11310,10283
2019-2020,Andhra Pradesh,28,Bapatla,750,Martur,5484,0,13767,15308,13246
2019-2020,Andhra Pradesh,28,Prakasam,517,Mundlamuru,5485,6,14398,14706,13673
2019-2020,Andhra Pradesh,28,Prakasam,517,Naguluppalapadu,5486,1,12341,12839,10652
2019-2020,Andhra Pradesh,28,Prakasam,517,Ongole,5487,0,4280,4476,3232
2019-2020,Andhra Pradesh,28,Prakasam,517,Pamur,5488,2,10343,11180,9256
2019-2020,Andhra Pradesh,28,Bapatla,750,Parchur,5489,0,7255,8618,6584
2019-2020,Andhra Pradesh,28,Prakasam,517,Pedaaraveedu,5490,0,12230,13493,12999
2019-2020,Andhra Pradesh,28,Prakasam,517,Pedacherlopalle,5491,2,9017,9236,8417
2019-2020,Andhra Pradesh,28,Prakasam,517,Podili,5492,1,11501,9641,8183
2019-2020,Andhra Pradesh,28,Prakasam,517,Ponnaluru,5493,2,9575,10424,9375
2019-2020,Andhra Pradesh,28,Prakasam,517,Pullalacheruvu,5494,7,15292,16276,14946
2019-2020,Andhra Pradesh,28,Prakasam,517,Racherla,5495,1,8519,7707,6433
2019-2020,Andhra Pradesh,28,Bapatla,750,Santhamaguluru,5496,0,12727,13847,12196
2019-2020,Andhra Pradesh,28,Prakasam,517,Santhanuthlapadu,5497,0,8292,8686,6660
2019-2020,Andhra Pradesh,28,Prakasam,517,Singarayakonda,5498,3,12121,11608,9955
2019-2020,Andhra Pradesh,28,Prakasam,517,Tangutur,5499,2,10729,11154,7994
2019-2020,Andhra Pradesh,28,Prakasam,517,Tarlapadu,5500,0,9005,9130,7824
2019-2020,Andhra Pradesh,28,Prakasam,517,Thallur,5501,2,10823,10650,8367
2019-2020,Andhra Pradesh,28,Prakasam,517,Tripuranthakam,5502,4,16895,17483,16242
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Ulavapadu,5503,3,9084,9731,8315
2019-2020,Andhra Pradesh,28,Prakasam,517,Veligandla,5504,3,8298,8671,7574
2019-2020,Andhra Pradesh,28,Bapatla,750,Vetapalem,5505,1,6166,7027,5355
2019-2020,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Voletivaripalem,5506,0,10214,9988,9008
2019-2020,Andhra Pradesh,28,Bapatla,750,Yeddanapudi,5507,0,5521,6197,5077
2019-2020,Andhra Pradesh,28,Prakasam,517,Yerragondapalem,5508,16,17428,18533,17115
2019-2020,Andhra Pradesh,28,Prakasam,517,Zarugumilli,5509,1,9059,9082,7744
2019-2020,Andhra Pradesh,28,Srikakulam,519,Amadalavalasa,5543,2,11100,9276,8236
2019-2020,Andhra Pradesh,28,Parvathipuram Manyam,743,Bhamini,5544,2,12452,10892,9536
2019-2020,Andhra Pradesh,28,Srikakulam,519,Burja,5545,2,11656,10241,9440
2019-2020,Andhra Pradesh,28,Srikakulam,519,Etcherla,5546,0,24072,21332,19354
2019-2020,Andhra Pradesh,28,Srikakulam,519,Ganguvari Singadam,5547,0,15384,13903,12274
2019-2020,Andhra Pradesh,28,Srikakulam,519,Gara,5548,1,18306,16363,14891
2019-2020,Andhra Pradesh,28,Srikakulam,519,Hiramandalam,5549,0,8653,7817,6649
2019-2020,Andhra Pradesh,28,Srikakulam,519,Ichchapuram,5550,0,12155,11126,10126
2019-2020,Andhra Pradesh,28,Srikakulam,519,Jalumuru,5551,0,15971,13909,12637
2019-2020,Andhra Pradesh,28,Srikakulam,519,Kanchili,5552,1,14803,13959,12318
2019-2020,Andhra Pradesh,28,Srikakulam,519,Kaviti,5553,2,16255,14330,12502
2019-2020,Andhra Pradesh,28,Srikakulam,519,Kotabommili,5554,1,19758,16749,15335
2019-2020,Andhra Pradesh,28,Srikakulam,519,Kothuru,5555,0,18742,16203,13466
2019-2020,Andhra Pradesh,28,Srikakulam,519,Laveru,5557,0,18294,15984,14416
2019-2020,Andhra Pradesh,28,Srikakulam,519,Laxminarsupeta,5556,1,8856,7507,6403
2019-2020,Andhra Pradesh,28,Srikakulam,519,Mandasa,5558,3,22815,19060,17241
2019-2020,Andhra Pradesh,28,Srikakulam,519,Meilaputti,5559,0,14450,11206,9919
2019-2020,Andhra Pradesh,28,Srikakulam,519,Nandigam,5560,0,15661,12318,10871
2019-2020,Andhra Pradesh,28,Srikakulam,519,Narasannapeta,5561,0,15110,13484,11600
2019-2020,Andhra Pradesh,28,Parvathipuram Manyam,743,Palakonda,5562,0,11410,10246,9014
2019-2020,Andhra Pradesh,28,Srikakulam,519,Palasa,5563,0,8754,8188,7365
2019-2020,Andhra Pradesh,28,Srikakulam,519,Pathapatnam,5564,2,13897,11473,9779
2019-2020,Andhra Pradesh,28,Srikakulam,519,Polaki,5565,0,18019,16708,15038
2019-2020,Andhra Pradesh,28,Srikakulam,519,Ponduru,5566,2,17485,15827,14618
2019-2020,Andhra Pradesh,28,Vizianagaram,521,Rajam,5567,0,13285,12186,11255
2019-2020,Andhra Pradesh,28,Srikakulam,519,Ranastalam,5568,4,23856,21940,20667
2019-2020,Andhra Pradesh,28,Vizianagaram,521,Regidiamadalavalasa,5569,2,19397,16557,15227
2019-2020,Andhra Pradesh,28,Srikakulam,519,Santhabommali,5570,2,21469,18482,17429
2019-2020,Andhra Pradesh,28,Vizianagaram,521,Santhakaviti,5571,2,16845,15380,14148
2019-2020,Andhra Pradesh,28,Srikakulam,519,Saravakota,5572,0,13878,11533,10210
2019-2020,Andhra Pradesh,28,Srikakulam,519,Sarubujjili,5573,0,8460,6754,6129
2019-2020,Andhra Pradesh,28,Parvathipuram Manyam,743,Seethampeta,5574,1,18779,15931,14916
2019-2020,Andhra Pradesh,28,Srikakulam,519,Sompeta,5575,1,12004,12010,10169
2019-2020,Andhra Pradesh,28,Srikakulam,519,Srikakulam,5576,2,20094,16566,14192
2019-2020,Andhra Pradesh,28,Srikakulam,519,Tekkali,5577,0,13288,11443,10090
2019-2020,Andhra Pradesh,28,Srikakulam,519,Vajrapukothuru,5578,1,15684,12271,9284
2019-2020,Andhra Pradesh,28,Vizianagaram,521,Vangara,5579,0,11565,9901,8944
2019-2020,Andhra Pradesh,28,Parvathipuram Manyam,743,Veeraghattam,5580,0,15213,12844,11033
2019-2020,Andhra Pradesh,28,Anakapalli,744,Anakapalli,5582,0,13147,13110,10864
2019-2020,Andhra Pradesh,28,Visakhapatanam,520,Anandapuram,5583,0,11057,11802,10440
2019-2020,Andhra Pradesh,28,Alluri Sitharama Raju,745,Ananthagiri,5584,5,16339,12762,12245
2019-2020,Andhra Pradesh,28,Alluri Sitharama Raju,745,Araku Valley,5585,0,17127,14785,13934
2019-2020,Andhra Pradesh,28,Anakapalli,744,Atchutapuram,5581,2,10530,8803,5387
2019-2020,Andhra Pradesh,28,Visakhapatanam,520,Bheemunipatnam,5586,2,8472,5616,4836
2019-2020,Andhra Pradesh,28,Anakapalli,744,Butchayyapeta,5587,1,14372,12450,11242
2019-2020,Andhra Pradesh,28,Anakapalli,744,Cheedikada,5588,8,10531,8765,7963
2019-2020,Andhra Pradesh,28,Alluri Sitharama Raju,745,Chintapalle,5589,1,20504,16240,15096
2019-2020,Andhra Pradesh,28,Anakapalli,744,Chodavaram,5590,0,11104,9099,7620
2019-2020,Andhra Pradesh,28,Anakapalli,744,Devarapalle,5591,5,8669,9464,8215
2019-2020,Andhra Pradesh,28,Alluri Sitharama Raju,745,Dumbriguda,5592,1,16268,14001,13318
2019-2020,Andhra Pradesh,28,Alluri Sitharama Raju,745,Gangaraju Madugula,5593,0,19016,14144,12982
2019-2020,Andhra Pradesh,28,Anakapalli,744,Golugonda,5595,3,13205,11168,10404
2019-2020,Andhra Pradesh,28,Alluri Sitharama Raju,745,Gudem Kothaveedhi,5596,2,19531,13390,11936
2019-2020,Andhra Pradesh,28,Alluri Sitharama Raju,745,Hukumpeta,5597,0,20694,15789,14954
2019-2020,Andhra Pradesh,28,Anakapalli,744,K Kotapadu,5598,0,11267,9838,8345
2019-2020,Andhra Pradesh,28,Anakapalli,744,Kasimkota,5599,2,12985,10801,9168
2019-2020,Andhra Pradesh,28,Anakapalli,744,Kotauratla,5600,0,13094,12245,11256
2019-2020,Andhra Pradesh,28,Alluri Sitharama Raju,745,Koyyuru,5601,1,17693,13515,12676
2019-2020,Andhra Pradesh,28,Anakapalli,744,Madugula,5602,3,13737,13189,11718
2019-2020,Andhra Pradesh,28,Anakapalli,744,Makavarapalem,5603,2,14429,12286,11504
2019-2020,Andhra Pradesh,28,Anakapalli,744,Munagapaka,5604,0,9458,8095,6474
2019-2020,Andhra Pradesh,28,Alluri Sitharama Raju,745,Munchingiputtu,5605,2,14891,13243,12535
2019-2020,Andhra Pradesh,28,Anakapalli,744,Nakkapalli,5606,1,14945,12784,11283
2019-2020,Andhra Pradesh,28,Anakapalli,744,Narsipatnam,5607,0,7594,7729,7057
2019-2020,Andhra Pradesh,28,Anakapalli,744,Nathavaram,5608,5,16273,14049,12849
2019-2020,Andhra Pradesh,28,Alluri Sitharama Raju,745,Paderu,5609,1,16821,12739,11491
2019-2020,Andhra Pradesh,28,Visakhapatanam,520,Padmanabham,5610,1,12444,11300,10300
2019-2020,Andhra Pradesh,28,Anakapalli,744,Paravada,5611,1,5344,6102,4183
2019-2020,Andhra Pradesh,28,Anakapalli,744,Payakaraopeta,5612,2,8695,7068,5254
2019-2020,Andhra Pradesh,28,Alluri Sitharama Raju,745,Pedabayalu,5613,0,18112,14273,13496
2019-2020,Andhra Pradesh,28,Visakhapatanam,520,Pendurthi,5615,0,5134,4613,3971
2019-2020,Andhra Pradesh,28,Anakapalli,744,Rambilli,5616,1,9314,8087,5984
2019-2020,Andhra Pradesh,28,Anakapalli,744,Ravikamatham,5617,3,14100,13574,12413
2019-2020,Andhra Pradesh,28,Anakapalli,744,Rolugunta,5618,1,13884,11666,10854
2019-2020,Andhra Pradesh,28,Anakapalli,744,S Rayavaram,5619,2,12908,12032,10464
2019-2020,Andhra Pradesh,28,Anakapalli,744,Sabbavaram,5620,0,12067,10993,8575
2019-2020,Andhra Pradesh,28,Anakapalli,744,Yelamanchili,5622,1,6912,5335,4553
2019-2020,Andhra Pradesh,28,Vizianagaram,521,Badangi,5623,0,11503,11331,10231
2019-2020,Andhra Pradesh,28,Parvathipuram Manyam,743,Balajipeta,5624,1,15570,15315,14222
2019-2020,Andhra Pradesh,28,Vizianagaram,521,Bhoghapuram,5625,2,12207,13034,11755
2019-2020,Andhra Pradesh,28,Vizianagaram,521,Bobbili,5626,0,17717,17502,16122
2019-2020,Andhra Pradesh,28,Vizianagaram,521,Bondapalle,5627,1,13358,13330,11613
2019-2020,Andhra Pradesh,28,Vizianagaram,521,Cheepurupalle,5628,0,14922,15149,13591
2019-2020,Andhra Pradesh,28,Vizianagaram,521,Dattirajeru,5629,0,14092,14001,12213
2019-2020,Andhra Pradesh,28,Vizianagaram,521,Denkada,5630,0,11041,11469,10580
2019-2020,Andhra Pradesh,28,Vizianagaram,521,Gajapathinagaram,5631,3,12867,13145,11954
2019-2020,Andhra Pradesh,28,Vizianagaram,521,Gantyada,5632,2,15623,14701,12770
2019-2020,Andhra Pradesh,28,Vizianagaram,521,Garividi,5633,2,16904,16746,15116
2019-2020,Andhra Pradesh,28,Parvathipuram Manyam,743,Garugubilli,5634,0,12213,11858,10933
2019-2020,Andhra Pradesh,28,Parvathipuram Manyam,743,Gummalakshmipuram,5635,2,16597,12966,12224
2019-2020,Andhra Pradesh,28,Vizianagaram,521,Gurla,5636,3,18346,18457,16950
2019-2020,Andhra Pradesh,28,Vizianagaram,521,Jami,5637,0,13486,13331,11327
2019-2020,Andhra Pradesh,28,Parvathipuram Manyam,743,Jiyyamma Valasa,5638,1,18074,16296,15136
2019-2020,Andhra Pradesh,28,Parvathipuram Manyam,743,Komarada,5639,0,15819,12945,11522
2019-2020,Andhra Pradesh,28,Vizianagaram,521,Kothavalasa,5640,0,11405,11461,10319
2019-2020,Andhra Pradesh,28,Parvathipuram Manyam,743,Kurupam,5641,3,14566,12364,10813
2019-2020,Andhra Pradesh,28,Vizianagaram,521,Lakkavarapukota,5642,0,12746,12666,11586
2019-2020,Andhra Pradesh,28,Parvathipuram Manyam,743,Makkuva,5643,0,14621,13116,11831
2019-2020,Andhra Pradesh,28,Vizianagaram,521,Mentada,5644,2,12160,11789,10471
2019-2020,Andhra Pradesh,28,Vizianagaram,521,Merakamudidam,5645,1,16315,16141,14605
2019-2020,Andhra Pradesh,28,Vizianagaram,521,Nellimarla,5646,3,15342,15182,13706
