state_name,district_name,block_name,state_code,district_code,block_code,total_shg_loan_amount
Assam,Majuli,Ujani Majuli,18,706,2598,35223000
Assam,Marigaon,Bhurbandha,18,296,2650,11710714
Assam,Marigaon,Kapili,18,296,2652,10631054
Assam,Marigaon,Laharighat,18,296,2653,16628916
Assam,Marigaon,Mayang,18,296,2654,14686000
Assam,Marigaon,Moirabari,18,296,2655,6885500
Assam,Nagaon,Bajiagaon,18,297,2656,14935000
Assam,Nagaon,Barhampur,18,297,2657,17900838
Assam,Nagaon,Batadrava,18,297,2658,6378192
Assam,Nagaon,Dolongghat,18,297,2661,6868000
Assam,Nagaon,Juria,18,297,2663,2650000
Assam,Nagaon,Kaliabor,18,297,2664,10220000
Assam,Nagaon,Kathiatoli,18,297,2666,8197000
Assam,Nagaon,Khagarijan,18,297,2667,10965273
Assam,Nagaon,Laokhowa,18,297,2668,29662057
Assam,Nagaon,Pachim Kaliabor,18,297,2671,2900000
Assam,Nagaon,Pakhimoria,18,297,2672,4898800
Assam,Nagaon,Raha,18,297,2673,17886550
Assam,Nagaon,Rupahi,18,297,2674,3932000
Assam,Nalbari,Barigog Banbhag,18,298,2677,14693448
Assam,Nalbari,Barkhetri,18,298,2678,77220000
Assam,Nalbari,Borbhag,18,298,2680,11473000
Assam,Nalbari,Madhupur,18,298,2682,9075000
Assam,Nalbari,Paschim Nalbari,18,298,2684,45016350
Assam,Nalbari,Pub Nalbari,18,298,2685,70081000
Assam,Nalbari,Tihu,18,298,2687,32750000
Assam,Sivasagar,Amguri,18,300,2693,6692900
Assam,Sivasagar,Demow,18,300,2694,8350000
Assam,Sivasagar,Gaurisagar,18,300,2695,43135587
Assam,Sivasagar,Nazira,18,300,2697,11847000
Assam,Sivasagar,Sivasagar,18,300,2699,23686103
Assam,Sonitpur,Balipara,18,301,2703,18135000
Assam,Sonitpur,Bihaguri,18,301,2705,9150000
Assam,Sonitpur,Borchala,18,301,2707,15325000
Assam,Sonitpur,Dhekiajuli,18,301,2709,14146000
Assam,Sonitpur,Gabhoru,18,301,2710,18797938
Assam,Sonitpur,Rangapara,18,301,2713,17885000
Assam,South Salmara Mancachar,Fekamari,18,707,2554,2325000
Assam,South Salmara Mancachar,Jamadarhat,18,707,2557,1875000
Assam,South Salmara Mancachar,Mankachar,18,707,2559,16002000
Assam,South Salmara-Mankachar,South Salmara,18,707,2562,9680715
Assam,Tamulpur,Goreswar,18,756,2608,15509500
Assam,Tamulpur,Nagrijuli,18,756,2683,4300000
Assam,Tamulpur,Tamulpur,18,756,2686,31935000
Assam,Tinsukia,Guijan,18,302,2716,11950000
Assam,Tinsukia,Hapjan,18,302,2717,8835000
Assam,Tinsukia,Itakhuli,18,302,2718,17300000
Assam,Tinsukia,Kakopathar,18,302,2719,12910000
Assam,Tinsukia,Margherita,18,302,2720,20985000
Assam,Tinsukia,Sadiya,18,302,2721,10000000
Assam,Tinsukia,Saikhowa,18,302,2722,4000000
Assam,Udalguri,Bhergaon,18,617,6549,2550000
Assam,Udalguri,Kalaigaon,18,617,6552,15887100
Assam,Udalguri,Mazbat,18,617,6550,12207000
Assam,Udalguri,Odalguri,18,617,6548,12620000
Assam,Udalguri,Rowta,18,617,6551,7006000
Assam,West Karbi Anglong,Amri,18,710,2616,1030000
Assam,West Karbi Anglong,Chinthong,18,710,2618,2373920
Assam,West Karbi Anglong,Rongkhang,18,710,2623,14559000
Assam,West Karbi Anglong,Socheng,18,710,2626,2159200
Bihar,Araria,Araria,10,188,1624,311225000
Bihar,Araria,Bhargama,10,188,1625,211350000
Bihar,Araria,Forbesganj,10,188,1626,219570000
Bihar,Araria,Jokihat,10,188,1627,121490311
Bihar,Araria,Kursakanta,10,188,1628,296411000
Bihar,Araria,Narpatganj,10,188,1629,238840044
Bihar,Araria,Palasi,10,188,1630,124859057
Bihar,Araria,Raniganj,10,188,1631,301167700
Bihar,Araria,Sikty,10,188,1632,147940000
Bihar,Arwal,Arwal,10,611,6505,111753633
Bihar,Arwal,Kaler,10,611,6506,150900000
Bihar,Arwal,Kapri,10,611,6507,167200000
Bihar,Arwal,Kurtha,10,611,6509,33950000
Bihar,Arwal,Sonbhadra-Bansi-Surajpur,10,611,6508,51975000
Bihar,Aurangabad,Aurangabad,10,189,1633,90695000
Bihar,Aurangabad,Barun,10,189,1634,132264775
Bihar,Aurangabad,Daudnagar,10,189,1635,147410000
Bihar,Aurangabad,Deo,10,189,1636,113780000
Bihar,Aurangabad,Goh,10,189,1637,159285000
Bihar,Aurangabad,Haspura,10,189,1638,71842500
Bihar,Aurangabad,Kutumba,10,189,1639,197930000
Bihar,Aurangabad,Madanpur,10,189,1640,162735000
Bihar,Aurangabad,Nabinagar,10,189,1641,201150000
Bihar,Aurangabad,Obra,10,189,1642,140715002
Bihar,Aurangabad,Rafiganj,10,189,1643,254710000
Bihar,Banka,Amarpur,10,190,1644,235047000
Bihar,Banka,Banka,10,190,1645,85025000
Bihar,Banka,Barahat,10,190,1646,48710000
Bihar,Banka,Bausi,10,190,1647,110650000
Bihar,Banka,Belhar,10,190,1648,80866000
Bihar,Banka,Chandan,10,190,1649,144050000
Bihar,Banka,Dhuraiya,10,190,1650,103750000
Bihar,Banka,Fullidumar,10,190,1651,108996000
Bihar,Banka,Katoria,10,190,1652,118893000
Bihar,Banka,Rajaun,10,190,1653,128132914
Bihar,Banka,Shambhuganj,10,190,1654,153450000
Bihar,Begusarai,Bachhwara,10,191,1655,111700000
Bihar,Begusarai,Bakhri,10,191,1656,48350000
Bihar,Begusarai,Ballia,10,191,1657,38100000
Bihar,Begusarai,Barauni,10,191,1658,39900000
Bihar,Begusarai,Begusarai,10,191,1659,69230000
Bihar,Begusarai,Bhagwanpur,10,191,1660,88800000
Bihar,Begusarai,Birpur,10,191,1661,87705000
Bihar,Begusarai,Cheria Bariarpur,10,191,1662,113902500
Bihar,Begusarai,Chhaurahi,10,191,1663,80950000
Bihar,Begusarai,Dandari,10,191,1664,64050000
Bihar,Begusarai,Gadhpura,10,191,1665,23838000
Bihar,Begusarai,Khodawandpur,10,191,1666,42100000
Bihar,Begusarai,Mansurchak,10,191,1667,38475000
Bihar,Begusarai,Matihani,10,191,1668,69263000
Bihar,Begusarai,Nawkothi,10,191,1669,93425000
Bihar,Begusarai,Sahebpur Kamal,10,191,1670,41125000
Bihar,Begusarai,Samho Akha Kurha,10,191,1671,2172000
Bihar,Begusarai,Teghra,10,191,1672,42790000
Bihar,Bhagalpur,Bihpur,10,192,1673,27400000
Bihar,Bhagalpur,Gopalpur,10,192,1675,25900000
Bihar,Bhagalpur,Goradih,10,192,1676,71960000
Bihar,Bhagalpur,Ismailpur,10,192,1677,12800000
Bihar,Bhagalpur,Jagdishpur,10,192,1678,74145000
Bihar,Bhagalpur,Kahalgaon,10,192,1674,100405000
Bihar,Bhagalpur,Kharik,10,192,1679,96325000
Bihar,Bhagalpur,Narayanpur,10,192,1680,54350000
Bihar,Bhagalpur,Nathnagar,10,192,1681,38725000
Bihar,Bhagalpur,Naugachhia,10,192,1682,68250000
Bihar,Bhagalpur,Pirpainti,10,192,1683,137863000
Bihar,Bhagalpur,Rangrachowk,10,192,1684,67100000
Bihar,Bhagalpur,Sabour,10,192,1685,32305000
Bihar,Bhagalpur,Shahkund,10,192,1686,105973000
Bihar,Bhagalpur,Sonhaula,10,192,1687,97911720
Bihar,Bhagalpur,Sultanganj,10,192,1688,111650000
Bihar,Bhojpur,Agiaon,10,193,1689,56750000
Bihar,Bhojpur,Ara,10,193,1690,91650000
Bihar,Bhojpur,Barhara,10,193,1691,86550000
Bihar,Bhojpur,Behea,10,193,1692,70375000
Bihar,Bhojpur,Charpokhari,10,193,1693,74150000
Bihar,Bhojpur,Garhani,10,193,1694,40800000
Bihar,Bhojpur,Jagdishpur,10,193,1695,92015000
Bihar,Bhojpur,Koilwar,10,193,1696,84189000
Bihar,Bhojpur,Piro,10,193,1697,123206110
Bihar,Bhojpur,Sahar,10,193,1698,50500000
Bihar,Bhojpur,Sandesh,10,193,1699,62650000
Bihar,Bhojpur,Shahpur,10,193,1700,106779933
Bihar,Bhojpur,Tarari,10,193,1701,85555000
Bihar,Bhojpur,Udwantnagar,10,193,1702,53000000
Bihar,Buxar,Brahmpur,10,194,1703,132362500
Bihar,Buxar,Buxar,10,194,1704,134000000
Bihar,Buxar,Chakki,10,194,1705,42450000
Bihar,Buxar,Chausa,10,194,1706,52325000
Bihar,Buxar,Chougain,10,194,1707,6100000
Bihar,Buxar,Dumraon,10,194,1708,118200000
Bihar,Buxar,Itarhi,10,194,1709,102584001
Bihar,Buxar,Kesath,10,194,1710,48300000
Bihar,Buxar,Nawanagar,10,194,1711,130182500
Bihar,Buxar,Rajpur,10,194,1712,171314608
Bihar,Buxar,Simri,10,194,1713,121920000
Bihar,Darbhanga,Alinagar,10,195,1714,108387000
Bihar,Darbhanga,Bahadurpur,10,195,1715,206851345
Bihar,Darbhanga,Baheri,10,195,1716,280858100
Bihar,Darbhanga,Benipur,10,195,1717,213650000
Bihar,Darbhanga,Biraul,10,195,1718,293302000
Bihar,Darbhanga,Darbhanga,10,195,1719,302931104
Bihar,Darbhanga,Gaurabauram,10,195,1720,148200000
Bihar,Darbhanga,Ghanshyampur,10,195,1721,210738000
Bihar,Darbhanga,Hanuman Nagar,10,195,1722,220180000
Bihar,Darbhanga,Hayaghat,10,195,1723,116005000
Bihar,Darbhanga,Jale,10,195,1724,242050000
Bihar,Darbhanga,Keotirunway,10,195,1725,164335000
Bihar,Darbhanga,Kiratpur,10,195,1726,108900000
Bihar,Darbhanga,Kusheshwar Asthan,10,195,1727,170765000
Bihar,Darbhanga,Kusheswar Asthan East,10,195,1728,139535000
Bihar,Darbhanga,Manigachhi,10,195,1729,152900000
Bihar,Darbhanga,Singhwara,10,195,1730,223163750
Bihar,Darbhanga,Tardih,10,195,1731,191405000
Bihar,Gaya,Amas,10,196,1732,38907500
Bihar,Gaya,Atri,10,196,1733,21050000
Bihar,Gaya,Bankey Bazar,10,196,1734,70955000
Bihar,Gaya,Barachatti,10,196,1735,52244000
Bihar,Gaya,Belaganj,10,196,1736,119574000
Bihar,Gaya,Bodhgaya,10,196,1737,130400000
Bihar,Gaya,Dobhi,10,196,1738,66359664
Bihar,Gaya,Dumaria,10,196,1739,77624682
Bihar,Gaya,Fatehpur,10,196,1740,72408000
Bihar,Gaya,Guraru,10,196,1742,52700000
Bihar,Gaya,Gurua,10,196,1743,70826000
Bihar,Gaya,Imamganj,10,196,1744,99949840
Bihar,Gaya,Khizarsarai,10,196,1745,51488100
Bihar,Gaya,Konch,10,196,1746,75670000
Bihar,Gaya,Manpur,10,196,1747,124050000
Bihar,Gaya,Mohanpur,10,196,1748,212900000
Bihar,Gaya,Mohra,10,196,1749,135800000
Bihar,Gaya,Nagar,10,196,1741,44275000
Bihar,Gaya,Neemchak Bathani,10,196,1750,19950000
Bihar,Gaya,Paraiya,10,196,1751,94175000
Bihar,Gaya,Sherghatty,10,196,1752,32355000
Bihar,Gaya,Tankuppa,10,196,1753,54666103
Bihar,Gaya,Tekari,10,196,1754,215055000
Bihar,Gaya,Wazirganj,10,196,1755,74277607
Bihar,Gopalganj,Baikunthpur,10,197,1756,152440000
Bihar,Gopalganj,Barauli,10,197,1757,164100000
Bihar,Gopalganj,Bhorey,10,197,1758,100750000
Bihar,Gopalganj,Bijaipur,10,197,1759,64750000
Bihar,Gopalganj,Gopalganj,10,197,1760,64390000
Bihar,Gopalganj,Hathua,10,197,1761,154752500
Bihar,Gopalganj,Kataiya,10,197,1762,227100000
Bihar,Gopalganj,Kuchaikote,10,197,1763,266235000
Bihar,Gopalganj,Manjha,10,197,1764,213480000
Bihar,Gopalganj,Panchdeori,10,197,1765,106625000
Bihar,Gopalganj,Phulwariya,10,197,1766,149400000
Bihar,Gopalganj,Sidhwaliya,10,197,1767,65150000
Bihar,Gopalganj,Thawe,10,197,1768,36560000
Bihar,Gopalganj,Uchkagaon,10,197,1769,157900000
Bihar,Jamui,Barhat,10,198,1770,40800000
Bihar,Jamui,Chakai,10,198,1771,63200000
Bihar,Jamui,Gidhor,10,198,1772,47500000
Bihar,Jamui,Islamnagar Aliganj,10,198,1773,50050000
Bihar,Jamui,Jamui,10,198,1774,53950000
Bihar,Jamui,Jhajha,10,198,1775,96669000
Bihar,Jamui,Khaira,10,198,1776,104925000
Bihar,Jamui,Laxmipur,10,198,1777,46198000
Bihar,Jamui,Sikandra,10,198,1778,38900000
Bihar,Jamui,Sono,10,198,1779,66917500
Bihar,Jehanabad,Ghoshi,10,199,1780,45165886
Bihar,Jehanabad,Hulasganj,10,199,1781,72205000
Bihar,Jehanabad,Jehanabad,10,199,1782,144185000
Bihar,Jehanabad,Kako,10,199,1783,138762500
Bihar,Jehanabad,Makhdumpur,10,199,1784,217270000
Bihar,Jehanabad,Modanganj,10,199,1785,93450000
Bihar,Jehanabad,Ratni Faridpur,10,199,1786,115835000
Bihar,Kaimur (Bhabua),Adhaura,10,200,1787,28105001
Bihar,Kaimur (Bhabua),Bhabua,10,200,1788,115345000
Bihar,Kaimur (Bhabua),Bhagwanpur,10,200,1789,109300000
Bihar,Kaimur (Bhabua),Chainpur,10,200,1790,107220000
Bihar,Kaimur (Bhabua),Chand,10,200,1791,84510000
Bihar,Kaimur (Bhabua),Durgawati,10,200,1792,91370000
Bihar,Kaimur (Bhabua),Kudra,10,200,1793,85595000
Bihar,Kaimur (Bhabua),Mohania,10,200,1794,100791853
Bihar,Kaimur (Bhabua),Nuaon,10,200,1795,57300000
Bihar,Kaimur (Bhabua),Ramgarh,10,200,1796,105100000
Bihar,Kaimur (Bhabua),Rampur,10,200,1797,77050000
Bihar,Katihar,Amdabad,10,201,1798,58158000
Bihar,Katihar,Azamnagar,10,201,1799,107800000
Bihar,Katihar,Balrampur,10,201,1800,60210000
Bihar,Katihar,Barari,10,201,1801,65167424
Bihar,Katihar,Barsoi,10,201,1802,326631000
Bihar,Katihar,Dandkhora,10,201,1803,54100000
Bihar,Katihar,Falka,10,201,1804,111595000
Bihar,Katihar,Hasanganj,10,201,1805,22600000
Bihar,Katihar,Kadwa,10,201,1806,239371845
Bihar,Katihar,Katihar,10,201,1807,72934000
Bihar,Katihar,Korha,10,201,1808,127655562
Bihar,Katihar,Kursela,10,201,1809,62000000
Bihar,Katihar,Manihari,10,201,1810,63907785
Bihar,Katihar,Mansahi,10,201,1811,83391612
Bihar,Katihar,Pranpur,10,201,1812,84565000
Bihar,Katihar,Sameli,10,201,1813,92240000
Bihar,Khagaria,Alauli,10,202,1814,115575000
Bihar,Khagaria,Beldaur,10,202,1815,77542000
Bihar,Khagaria,Chautham,10,202,1816,51710000
Bihar,Khagaria,Gogri,10,202,1817,155664000
Bihar,Khagaria,Khagaria,10,202,1818,81842000
Bihar,Khagaria,Mansi,10,202,1819,34814000
Bihar,Khagaria,Parbatta,10,202,1820,91876000
Bihar,Kishanganj,Bahadurganj,10,203,1821,179072350
Bihar,Kishanganj,Dighalbank,10,203,1822,144800000
Bihar,Kishanganj,Kishanganj,10,203,1823,163511768
Bihar,Kishanganj,Kochadhaman,10,203,1824,215309500
Bihar,Kishanganj,Pothia,10,203,1825,168047901
Bihar,Kishanganj,Terhagachh,10,203,1826,337300000
Bihar,Kishanganj,Thakurganj,10,203,1827,223565959
Bihar,Lakhisarai,Barahiya,10,204,1828,12500000
Bihar,Lakhisarai,Channan,10,204,1829,11315000
Bihar,Lakhisarai,Halsi,10,204,1830,27020000
Bihar,Lakhisarai,Lakhisarai,10,204,1831,29175000
Bihar,Lakhisarai,Pipariya,10,204,1832,9900000
Bihar,Lakhisarai,Ramgarh Chowk,10,204,1833,26670000
Bihar,Lakhisarai,Surajgarha,10,204,1834,71395000
Bihar,Madhepura,Alamnagar,10,205,1835,243090000
Bihar,Madhepura,Bihariganj,10,205,1836,217575000
Bihar,Madhepura,Chausa,10,205,1837,218915000
Bihar,Madhepura,Gamhariya,10,205,1838,76500000
Bihar,Madhepura,Ghelarh,10,205,1839,78750000
Bihar,Madhepura,Gwalpara,10,205,1840,90480500
Bihar,Madhepura,Kumarkhand,10,205,1841,121396200
Bihar,Madhepura,Madhepura,10,205,1842,136266688
Bihar,Madhepura,Murliganj,10,205,1843,145000468
Bihar,Madhepura,Purani,10,205,1844,57525100
Bihar,Madhepura,Shankarpur,10,205,1845,183375000
Bihar,Madhepura,Singheshwar,10,205,1846,117500000
Bihar,Madhepura,Udakishunganj,10,205,1847,94411000
Bihar,Madhubani,Andhratharhi,10,206,1848,185753600
Bihar,Madhubani,Babu Barhi,10,206,1849,188403000
Bihar,Madhubani,Basopatti,10,206,1850,167720000
Bihar,Madhubani,Benipatti,10,206,1851,204310257
Bihar,Madhubani,Bisfi,10,206,1852,291565000
Bihar,Madhubani,Ghoghardiha,10,206,1853,179828000
Bihar,Madhubani,Harlakhi,10,206,1854,371896000
Bihar,Madhubani,Jainagar,10,206,1855,74948244
Bihar,Madhubani,Jhanjharpur,10,206,1856,149643000
Bihar,Madhubani,Kaluahi,10,206,1857,83362000
Bihar,Madhubani,Khajauli,10,206,1858,104690820
Bihar,Madhubani,Ladania,10,206,1859,119900000
Bihar,Madhubani,Lakhnaur,10,206,1860,119895000
Bihar,Madhubani,Laukaha (Khutauna),10,206,1861,146326000
Bihar,Madhubani,Laukahi,10,206,1862,130134500
Bihar,Madhubani,Madhepur,10,206,1863,223749000
Bihar,Madhubani,Madhwapur,10,206,1865,101299000
Bihar,Madhubani,Pandaul,10,206,1866,174641214
Bihar,Madhubani,Phulparas,10,206,1867,112982500
Bihar,Madhubani,Rahika,10,206,1864,171083000
Bihar,Madhubani,Rajnagar,10,206,1868,152534000
Bihar,Munger,Asarganj,10,207,1869,40400000
Bihar,Munger,Bariyarpur,10,207,1870,82600000
Bihar,Munger,Dharhara,10,207,1871,54200000
Bihar,Munger,Jamalpur,10,207,1872,24410000
Bihar,Munger,Kharagpur,10,207,1873,94710000
Bihar,Munger,Munger Sadar,10,207,1874,24270000
Bihar,Munger,Sangrampur,10,207,1875,46504000
Bihar,Munger,Tarapur,10,207,1876,47550000
Bihar,Munger,Tetiabambar,10,207,1877,36817000
Bihar,Muzaffarpur,Aurai,10,208,1878,201940000
Bihar,Muzaffarpur,Bandra,10,208,1879,67080000
Bihar,Muzaffarpur,Bochahan,10,208,1880,164612675
Bihar,Muzaffarpur,Gaighat,10,208,1881,230586672
Bihar,Muzaffarpur,Kanti,10,208,1882,183910000
Bihar,Muzaffarpur,Katra,10,208,1883,210705000
Bihar,Muzaffarpur,Kurhani,10,208,1884,246420874
Bihar,Muzaffarpur,Marwan,10,208,1885,248180000
Bihar,Muzaffarpur,Minapur,10,208,1886,227680101
Bihar,Muzaffarpur,Motipur,10,208,1887,183701172
Bihar,Muzaffarpur,Muraul,10,208,1888,35130000
Bihar,Muzaffarpur,Mushahari,10,208,1889,118505460
Bihar,Muzaffarpur,Paroo,10,208,1890,259139000
Bihar,Muzaffarpur,Sahebganj,10,208,1891,111746671
Bihar,Muzaffarpur,Sakra,10,208,1892,206475200
Bihar,Muzaffarpur,Saraiya,10,208,1893,156391500
Bihar,Nalanda,Asthawan,10,209,1894,196233000
Bihar,Nalanda,Ben,10,209,1895,129120000
Bihar,Nalanda,Biharsharif,10,209,1896,113835000
Bihar,Nalanda,Bind,10,209,1897,73625000
Bihar,Nalanda,Chandi,10,209,1898,87347151
Bihar,Nalanda,Ekangarsarai,10,209,1899,136440000
Bihar,Nalanda,Giriak,10,209,1900,60384500
Bihar,Nalanda,Harnaut,10,209,1901,45990000
Bihar,Nalanda,Hilsa,10,209,1902,137755000
Bihar,Nalanda,Islampur,10,209,1903,158720000
Bihar,Nalanda,Karai Parsurai,10,209,1904,31505000
Bihar,Nalanda,Katrisarai,10,209,1905,14920000
Bihar,Nalanda,Nagar Nausa,10,209,1906,25005000
Bihar,Nalanda,Noorsarai,10,209,1907,89458101
Bihar,Nalanda,Parbalpur,10,209,1908,134730000
Bihar,Nalanda,Rahui,10,209,1909,105740000
Bihar,Nalanda,Rajgir,10,209,1910,19140000
Bihar,Nalanda,Sarmera,10,209,1911,27532400
Bihar,Nalanda,Silao,10,209,1912,154433565
Bihar,Nalanda,Tharthari,10,209,1913,56899000
Bihar,Nawada,Akbarpur,10,210,1914,105240000
Bihar,Nawada,Gobindpur,10,210,1915,40955000
Bihar,Nawada,Hisua,10,210,1916,24375000
Bihar,Nawada,Kashichak,10,210,1917,46315000
Bihar,Nawada,Kawakole,10,210,1918,153842500
Bihar,Nawada,Mescaur,10,210,1919,88300000
Bihar,Nawada,Nardiganj,10,210,1920,102460000
Bihar,Nawada,Narhat,10,210,1921,110160000
Bihar,Nawada,Nawada,10,210,1922,118990000
Bihar,Nawada,Pakri Barawan,10,210,1923,104030000
Bihar,Nawada,Rajauli,10,210,1924,73770000
Bihar,Nawada,Roh,10,210,1925,127275000
Bihar,Nawada,Sirdala,10,210,1926,87427000
Bihar,Nawada,Warisaliganj,10,210,1927,51565000
Bihar,Pashchim Champaran,Bagaha-I,10,211,1928,82100000
Bihar,Pashchim Champaran,Bagaha-Ii,10,211,1929,168900000
Bihar,Pashchim Champaran,Bairia,10,211,1930,95485000
Bihar,Pashchim Champaran,Bettiah,10,211,1931,75668000
Bihar,Pashchim Champaran,Bhitaha,10,211,1932,76950000
Bihar,Pashchim Champaran,Chanpatia,10,211,1933,197000000
Bihar,Pashchim Champaran,Gaunaha,10,211,1934,173500000
Bihar,Pashchim Champaran,Jogapatti,10,211,1935,125700000
Bihar,Pashchim Champaran,Lauriya,10,211,1936,117400000
Bihar,Pashchim Champaran,Madhubani,10,211,1937,78590000
Bihar,Pashchim Champaran,Mainatand,10,211,1938,124560000
Bihar,Pashchim Champaran,Majhaulia,10,211,1939,171340000
Bihar,Pashchim Champaran,Narkatiaganj,10,211,1940,111010000
Bihar,Pashchim Champaran,Nautan,10,211,1941,202500000
Bihar,Pashchim Champaran,Piprasi,10,211,1942,56350000
Bihar,Pashchim Champaran,Ramnagar,10,211,1943,150200000
Bihar,Pashchim Champaran,Sikta,10,211,1944,168800000
Bihar,Pashchim Champaran,Thakrahan,10,211,1945,22600000
Bihar,Patna,Athamalgola,10,212,1946,105520000
Bihar,Patna,Bakhtiarpur,10,212,1947,75615000
Bihar,Patna,Barh,10,212,1948,91452996
Bihar,Patna,Belchchi,10,212,1949,39220000
Bihar,Patna,Bihta,10,212,1950,163105880
Bihar,Patna,Bikram,10,212,1951,68950000
Bihar,Patna,Daniyawan,10,212,1952,55216230
Bihar,Patna,Dhanarua,10,212,1953,94925000
Bihar,Patna,Dinapur,10,212,1954,42450000
Bihar,Patna,Dulhin Bazar,10,212,1955,57821848
Bihar,Patna,Fatuha,10,212,1956,114890540
Bihar,Patna,Ghoswari,10,212,1957,42536080
Bihar,Patna,Khusrupur,10,212,1958,43067699
Bihar,Patna,Maner,10,212,1959,95308094
Bihar,Patna,Masaurhi,10,212,1960,144650000
Bihar,Patna,Mokama,10,212,1961,28095000
Bihar,Patna,Naubatpur,10,212,1962,88040000
Bihar,Patna,Paliganj,10,212,1963,59348385
Bihar,Patna,Pandarak,10,212,1964,55822811
Bihar,Patna,Patna Sadar,10,212,1965,37950000
Bihar,Patna,Phulwari,10,212,1966,58667380
Bihar,Patna,Punpun,10,212,1967,28444000
Bihar,Patna,Sampatchak,10,212,1968,81300000
Bihar,Purbi Champaran,Adapur,10,213,1969,75355000
Bihar,Purbi Champaran,Areraj,10,213,1970,33620000
Bihar,Purbi Champaran,Banjariya,10,213,1971,40200000
Bihar,Purbi Champaran,Bankatwa,10,213,1972,33950000
Bihar,Purbi Champaran,Chakia (Pipra),10,213,1973,42430000
Bihar,Purbi Champaran,Chawradano,10,213,1974,18700000
Bihar,Purbi Champaran,Chiraiya,10,213,1975,66240000
Bihar,Purbi Champaran,Dhaka,10,213,1976,85355000
Bihar,Purbi Champaran,Ghorasahan,10,213,1977,98600000
Bihar,Purbi Champaran,Harsidhi,10,213,1978,48000000
Bihar,Purbi Champaran,Kalyanpur,10,213,1979,66461000
Bihar,Purbi Champaran,Kesaria,10,213,1980,13785000
Bihar,Purbi Champaran,Kotwa,10,213,1981,45775000
Bihar,Purbi Champaran,Madhuban,10,213,1982,21350000
Bihar,Purbi Champaran,Mehsi,10,213,1983,55300000
Bihar,Purbi Champaran,Motihari,10,213,1984,29830396
Bihar,Purbi Champaran,Paharpur,10,213,1985,37595200
Bihar,Purbi Champaran,Pakridayal,10,213,1986,27067000
Bihar,Purbi Champaran,Patahi,10,213,1987,38850000
Bihar,Purbi Champaran,Phenhara,10,213,1988,1350000
Bihar,Purbi Champaran,Pipra Kothi,10,213,1989,34190000
Bihar,Purbi Champaran,Ramgarhwa,10,213,1990,17590000
Bihar,Purbi Champaran,Raxaul,10,213,1991,2897500
Bihar,Purbi Champaran,Sangrampur,10,213,1992,17269820
Bihar,Purbi Champaran,Sugauli,10,213,1993,54500000
Bihar,Purbi Champaran,Tetariya,10,213,1994,61770000
Bihar,Purbi Champaran,Turkaulia,10,213,1995,19050000
Bihar,Purnia,Amour,10,214,1996,168305000
Bihar,Purnia,Baisa,10,214,1997,66880000
Bihar,Purnia,Baisi,10,214,1998,67184000
Bihar,Purnia,Banmankhi,10,214,1999,214684184
Bihar,Purnia,Barhara,10,214,2000,100565000
Bihar,Purnia,Bhawanipur,10,214,2001,98925000
Bihar,Purnia,Dagraua,10,214,2002,183238000
Bihar,Purnia,Dhamdaha,10,214,2003,170191000
Bihar,Purnia,Jalalgarh,10,214,2004,122325000
Bihar,Purnia,Kasba,10,214,2005,103367815
Bihar,Purnia,Krityanand Nagar,10,214,2006,197060000
Bihar,Purnia,Purnia East,10,214,2007,152357009
Bihar,Purnia,Rupouli,10,214,2008,240155000
Bihar,Purnia,Srinagar,10,214,2009,107121000
Bihar,Rohtas,Akorhigola,10,215,2010,84410000
Bihar,Rohtas,Bikramganj,10,215,2011,85890000
Bihar,Rohtas,Chenari,10,215,2012,81603117
Bihar,Rohtas,Dawath,10,215,2013,64325000
Bihar,Rohtas,Dehri,10,215,2014,138753000
Bihar,Rohtas,Dinara,10,215,2015,193635000
Bihar,Rohtas,Karakat,10,215,2016,144955000
Bihar,Rohtas,Kargahar,10,215,2017,119160000
Bihar,Rohtas,Kochas,10,215,2018,95595000
Bihar,Rohtas,Nasriganj,10,215,2019,95100000
Bihar,Rohtas,Nawhatta,10,215,2020,53610000
Bihar,Rohtas,Nokha,10,215,2021,102275000
Bihar,Rohtas,Rajpur,10,215,2022,47750000
Bihar,Rohtas,Rohtas,10,215,2023,56090000
Bihar,Rohtas,Sanjhouli,10,215,2024,89250000
Bihar,Rohtas,Sasaram,10,215,2025,124365000
Bihar,Rohtas,Sheosagar,10,215,2026,282485000
Bihar,Rohtas,Surajpura,10,215,2027,22521645
Bihar,Rohtas,Tilouthu,10,215,2028,42780000
Bihar,Saharsa,Banma Itahari,10,216,2029,59921500
Bihar,Saharsa,Kahara,10,216,2030,82105000
Bihar,Saharsa,Mahishi,10,216,2031,157794500
Bihar,Saharsa,Nauhatta,10,216,2032,112255000
Bihar,Saharsa,Patarghat,10,216,2033,47269739
Bihar,Saharsa,Salkhua,10,216,2034,84300519
Bihar,Saharsa,Sattar Kattaiya,10,216,2035,65425000
Bihar,Saharsa,Simri Bakhtiarpur,10,216,2036,159225000
Bihar,Saharsa,Sonbarsa,10,216,2037,74705100
Bihar,Saharsa,Sour Bazar,10,216,2038,168190300
Bihar,Samastipur,Bibhutipur,10,217,2039,67202555
Bihar,Samastipur,Bithan,10,217,2040,50550000
Bihar,Samastipur,Dalsinghsarai,10,217,2041,100060000
Bihar,Samastipur,Hasanpur,10,217,2042,82400000
