year,state_code,state_name,district_code,district_name,block_code,block_name,num_jobcards_applied,num_jobcards_issued,total_reg_workers,women_reg_workers,num_of_active_job_cards
2019-2020,1,Jammu And Kashmir,7,Kathua,6970,Bhoond,2495,2185,3897,1432,1442
2019-2020,1,Jammu And Kashmir,620,Kishtwar,47,Kishtwar,4911,4718,5096,2628,3808
2019-2020,1,Jammu And Kashmir,620,Kishtwar,46,Inderwal,5633,5537,7857,3273,5194
2019-2020,1,Jammu And Kashmir,620,Kishtwar,51,Padder,6016,5895,10813,5518,5337
2019-2020,1,Jammu And Kashmir,620,Kishtwar,49,Marwah,5285,5152,4600,1431,3648
2019-2020,1,Jammu And Kashmir,620,Kishtwar,55,Warwan,2498,2477,2234,530,2251
2019-2020,1,Jammu And Kashmir,620,Kishtwar,50,Nagsani,5316,5292,9169,4566,4982
2019-2020,1,Jammu And Kashmir,620,Kishtwar,42,Dachan,4259,4207,4819,2999,3877
2019-2020,1,Jammu And Kashmir,620,Kishtwar,44,Drabshalla,8881,8800,11286,4433,8237
2019-2020,1,Jammu And Kashmir,620,Kishtwar,6903,Thakrai,3659,3567,3859,1712,3065
2019-2020,1,Jammu And Kashmir,620,Kishtwar,6902,Trigam,2208,2128,2710,1269,1742
2019-2020,1,Jammu And Kashmir,620,Kishtwar,6901,Palmar,2356,2279,2709,1437,2083
2019-2020,1,Jammu And Kashmir,620,Kishtwar,6905,Mughal Maidan,8804,8670,10621,4056,7903
2019-2020,1,Jammu And Kashmir,620,Kishtwar,6904,Bunjwah,5453,5092,6877,2949,4455
2019-2020,1,Jammu And Kashmir,622,Kulgam,5,D.H.Pora,5650,5535,15280,6503,4359
2019-2020,1,Jammu And Kashmir,622,Kulgam,7,Kulgam,7475,7350,17498,6685,6655
2019-2020,1,Jammu And Kashmir,622,Kulgam,8,Pahloo,4284,4156,12074,5314,3242
2019-2020,1,Jammu And Kashmir,622,Kulgam,4,Devsar,6974,6790,16946,7113,6091
2019-2020,1,Jammu And Kashmir,622,Kulgam,9,Quamoh,6849,6581,14408,5385,5574
2019-2020,1,Jammu And Kashmir,622,Kulgam,6894,D.K.Marg,3226,3164,9201,4036,2383
2019-2020,1,Jammu And Kashmir,622,Kulgam,6889,Kund,2652,2593,7693,3477,2267
2019-2020,1,Jammu And Kashmir,622,Kulgam,6890,Menzgam,4142,3951,10773,4274,2840
2019-2020,1,Jammu And Kashmir,622,Kulgam,6891,Frisal,2464,2444,5317,1909,2345
2019-2020,1,Jammu And Kashmir,622,Kulgam,6892,Pombay,3837,3800,8501,3225,3432
2019-2020,1,Jammu And Kashmir,622,Kulgam,6893,Behibagh,4358,4272,10919,3520,3728
2019-2020,1,Jammu And Kashmir,8,Kupwara,85,Kupwara,5271,5035,9772,3897,3655
2019-2020,1,Jammu And Kashmir,8,Kupwara,86,Langate,1839,1780,3468,887,1511
2019-2020,1,Jammu And Kashmir,8,Kupwara,87,Rajwar,3926,3896,8213,2865,3116
2019-2020,1,Jammu And Kashmir,8,Kupwara,88,Ramhal,2846,2823,6322,2716,2338
2019-2020,1,Jammu And Kashmir,8,Kupwara,89,Sogam,7578,7419,15473,6140,5802
2019-2020,1,Jammu And Kashmir,8,Kupwara,92,Trehgam,3721,3678,8278,3963,3174
2019-2020,1,Jammu And Kashmir,8,Kupwara,84,Kralpora,3409,3346,10724,4590,2842
2019-2020,1,Jammu And Kashmir,8,Kupwara,90,Tangdar,3825,3791,7478,2923,3049
2019-2020,1,Jammu And Kashmir,8,Kupwara,91,Teethwal,2883,2845,6368,2761,2620
2019-2020,1,Jammu And Kashmir,8,Kupwara,93,Wavoora,8781,8300,16923,7273,6563
2019-2020,1,Jammu And Kashmir,8,Kupwara,83,Kalarooch,5765,5631,10215,3849,4674
2019-2020,1,Jammu And Kashmir,8,Kupwara,6999,Machil,2263,2204,3549,1617,1937
2019-2020,1,Jammu And Kashmir,756,Muzaffarabad,6992,Keran,687,682,1673,779,407
2019-2020,1,Jammu And Kashmir,8,Kupwara,6993,Meelyaal,2254,2235,5306,2129,1736
2019-2020,1,Jammu And Kashmir,8,Kupwara,6994,Reddi Chowkibal,2682,2667,5586,2364,2333
2019-2020,1,Jammu And Kashmir,8,Kupwara,6995,Herri Qadirabad,6740,6563,10137,3924,5134
2019-2020,1,Jammu And Kashmir,8,Kupwara,7002,Handwara,3090,2969,6781,2066,2468
2019-2020,1,Jammu And Kashmir,8,Kupwara,6997,Natnussa,2695,2610,4668,1244,2217
2019-2020,1,Jammu And Kashmir,8,Kupwara,6996,Drugmulla,2829,2748,5237,1937,1912
2019-2020,1,Jammu And Kashmir,8,Kupwara,6998,Hyhama,5136,5003,9381,3707,4119
2019-2020,1,Jammu And Kashmir,8,Kupwara,7000,Trathpora,2512,2486,6517,2746,2045
2019-2020,1,Jammu And Kashmir,8,Kupwara,7001,Magam,2454,2363,5850,2078,1966
2019-2020,1,Jammu And Kashmir,8,Kupwara,7003,Mawar Qalamabad,5179,4905,11931,4048,4082
2019-2020,1,Jammu And Kashmir,8,Kupwara,7004,Qaziabad,4946,4863,10743,3227,4020
2019-2020,1,Jammu And Kashmir,8,Kupwara,89,Lalpora,7578,7419,15473,6140,5802
2019-2020,1,Jammu And Kashmir,8,Kupwara,93,Kuligam,8781,8300,16923,7273,6563
2019-2020,37,Ladakh,9,Leh Ladakh,94,Durbuk,1773,1725,3839,2055,1660
2019-2020,37,Ladakh,9,Leh Ladakh,95,Khaltsi,2031,1969,4276,2193,1827
2019-2020,37,Ladakh,9,Leh Ladakh,6542,Saspol,1466,1438,3021,1608,1202
2019-2020,37,Ladakh,9,Leh Ladakh,96,Kharu,3148,3033,5191,3135,2783
2019-2020,37,Ladakh,9,Leh Ladakh,97,Leh,3504,3182,4895,3117,2876
2019-2020,37,Ladakh,9,Leh Ladakh,6543,Chuchot,4135,4005,7676,4516,3824
2019-2020,37,Ladakh,9,Leh Ladakh,98,Nubra,3436,3399,6052,3435,3223
2019-2020,37,Ladakh,9,Leh Ladakh,99,Nyoma,1433,1361,2318,1226,1242
2019-2020,37,Ladakh,9,Leh Ladakh,6544,Panamic,2326,2299,4113,2212,2220
2019-2020,37,Jammu And Kashmir,9,Leh (Ladakh),7046,Rong,1223,1212,1787,1151,1152
2019-2020,37,Jammu And Kashmir,9,Leh (Ladakh),7047,Rupsho,779,763,1116,401,573
2019-2020,37,Jammu And Kashmir,9,Leh (Ladakh),7049,Skyurbachan,2220,2181,4182,2157,2106
2019-2020,37,Jammu And Kashmir,9,Leh (Ladakh),7044,Thiksay,2255,2161,4472,2416,2056
2019-2020,37,Jammu And Kashmir,9,Leh (Ladakh),7045,Nemo,1803,1730,3715,2018,1604
2019-2020,37,Jammu And Kashmir,9,Leh (Ladakh),7048,Turrtak,2109,2064,3700,2282,1946
2019-2020,37,Jammu And Kashmir,9,Leh (Ladakh),7050,Singay Lalok,1046,1025,1748,853,976
2019-2020,1,Jammu And Kashmir,10,Poonch,104,Poonch,14000,13185,28661,12679,8362
2019-2020,1,Jammu And Kashmir,10,Poonch,102,Mandi,19112,17080,37511,17388,12720
2019-2020,1,Jammu And Kashmir,10,Poonch,105,Surankote,16428,15525,29932,11646,10790
2019-2020,1,Jammu And Kashmir,10,Poonch,101,Bufliaz,9548,8860,16901,7435,6573
2019-2020,1,Jammu And Kashmir,10,Poonch,103,Mendhar,19609,18396,19183,7749,11527
2019-2020,1,Jammu And Kashmir,10,Poonch,100,Balakote,9328,8907,11512,4542,6548
2019-2020,1,Jammu And Kashmir,10,Poonch,104,Nangali Sahib Sai Baba,14000,13185,28661,12679,8362
2019-2020,1,Jammu And Kashmir,10,Poonch,102,Sathra,19112,17080,37511,17388,12720
2019-2020,1,Jammu And Kashmir,10,Poonch,102,Loran,19112,17080,37511,17388,12720
2019-2020,1,Jammu And Kashmir,10,Poonch,105,Lasana,16428,15525,29932,11646,10790
2019-2020,1,Jammu And Kashmir,10,Poonch,6966,Mankote,9245,8417,8434,3271,4511
2019-2020,1,Jammu And Kashmir,11,Pulwama,109,Pulwama,5975,5710,10017,1465,3944
2019-2020,1,Jammu And Kashmir,11,Pulwama,108,Pampore,4538,4316,6673,1206,3328
2019-2020,1,Jammu And Kashmir,11,Pulwama,111,Tral,5240,5088,10097,3005,3695
2019-2020,1,Jammu And Kashmir,11,Pulwama,106,Kakapora,5769,5527,7871,902,3800
2019-2020,1,Jammu And Kashmir,11,Pulwama,6713,Keller,2444,2296,3803,674,1298
2019-2020,1,Jammu And Kashmir,11,Pulwama,6895,Awantipora,5071,4778,7300,1091,3745
2019-2020,1,Jammu And Kashmir,11,Pulwama,6900,Shadimarg,3541,3430,5346,586,2339
2019-2020,1,Jammu And Kashmir,11,Pulwama,6896,Newa,4305,4207,5320,331,2989
2019-2020,1,Jammu And Kashmir,11,Pulwama,6897,Litter,4542,4450,8353,1311,3547
2019-2020,1,Jammu And Kashmir,11,Pulwama,6898,Arpal,4229,4146,9366,3849,3355
2019-2020,1,Jammu And Kashmir,11,Pulwama,6899,Dadsura,3409,3371,5707,1078,2482
2019-2020,1,Jammu And Kashmir,12,Rajouri,117,Rajouri,11086,10787,15655,7313,9071
2019-2020,1,Jammu And Kashmir,12,Rajouri,115,Manjakote,5902,5519,13162,6235,4277
2019-2020,1,Jammu And Kashmir,12,Rajouri,113,Darhal,9811,9304,16595,7634,7300
2019-2020,1,Jammu And Kashmir,12,Rajouri,112,Budhal,15940,15201,34342,15099,11959
2019-2020,1,Jammu And Kashmir,12,Rajouri,114,Kalakote,7400,7174,10234,3233,5624
2019-2020,1,Jammu And Kashmir,12,Rajouri,116,Nowshera,5027,4658,7285,2260,3669
2019-2020,1,Jammu And Kashmir,12,Rajouri,118,Sunderbani,6541,5705,9021,1836,3957
2019-2020,1,Jammu And Kashmir,12,Rajouri,6539,Thanamandi,7801,7211,16882,7448,4445
2019-2020,1,Jammu And Kashmir,12,Rajouri,6701,Doongi,6240,5839,10353,4565,4267
2019-2020,1,Jammu And Kashmir,12,Rajouri,6959,Dangri,6584,6143,13057,5491,4941
2019-2020,1,Jammu And Kashmir,12,Rajouri,6955,Panjgrain,3545,3304,7070,3550,2576
2019-2020,1,Jammu And Kashmir,12,Rajouri,6960,Siot,4419,3771,6130,1808,2607
2019-2020,1,Jammu And Kashmir,12,Rajouri,6956,Qila Darhal,3929,3560,6580,2604,2793
2019-2020,1,Jammu And Kashmir,12,Rajouri,6958,Seri,2847,2692,4423,1165,2175
2019-2020,1,Jammu And Kashmir,12,Rajouri,6961,Lamberi,2482,2349,4217,1313,1884
2019-2020,1,Jammu And Kashmir,12,Rajouri,6962,Planger,6494,5568,12768,5539,3260
2019-2020,1,Jammu And Kashmir,12,Rajouri,6957,Moughla,5506,5173,8987,3011,4023
2019-2020,1,Jammu And Kashmir,12,Rajouri,6954,Khawas,7793,7424,11901,4483,5872
2019-2020,1,Jammu And Kashmir,12,Rajouri,6953,Rajnagar,5226,4945,10652,4602,3705
2019-2020,1,Jammu And Kashmir,621,Ramban,38,Banihal,8443,7922,17751,7305,5697
2019-2020,1,Jammu And Kashmir,621,Ramban,53,Ramsoo,5401,5050,9222,3140,3600
2019-2020,1,Jammu And Kashmir,621,Ramban,52,Ramban,8464,8016,14707,5302,5819
2019-2020,1,Jammu And Kashmir,621,Ramban,127,Gool,3605,3372,8681,3747,2511
2019-2020,1,Jammu And Kashmir,621,Ramban,6950,Gundi Dharam,1509,1457,3378,1495,1221
2019-2020,1,Jammu And Kashmir,621,Ramban,6952,Khari,5416,5226,10593,3842,4403
2019-2020,1,Jammu And Kashmir,621,Ramban,6948,Ukhral,5442,5234,10276,3186,3749
2019-2020,1,Jammu And Kashmir,621,Ramban,6949,Sangaldan,5158,4378,10619,4279,2837
2019-2020,1,Jammu And Kashmir,621,Ramban,6946,Batote,3708,3334,6100,1578,2391
2019-2020,1,Jammu And Kashmir,621,Ramban,6951,Gandhri,2283,2030,3919,1313,1635
2019-2020,1,Jammu And Kashmir,621,Ramban,6947,Rajgarh,2429,2237,4864,1710,1664
2019-2020,1,Jammu And Kashmir,627,Reasi,123,Arnas,5367,5197,8420,3142,4215
2019-2020,1,Jammu And Kashmir,627,Reasi,128,Mahore,9577,9282,14624,5866,8251
2019-2020,1,Jammu And Kashmir,627,Reasi,131,Pouni,7900,7433,11125,4038,5447
2019-2020,1,Jammu And Kashmir,627,Reasi,133,Reasi,4451,4289,6129,2530,2816
2019-2020,1,Jammu And Kashmir,627,Reasi,6938,Bamagh,3323,3287,5471,2542,2866
2019-2020,1,Jammu And Kashmir,627,Reasi,6939,Katra,2538,2416,4759,1918,1572
2019-2020,1,Jammu And Kashmir,627,Reasi,6940,Panthal,2699,2563,3276,1101,1408
2019-2020,1,Jammu And Kashmir,627,Reasi,6941,Thuroo,6041,5813,7719,3195,4732
2019-2020,1,Jammu And Kashmir,627,Reasi,6942,Jij Bagli,2719,2579,2975,918,2142
2019-2020,1,Jammu And Kashmir,627,Reasi,6943,Thakra Kote,2354,2300,3335,1275,1952
2019-2020,1,Jammu And Kashmir,627,Reasi,6945,Chasana,14636,13982,20645,9095,11726
2019-2020,1,Jammu And Kashmir,627,Reasi,6944,Gulab Garh,3669,3319,6117,1863,2790
2019-2020,1,Jammu And Kashmir,624,Samba,79,Ghagwal,3356,3234,5677,2464,2301
2019-2020,1,Jammu And Kashmir,624,Samba,62,Purmandal,1590,1535,2396,591,981
2019-2020,1,Jammu And Kashmir,624,Samba,64,Samba,2446,2206,4758,1937,1435
2019-2020,1,Jammu And Kashmir,624,Samba,66,Vijaypur,3532,3317,3082,957,1885
2019-2020,1,Jammu And Kashmir,624,Samba,6936,Rajpura,2530,2392,3926,1378,1613
2019-2020,1,Jammu And Kashmir,624,Samba,7051,Bari Brahmana,1988,1887,3334,1184,1206
2019-2020,1,Jammu And Kashmir,5,Jammu,6937,Ramgarh,4080,3875,5989,1079,2326
2019-2020,1,Jammu And Kashmir,624,Samba,6934,Nud,2994,2834,5176,1832,1902
2019-2020,1,Jammu And Kashmir,5,Jammu,6935,Sumb,2656,2437,4617,1673,1797
2019-2020,1,Jammu And Kashmir,625,Shopian,110,Shopian,4501,4364,4506,481,3119
2019-2020,1,Jammu And Kashmir,625,Shopian,6877,Keller,6759,6619,8697,2001,5018
2019-2020,1,Jammu And Kashmir,625,Shopian,6878,Kanji Ullar,2197,2142,2756,219,1451
2019-2020,1,Jammu And Kashmir,625,Shopian,6879,Ramnagri,2086,1967,2620,198,1414
2019-2020,1,Jammu And Kashmir,625,Shopian,6880,Imamsahib,2664,2461,3496,302,1420
2019-2020,1,Jammu And Kashmir,625,Shopian,6881,Kaprin,2121,2060,2366,114,1436
2019-2020,1,Jammu And Kashmir,625,Shopian,6882,Chitrigam,3120,3059,3481,261,2324
2019-2020,1,Jammu And Kashmir,625,Shopian,6883,Zainpora,3319,3153,3428,205,2119
2019-2020,1,Jammu And Kashmir,625,Shopian,6884,Herman,2073,2004,2537,174,1644
2019-2020,1,Jammu And Kashmir,13,Srinagar,122,Srinagar,675,520,1060,190,381
2019-2020,1,Jammu And Kashmir,13,Srinagar,7087,Qamarwari,529,472,908,194,304
2019-2020,1,Jammu And Kashmir,13,Srinagar,6875,Harwan,2561,2092,5097,1741,1297
2019-2020,1,Jammu And Kashmir,13,Srinagar,6876,Khonmoh,844,491,1511,209,310
2019-2020,1,Jammu And Kashmir,14,Udhampur,124,Chenani,7887,7305,13249,3638,4955
2019-2020,1,Jammu And Kashmir,14,Udhampur,125,Dudu,2388,2299,3235,632,1849
2019-2020,1,Jammu And Kashmir,14,Udhampur,126,Ghordhi,5814,5489,8310,1371,3494
2019-2020,1,Jammu And Kashmir,624,Samba,129,Majalta,3639,3513,4307,1235,2304
2019-2020,1,Jammu And Kashmir,14,Udhampur,130,Panchari,4539,4415,5758,883,2747
2019-2020,1,Jammu And Kashmir,14,Udhampur,132,Ramnagar,5082,4813,6587,1709,3179
2019-2020,1,Jammu And Kashmir,14,Udhampur,134,Udhampur,9564,8696,15847,4552,5196
2019-2020,1,Jammu And Kashmir,14,Udhampur,6927,Latti,3492,3382,5169,1109,2338
2019-2020,1,Jammu And Kashmir,14,Udhampur,6925,Khoon,4155,3939,5010,1041,3101
2019-2020,1,Jammu And Kashmir,14,Udhampur,6926,Kulwanta,2745,2464,3282,720,1658
2019-2020,1,Jammu And Kashmir,14,Udhampur,6931,Parli Dhar,1954,1910,2479,333,1546
2019-2020,1,Jammu And Kashmir,14,Udhampur,6928,Moungri,3168,3098,4717,1315,2573
2019-2020,1,Jammu And Kashmir,14,Udhampur,6932,Sewna,1858,1678,2606,587,1271
2019-2020,1,Jammu And Kashmir,14,Udhampur,6929,Narsoo,2053,1906,3377,681,1329
2019-2020,1,Jammu And Kashmir,14,Udhampur,6924,Jaganoo,3006,2824,4947,1161,1634
2019-2020,1,Jammu And Kashmir,14,Udhampur,6930,Chanunta,2272,2153,3153,591,1584
2019-2020,1,Jammu And Kashmir,14,Udhampur,6933,Tikkri,3108,2820,5453,1903,1476
2019-2020,20,Jharkhand,322,Bokaro,3066,Chas,53122,47539,123753,55241,21612
2019-2020,20,Jharkhand,322,Bokaro,3065,Chandankiyari,36793,33488,90731,41214,17910
2019-2020,20,Jharkhand,322,Bokaro,3064,Bermo,4327,4213,7024,3356,2055
2019-2020,20,Jharkhand,322,Bokaro,3070,Nawadih,32381,30737,70795,33700,19085
2019-2020,20,Jharkhand,322,Bokaro,3067,Gomia,38750,38122,91002,42545,19381
2019-2020,20,Jharkhand,322,Bokaro,3071,Peterwar,24730,23999,58017,24547,12310
2019-2020,20,Jharkhand,322,Bokaro,3069,Kasmar,19958,18508,41800,19254,13289
2019-2020,20,Jharkhand,322,Bokaro,3068,Jaridih,13588,12840,36964,17421,6135
2019-2020,20,Jharkhand,322,Bokaro,6626,Chandrapura,14818,14186,34921,16078,7668
2019-2020,20,Jharkhand,323,Chatra,3074,Hunterganj,40368,36607,55034,30801,19737
2019-2020,20,Jharkhand,323,Chatra,3079,Pratappur,29795,26953,40938,21199,17637
2019-2020,20,Jharkhand,323,Chatra,3076,Kunda,7558,7067,11096,5544,4558
2019-2020,20,Jharkhand,323,Chatra,3077,Lawalong,14345,12796,18895,9327,8248
2019-2020,20,Jharkhand,323,Chatra,3072,Chatra,24005,22113,40625,20914,13337
2019-2020,20,Jharkhand,323,Chatra,3075,Itkhori,11852,11408,22296,12313,5403
2019-2020,20,Jharkhand,323,Chatra,3073,Giddhor,11519,11061,14974,7868,5141
2019-2020,20,Jharkhand,323,Chatra,3078,Pathalgada,8988,8503,13174,6315,5063
2019-2020,20,Jharkhand,323,Chatra,3080,Simaria,24691,21982,35214,17556,13302
2019-2020,20,Jharkhand,323,Chatra,3081,Tandwa,23273,22128,33684,20222,10082
2019-2020,20,Jharkhand,323,Chatra,6690,Kanhachatti,11927,11269,24198,13285,6473
2019-2020,20,Jharkhand,323,Chatra,6691,Mayurhand,15081,14138,21876,11490,8891
2019-2020,20,Jharkhand,324,Deoghar,3082,Deoghar,22988,21768,55740,21721,10559
2019-2020,20,Jharkhand,324,Deoghar,3086,Mohanpur,40224,35010,86347,37253,18256
2019-2020,20,Jharkhand,324,Deoghar,3087,Palojori,34208,30910,75979,32549,17254
2019-2020,20,Jharkhand,324,Deoghar,3083,Devipur,27863,24877,48823,21898,15760
2019-2020,20,Jharkhand,324,Deoghar,3085,Madhupur,22146,21172,62716,28209,13727
2019-2020,20,Jharkhand,324,Deoghar,3084,Karown,17652,15624,45301,18653,8499
2019-2020,20,Jharkhand,324,Deoghar,3089,Sarwan,18549,16759,45905,20779,10637
2019-2020,20,Jharkhand,324,Deoghar,3088,Sarath,37775,35539,86799,38082,18488
2019-2020,20,Jharkhand,324,Deoghar,6623,Sonaraithari,18539,16576,42252,18830,10578
2019-2020,20,Jharkhand,324,Deoghar,6624,Margomunda,19738,17728,45165,20626,11468
2019-2020,20,Jharkhand,325,Dhanbad,3092,Dhanbad,3335,3273,6873,3058,1738
2019-2020,20,Jharkhand,325,Dhanbad,3093,Govindpur,55217,54456,90803,40114,31519
2019-2020,20,Jharkhand,325,Dhanbad,3091,Baliapur,17295,16639,33707,14845,6893
2019-2020,20,Jharkhand,325,Dhanbad,3095,Nirsa,22012,21386,34096,14934,10272
2019-2020,20,Jharkhand,325,Dhanbad,3090,Baghmara,41473,41132,64155,29660,15287
2019-2020,20,Jharkhand,325,Dhanbad,3096,Topchanchi,23841,23660,51148,20851,10047
2019-2020,20,Jharkhand,325,Dhanbad,3097,Tundi,20197,20140,43710,18673,11568
2019-2020,20,Jharkhand,325,Dhanbad,6642,Purvi Tundi,10991,10924,21742,8774,4591
2019-2020,20,Jharkhand,325,Dhanbad,7111,Kaliyasol,20112,19919,40453,15756,9485
2019-2020,20,Jharkhand,325,Dhanbad,7112,Egarkund,8023,7921,16245,7860,2181
2019-2020,20,Jharkhand,326,Dumka,3098,Dumka,22347,20736,38908,17957,12005
2019-2020,20,Jharkhand,326,Dumka,3106,Saraiyahat,40559,35048,52138,23793,20136
2019-2020,20,Jharkhand,326,Dumka,3101,Jarmundi,28290,25407,69186,30123,15900
2019-2020,20,Jharkhand,326,Dumka,3100,Jama,33280,28708,56432,23884,15031
2019-2020,20,Jharkhand,326,Dumka,3104,Ramgarh,39260,36639,63750,30922,20325
2019-2020,20,Jharkhand,326,Dumka,3107,Sikaripara,28400,25521,48084,21148,13309
2019-2020,20,Jharkhand,326,Dumka,3099,Gopikander,8043,7953,15003,6814,3857
2019-2020,20,Jharkhand,326,Dumka,3102,Kathikund,12655,12392,29652,13191,7596
2019-2020,20,Jharkhand,326,Dumka,3103,Masaliya,24915,23084,48266,19584,14069
2019-2020,20,Jharkhand,326,Dumka,3105,Ranishwar,24070,22121,52934,21226,18136
2019-2020,20,Jharkhand,327,East Singhbum,3115,Patamda,18321,17959,42713,20426,9620
2019-2020,20,Jharkhand,327,East Singhbum,3113,Golmuri Cum Jugsalai,16011,14720,26607,14276,6072
2019-2020,20,Jharkhand,327,East Singhbum,3112,Ghatshila,24451,23757,48668,23704,9986
2019-2020,20,Jharkhand,327,East Singhbum,3116,Potka,39081,36750,78393,40043,13756
2019-2020,20,Jharkhand,327,East Singhbum,3114,Musabani,15659,14022,27637,13906,6421
2019-2020,20,Jharkhand,327,East Singhbum,3111,Dumaria,20370,19369,37193,18238,9291
2019-2020,20,Jharkhand,327,East Singhbum,3110,Dhalbhumgarh,13780,12975,23618,11410,7227
2019-2020,20,Jharkhand,327,East Singhbum,3109,Chakulia,29511,28178,68382,32941,13967
2019-2020,20,Jharkhand,327,East Singhbum,3108,Bahragora,32189,31539,71433,30967,16467
2019-2020,20,Jharkhand,327,East Singhbum,6632,Boram,16055,15144,44131,20024,10017
2019-2020,20,Jharkhand,327,East Singhbum,6633,Gurabanda,10304,9941,25264,12127,5868
2019-2020,20,Jharkhand,328,Garhwa,3122,Garhwa,37515,31921,62830,30185,19968
2019-2020,20,Jharkhand,328,Garhwa,3124,Kharaundhi,10565,9839,24825,11195,6671
2019-2020,20,Jharkhand,328,Garhwa,3118,Bhawnathpur,8673,8197,23993,11480,5569
2019-2020,20,Jharkhand,328,Garhwa,3126,Meral,28054,24870,64247,28867,14542
2019-2020,20,Jharkhand,328,Garhwa,3130,Ranka,36612,32765,67020,32567,16050
2019-2020,20,Jharkhand,328,Garhwa,3128,Ramkanda,13201,12203,18875,8919,8069
2019-2020,20,Jharkhand,328,Garhwa,3119,Chinia,7931,7555,20452,9606,5635
2019-2020,20,Jharkhand,328,Garhwa,3120,Dandai,12977,12059,32139,15130,7712
2019-2020,20,Jharkhand,328,Garhwa,3117,Bhandaria,7211,6360,13402,6358,3410
2019-2020,20,Jharkhand,328,Garhwa,3125,Manjhiaon,10981,9878,19388,8980,6064
2019-2020,20,Jharkhand,328,Garhwa,3123,Kandi,13978,12907,40711,18011,7789
2019-2020,20,Jharkhand,328,Garhwa,3129,Ramna,12959,12002,30488,14510,7723
2019-2020,20,Jharkhand,328,Garhwa,3127,Nagar Untari,15342,13716,29971,13860,9271
2019-2020,20,Jharkhand,328,Garhwa,3121,Dhurki,14335,12716,25625,12087,9631
2019-2020,20,Jharkhand,328,Garhwa,6628,Danda,4224,3925,9105,4121,2540
2019-2020,20,Jharkhand,328,Garhwa,6629,Bishunpura,10365,8414,19562,9325,5151
2019-2020,20,Jharkhand,328,Garhwa,6627,Ketar,11881,10391,22634,10479,6362
2019-2020,20,Jharkhand,328,Garhwa,6630,Bardiha,9676,8693,18021,8581,6715
2019-2020,20,Jharkhand,328,Garhwa,6631,Sagma,6683,6321,15342,6993,5174
2019-2020,20,Jharkhand,328,Garhwa,7366,Bargarh,3961,3570,10436,4936,2750
2019-2020,20,Jharkhand,329,Giridih,3131,Bagodar,16748,16176,43482,24551,8809
2019-2020,20,Jharkhand,329,Giridih,3132,Bengabad,26223,24864,63937,29588,16755
2019-2020,20,Jharkhand,329,Giridih,3133,Birni,34448,30842,64500,32733,18281
2019-2020,20,Jharkhand,329,Giridih,3135,Dhanwar,28990,27371,74518,38381,13638
2019-2020,20,Jharkhand,329,Giridih,3136,Dumri,30678,28966,72124,38961,17963
2019-2020,20,Jharkhand,329,Giridih,3137,Gandey,37211,35321,91919,43800,23200
2019-2020,20,Jharkhand,329,Giridih,3138,Gawan,19035,18141,46199,25975,12943
2019-2020,20,Jharkhand,329,Giridih,3140,Jamua,33438,32742,100579,47767,21496
2019-2020,20,Jharkhand,329,Giridih,3141,Pirtand,19186,19007,53567,25432,12556
2019-2020,20,Jharkhand,329,Giridih,3142,Tisri,17729,16266,38707,19732,11706
2019-2020,20,Jharkhand,329,Giridih,3134,Deori,26162,24015,90604,45546,12953
2019-2020,20,Jharkhand,329,Giridih,3139,Giridih,35503,35318,83911,37732,19535
2019-2020,20,Jharkhand,329,Giridih,6643,Suriya,20772,19908,44796,23547,11328
2019-2020,20,Jharkhand,330,Godda,3143,Boarijore,33060,30855,60923,28756,16988
2019-2020,20,Jharkhand,330,Godda,3147,Pathergama,17402,16235,35970,15526,8766
2019-2020,20,Jharkhand,330,Godda,3144,Godda,37858,33587,57180,24634,13993
2019-2020,20,Jharkhand,330,Godda,3146,Meharma,35317,31404,48181,20922,16221
2019-2020,20,Jharkhand,330,Godda,3145,Mahagama,34402,31679,59937,24260,13132
2019-2020,20,Jharkhand,330,Godda,3150,Thakurgangti,19491,18346,50882,22034,9102
2019-2020,20,Jharkhand,330,Godda,3149,Sunderpahari,14676,13579,29712,13286,8109
2019-2020,20,Jharkhand,330,Godda,3148,Poraiyahat,30935,28992,69007,31175,16077
2019-2020,20,Jharkhand,330,Godda,6641,Basantray,15066,13033,36102,17765,7172
2019-2020,20,Jharkhand,331,Gumla,3153,Bishunpur,13987,13470,28636,13196,8046
2019-2020,20,Jharkhand,331,Gumla,3156,Ghaghra,22582,21853,38739,17452,10794
2019-2020,20,Jharkhand,331,Gumla,3154,Chainpur,12416,12020,27865,12102,6135
2019-2020,20,Jharkhand,331,Gumla,3155,Dumri,11201,10647,19075,8385,5312
2019-2020,20,Jharkhand,331,Gumla,3160,Raidih,16489,16013,29679,13264,9668
2019-2020,20,Jharkhand,331,Gumla,3157,Gumla,33696,32947,48625,21227,13285
2019-2020,20,Jharkhand,331,Gumla,3161,Sisai,26030,25598,54286,25050,11934
2019-2020,20,Jharkhand,331,Gumla,3152,Bharno,16697,15983,32229,14902,9125
2019-2020,20,Jharkhand,331,Gumla,3151,Basia,16411,16115,33073,14957,8123
2019-2020,20,Jharkhand,331,Gumla,3158,Kamdara,13927,13838,20558,8534,7956
2019-2020,20,Jharkhand,331,Gumla,3159,Palkot,19513,19083,29455,12715,10032
2019-2020,20,Jharkhand,331,Gumla,6625,Albert Ekka,5645,5573,9720,4098,3548
