year,state_code,state_name,district_code,district_name,block_code,block_name,tot_expenditure,tot_mandays
2017-2021,13,Nagaland,613,Peren,2322,Tenning,4157,8336401
2017-2021,13,Nagaland,757,Tseminyu,2323,Tseminyu,1925,20697624
2017-2021,13,Nagaland,246,Mokokchung,2324,Changtongya,1594,18952240
2017-2021,13,Nagaland,246,Mokokchung,2325,Kubulong,1608,16392018
2017-2021,13,Nagaland,246,Mokokchung,2326,Longchem,1563,11210389
2017-2021,13,Nagaland,246,Mokokchung,2327,Mangkolemba,3093,32596086
2017-2021,13,Nagaland,246,Mokokchung,2328,Ongpangkong  (N),3757,46753192
2017-2021,13,Nagaland,246,Mokokchung,2329,Ongpangkong ( S ),2304,22720414
2017-2021,13,Nagaland,247,Mon,2330,Chen,2592,25688742
2017-2021,13,Nagaland,247,Mon,2331,Mon,2959,16188862
2017-2021,13,Nagaland,247,Mon,2332,Phomching,2264,23529236
2017-2021,13,Nagaland,247,Mon,2333,Tizit,2370,11741286
2017-2021,13,Nagaland,247,Mon,2334,Tobu,3335,31271877
2017-2021,13,Nagaland,247,Mon,2335,Wakching,1833,19156449
2017-2021,13,Nagaland,248,Phek,2336,Kikruma,1851,7966950
2017-2021,13,Nagaland,248,Phek,2337,Meluri,1379,12705124
2017-2021,13,Nagaland,248,Phek,2338,Pfutsero,2118,17576822
2017-2021,13,Nagaland,248,Phek,2339,Phek,2766,13323270
2017-2021,13,Nagaland,248,Phek,2340,Sekhruzou,1972,14382987
2017-2021,13,Nagaland,249,Tuensang,2341,Chare,1187,8219825
2017-2021,13,Nagaland,249,Tuensang,2342,Chessore,2580,20827304
2017-2021,13,Nagaland,249,Tuensang,2343,Longkhim,1288,11226466
2017-2021,13,Nagaland,736,Noklak,2344,Noklak,3321,21766690
2017-2021,13,Nagaland,249,Tuensang,2345,Noksen,1722,16874389
2017-2021,13,Nagaland,249,Tuensang,2346,Sangsangyu,2437,19586555
2017-2021,13,Nagaland,249,Tuensang,2347,Shamator,1781,13282264
2017-2021,13,Nagaland,736,Noklak,2348,Thonoknyu,2136,14756833
2017-2021,13,Nagaland,250,Wokha,2349,Bhandari,1577,18942783
2017-2021,13,Nagaland,250,Wokha,2350,Chukitong,1802,20526838
2017-2021,13,Nagaland,250,Wokha,2351,Sanis,2203,5963955
2017-2021,13,Nagaland,250,Wokha,2352,Wokha,3124,40236196
2017-2021,13,Nagaland,250,Wokha,2353,Wozhuro,1191,12096897
2017-2021,13,Nagaland,251,Zunheboto,2354,Akuluto,1202,11346459
2017-2021,13,Nagaland,251,Zunheboto,2355,Ghathashi,3376,34079059
2017-2021,13,Nagaland,251,Zunheboto,2356,Satakha,2201,27238844
2017-2021,13,Nagaland,251,Zunheboto,2357,Tokiye,2403,19036549
2017-2021,13,Nagaland,251,Zunheboto,2358,Zunheboto,1356,12980254
2017-2021,14,Manipur,252,Bishnupur,2359,Bishnupur,6700,76944908
2017-2021,14,Manipur,252,Bishnupur,2360,Moirang,7046,75152615
2017-2021,14,Manipur,253,Chandel,2361,Chakpikarong,3005,35048445
2017-2021,14,Manipur,253,Chandel,2362,Chandel,2130,30177400
2017-2021,14,Manipur,716,Tengnoupal,2363,Machi,1436,23178967
2017-2021,14,Manipur,716,Tengnoupal,2364,Tengnoupal,1001,12193796
2017-2021,14,Manipur,256,Imphal West,2368,Imphal West I,6826,59822779
2017-2021,14,Manipur,256,Imphal West,2369,Imphal West Ii,2862,24408012
2017-2021,14,Manipur,712,Kangpokpi,2370,Kangpokpi,1822,22621092
2017-2021,14,Manipur,257,Senapati,2371,Paomata,3721,48642522
2017-2021,14,Manipur,257,Senapati,2372,Purul,1585,19579412
2017-2021,14,Manipur,712,Kangpokpi,2373,Saikul,1411,16448537
2017-2021,14,Manipur,712,Kangpokpi,2374,Saitu Gamphazol,2520,34066564
2017-2021,14,Manipur,257,Senapati,2375,Tadubi,2706,18348462
2017-2021,14,Manipur,715,Pherzawl,2376,Nungba,913,8931228
2017-2021,14,Manipur,258,Tamenglong,2377,Tamei,1785,18333256
2017-2021,14,Manipur,258,Tamenglong,2378,Tamenglong,2563,26447969
2017-2021,14,Manipur,258,Tamenglong,2379,Tousem,2308,22585897
2017-2021,14,Manipur,711,Kakching,2380,Kakching,5365,50512999
2017-2021,14,Manipur,259,Thoubal,2381,Thoubal,4815,52809936
2017-2021,14,Manipur,260,Ukhrul,2382,Chingai,1672,12013279
2017-2021,14,Manipur,717,Kamjong,2383,Kamjong,1154,10011369
2017-2021,14,Manipur,717,Kamjong,2384,Kasom Khullen,1335,15890887
2017-2021,14,Manipur,717,Kamjong,2385,Phungyar,1269,16129792
2017-2021,14,Manipur,260,Ukhrul,2386,Ukhrul,5396,50757842
2017-2021,15,Mizoram,261,Aizawl,2387,Aibawk,4151,121977166
2017-2021,15,Mizoram,261,Aizawl,2388,Darlawn,5484,153276377
2017-2021,15,Mizoram,727,Saitual,2389,Phullen,6829,204042556
2017-2021,15,Mizoram,261,Aizawl,2390,Thingsulthliah,3245,93570115
2017-2021,15,Mizoram,261,Aizawl,2391,Tlangnuam,4614,131076007
2017-2021,15,Mizoram,262,Champhai,2392,Khawbung,4242,115750705
2017-2021,15,Mizoram,728,Khawzawl,2393,Khawzawl,7457,223082152
2017-2021,15,Mizoram,727,Saitual,2394,Ngopa,3351,88243943
2017-2021,15,Mizoram,263,Kolasib,2395,Thingdawl,4682,122096548
2017-2021,15,Mizoram,264,Lawngtlai,2396,Bungtlang S,3916,113334935
2017-2021,15,Mizoram,264,Lawngtlai,2397,Chawngte,9487,267944656
2017-2021,15,Mizoram,264,Lawngtlai,2398,Lawngtlai,9798,287190199
2017-2021,15,Mizoram,264,Lawngtlai,2399,Sangau,4033,116661427
2017-2021,15,Mizoram,265,Lunglei,2400,Bunghmun,2632,69377982
2017-2021,15,Mizoram,726,Hnahthial,2401,Hnahthial,5627,153116638
2017-2021,15,Mizoram,265,Lunglei,2402,Lunglei,14583,381081104
2017-2021,15,Mizoram,265,Lunglei,2403,Lungsen,2897,75242000
2017-2021,15,Mizoram,266,Mamit,2404,Reiek,3104,79061832
2017-2021,15,Mizoram,266,Mamit,2405,West Phaileng,4455,110516021
2017-2021,15,Mizoram,266,Mamit,2406,Zawlnuam,5997,150098958
2017-2021,15,Mizoram,267,Siaha,2407,Siaha,8783,208822196
2017-2021,15,Mizoram,267,Siaha,2409,Tipa,4265,100833041
2017-2021,16,Tripura,269,Dhalai,2410,Ambassa,5649,58776508
2017-2021,16,Tripura,269,Dhalai,2411,Chawmanu,6974,87201221
2017-2021,16,Tripura,269,Dhalai,2412,Dumburnagar,7693,123353032
2017-2021,16,Tripura,269,Dhalai,2413,Manu,11376,171839105
2017-2021,16,Tripura,269,Dhalai,2414,Salema,5194,74924339
2017-2021,16,Tripura,270,North Tripura,2415,Damcherra,2371,32777294
2017-2021,16,Tripura,270,North Tripura,2416,Dasda,5367,81775489
2017-2021,16,Tripura,655,Unakoti,2417,Gournagar,3475,59539907
2017-2021,16,Tripura,270,North Tripura,2418,Jampui Hills,1226,17079426
2017-2021,16,Tripura,270,North Tripura,2419,Kadamtala,4045,51495059
2017-2021,16,Tripura,655,Unakoti,2420,Kumarghat,7282,153284557
2017-2021,16,Tripura,270,North Tripura,2421,Panisagar,2439,34304756
2017-2021,16,Tripura,655,Unakoti,2422,Pecharthal,3892,84267990
2017-2021,16,Tripura,654,Gomati,2423,Amarpur,6918,103220623
2017-2021,16,Tripura,271,South Tripura,2424,Bokafa,5353,107855413
2017-2021,16,Tripura,271,South Tripura,2425,Hrishyamukh,5133,107778529
2017-2021,16,Tripura,654,Gomati,2426,Kakraban,5937,112998257
2017-2021,16,Tripura,654,Gomati,2427,Karbook,6861,117994223
2017-2021,16,Tripura,654,Gomati,2428,Killa,4791,80801418
2017-2021,16,Tripura,654,Gomati,2429,Matabari,6820,105739607
2017-2021,16,Tripura,654,Gomati,2430,Ompi,5459,79881147
2017-2021,16,Tripura,271,South Tripura,2431,Rajnagar,5259,80811886
2017-2021,16,Tripura,271,South Tripura,2432,Rupaichari,4060,54757518
2017-2021,16,Tripura,271,South Tripura,2433,Satchand,7173,113374066
2017-2021,16,Tripura,653,Sepahijala,2434,Bishalgarh,5883,51079865
2017-2021,16,Tripura,653,Sepahijala,2435,Boxanagar,3820,64618534
2017-2021,16,Tripura,272,West Tripura,2436,Dukli,2795,29473337
2017-2021,16,Tripura,272,West Tripura,2437,Hezamara,4925,87294105
2017-2021,16,Tripura,653,Sepahijala,2438,Jampuijala,8350,137545674
2017-2021,16,Tripura,272,West Tripura,2439,Jirania,3703,54585635
2017-2021,16,Tripura,652,Khowai,2440,Kalyanpur,4250,58076382
2017-2021,16,Tripura,653,Sepahijala,2441,Kathalia,5266,108107485
2017-2021,16,Tripura,652,Khowai,2442,Khowai,5099,88552766
2017-2021,16,Tripura,272,West Tripura,2443,Mandai,4896,74878398
2017-2021,16,Tripura,653,Sepahijala,2444,Nalchar,5001,99736273
2017-2021,16,Tripura,272,West Tripura,2445,Mohanpur,3481,70577059
2017-2021,16,Tripura,652,Khowai,2446,Mungiakami,4031,53926861
2017-2021,16,Tripura,652,Khowai,2447,Padmabil,3704,53477478
2017-2021,16,Tripura,652,Khowai,2448,Teliamura,6176,107442698
2017-2021,16,Tripura,652,Khowai,2449,Tulasikhar,5064,86099568
2017-2021,17,Meghalaya,273,East Garo Hills,2450,Dambo Rongjeng,10096,105544752
2017-2021,17,Meghalaya,656,North Garo Hills,2451,Kharkutta,13842,231494976
2017-2021,17,Meghalaya,656,North Garo Hills,2452,Resubelpara,16382,240118432
2017-2021,17,Meghalaya,273,East Garo Hills,2453,Samanda,9187,123085045
2017-2021,17,Meghalaya,273,East Garo Hills,2454,Songsak,12635,157140519
2017-2021,17,Meghalaya,274,East Khasi Hills,2455,Khadarshnong-Laitkroh,6029,90869597
2017-2021,17,Meghalaya,274,East Khasi Hills,2456,Mawkynrew,4997,76366396
2017-2021,17,Meghalaya,274,East Khasi Hills,2457,Mawphlang,7035,87511731
2017-2021,17,Meghalaya,274,East Khasi Hills,2458,Mawryngkneng,6955,120176712
2017-2021,17,Meghalaya,274,East Khasi Hills,2459,Mawsynram,9072,137525144
2017-2021,17,Meghalaya,274,East Khasi Hills,2460,Mylliem,8145,148217427
2017-2021,17,Meghalaya,274,East Khasi Hills,2461,Pynursla,14319,206603471
2017-2021,17,Meghalaya,274,East Khasi Hills,2462,Shella Bholaganj,6327,91489149
2017-2021,17,Meghalaya,275,West Jaintia Hills,2463,Amlarem,8132,106688791
2017-2021,17,Meghalaya,657,East Jaintia Hills,2464,Wapung,8872,111371586
2017-2021,17,Meghalaya,275,West Jaintia Hills,2465,Laskein,11124,157909799
2017-2021,17,Meghalaya,657,East Jaintia Hills,2466,Saipung,4311,62369944
2017-2021,17,Meghalaya,275,West Jaintia Hills,2467,Thadlaskein,7833,93363256
2017-2021,17,Meghalaya,276,Ri Bhoi,2468,Jirang,5173,57838207
2017-2021,17,Meghalaya,276,Ri Bhoi,2469,Umling,13454,194587460
2017-2021,17,Meghalaya,276,Ri Bhoi,2470,Umsning,7454,97181005
2017-2021,17,Meghalaya,277,South Garo Hills,2471,Baghmara,12243,161564954
2017-2021,17,Meghalaya,277,South Garo Hills,2472,Chokpot,12451,169275002
2017-2021,17,Meghalaya,277,South Garo Hills,2473,Gasuapara,8524,110760644
2017-2021,17,Meghalaya,277,South Garo Hills,2474,Rongara,7296,96794539
2017-2021,17,Meghalaya,663,South West Garo Hills,2475,Betasing,9218,164013544
2017-2021,17,Meghalaya,278,West Garo Hills,2476,Dadenggre,8096,147259301
2017-2021,17,Meghalaya,278,West Garo Hills,2477,Dalu,13868,196557376
2017-2021,17,Meghalaya,278,West Garo Hills,2478,Gambegre,7509,110099827
2017-2021,17,Meghalaya,278,West Garo Hills,2479,Rongram,10796,187269134
2017-2021,17,Meghalaya,278,West Garo Hills,2480,Selsella,13700,205046011
2017-2021,17,Meghalaya,278,West Garo Hills,2481,Tikrikilla,15265,267301758
2017-2021,17,Meghalaya,663,South West Garo Hills,2482,Zikzak,15354,301695276
2017-2021,17,Meghalaya,740,Eastern West Khasi Hills,2483,Mairang,9762,136363303
2017-2021,17,Meghalaya,658,South West Khasi Hills,2484,Mawkyrwat,11029,172968997
2017-2021,17,Meghalaya,279,West Khasi Hills,2485,Mawshynrut,13084,202105066
2017-2021,17,Meghalaya,740,Eastern West Khasi Hills,2486,Mawthadraishan,4471,61699394
2017-2021,17,Meghalaya,279,West Khasi Hills,2487,Nongstoin,12497,210867781
2017-2021,17,Meghalaya,658,South West Khasi Hills,2488,Ranikor,6330,90585272
2017-2021,18,Assam,739,Bajali,2489,Bajali,3147,35139302
2017-2021,18,Assam,280,Barpeta,2490,Barpeta,5938,114751093
2017-2021,18,Assam,739,Bajali,2491,Bhawanipur,5828,127916939
2017-2021,18,Assam,280,Barpeta,2492,Chakchaka,1307,14724465
2017-2021,18,Assam,280,Barpeta,2493,Chenga,4696,86282125
2017-2021,18,Assam,280,Barpeta,2494,Gobardhana(Btc),11358,67899408
2017-2021,18,Assam,280,Barpeta,2494,Gobardhana,11358,16346003
2017-2021,18,Assam,280,Barpeta,2495,Gomaphulbari,3031,50605969
2017-2021,18,Assam,616,Baksa,2496,Jalah(Btc),4328,82041406
2017-2021,18,Assam,280,Barpeta,2497,Mandia,5543,108475449
2017-2021,18,Assam,280,Barpeta,2498,Pakabetbari,6599,121099594
2017-2021,18,Assam,280,Barpeta,2499,Rupshi,3736,62893404
2017-2021,18,Assam,280,Barpeta,2500,Sarukhetri,3605,58726033
2017-2021,18,Assam,281,Bongaigaon,2501,Boitamari,1884,31087926
2017-2021,18,Assam,612,Chirang,2502,Borobazar,6544,149215170
2017-2021,18,Assam,281,Bongaigaon,2503,Dangtol,2082,21859590
2017-2021,18,Assam,612,Chirang,2504,Manikpur,6785,50789290
2017-2021,18,Assam,612,Chirang,2505,Sidli-Chirang,11312,194858437
2017-2021,18,Assam,281,Bongaigaon,2506,Srijangram,2929,54433781
2017-2021,18,Assam,281,Bongaigaon,2507,Tapattary,1510,20992642
2017-2021,18,Assam,282,Cachar,2508,Banskandi,2108,27591299
2017-2021,18,Assam,282,Cachar,2509,Borjalenga,822,7045038
2017-2021,18,Assam,282,Cachar,2510,Binnakandi,2066,21038556
2017-2021,18,Assam,282,Cachar,2511,Borkhola,3505,21210359
2017-2021,18,Assam,282,Cachar,2512,Kalain,3492,31985452
2017-2021,18,Assam,282,Cachar,2513,Katigora,7452,41076038
2017-2021,18,Assam,282,Cachar,2514,Lakhipur,1068,15059932
2017-2021,18,Assam,282,Cachar,2515,Narsingpur,2541,25578588
2017-2021,18,Assam,282,Cachar,2516,Palonghat,1360,9530785
2017-2021,18,Assam,282,Cachar,2517,Rajabazar,2501,16022650
2017-2021,18,Assam,282,Cachar,2518,Salchapra,2861,12768147
2017-2021,18,Assam,282,Cachar,2519,Silchar,2784,9136348
2017-2021,18,Assam,282,Cachar,2520,Sonai,4804,51842560
2017-2021,18,Assam,282,Cachar,2521,Tapang,663,5830345
2017-2021,18,Assam,282,Cachar,2522,Udharbond,1967,9509507
2017-2021,18,Assam,283,Darrang,2523,Bechimari,1493,25243133
2017-2021,18,Assam,283,Darrang,2527,Dalgaon-Sialmari,2369,34872357
2017-2021,18,Assam,283,Darrang,2528,Kalaigaon,2458,30028678
2017-2021,18,Assam,283,Darrang,2535,Pachim-Mangaldai,1930,18199272
2017-2021,18,Assam,283,Darrang,2537,Pub-Mangaldai,3832,55055850
2017-2021,18,Assam,283,Darrang,2540,Sipajhar,5003,40931583
2017-2021,18,Assam,284,Dhemaji,2544,Sissiborgaon,4680,52134183
2017-2021,18,Assam,284,Dhemaji,2545,Bordoloni,5503,64993512
2017-2021,18,Assam,284,Dhemaji,2546,Dhemaji,2427,44994216
2017-2021,18,Assam,284,Dhemaji,2547,Machkhowa,2793,58404626
2017-2021,18,Assam,284,Dhemaji,2548,Murkongselek,9784,193243891
2017-2021,18,Assam,285,Dhubri,2549,Agomoni,1430,19916774
2017-2021,18,Assam,285,Dhubri,2550,Bilasipara,1746,16805410
2017-2021,18,Assam,285,Dhubri,2551,Birsing Jarua,3587,36448574
2017-2021,18,Assam,285,Dhubri,2552,Chapor Salkocha,2137,22671122
2017-2021,18,Assam,285,Dhubri,2553,Debitola,2242,18963169
2017-2021,18,Assam,707,South Salmara Mancachar,2554,Fekamari,5401,36563877
2017-2021,18,Assam,285,Dhubri,2555,Gauripur,5428,89193034
2017-2021,18,Assam,285,Dhubri,2556,Golokganj,2232,19520216
2017-2021,18,Assam,707,South Salmara Mancachar,2557,Jamadarhat,2351,20623826
2017-2021,18,Assam,285,Dhubri,2558,Mahamaya,3715,29690224
2017-2021,18,Assam,707,South Salmara Mancachar,2559,Mankachar,2557,15601838
2017-2021,18,Assam,285,Dhubri,2560,Nayeralga,5649,72595719
2017-2021,18,Assam,285,Dhubri,2561,Rupshi,4262,52681592
2017-2021,18,Assam,285,Dhubri,2562,South Salmara,1513,9774812
2017-2021,18,Assam,286,Dibrugarh,2563,Borboruah,2216,40007063
2017-2021,18,Assam,286,Dibrugarh,2564,Joypur,2940,49620258
2017-2021,18,Assam,286,Dibrugarh,2565,Khowang,3891,57090497
2017-2021,18,Assam,286,Dibrugarh,2566,Lahowal,1795,29797043
2017-2021,18,Assam,286,Dibrugarh,2567,Panitola,2069,36266570
2017-2021,18,Assam,286,Dibrugarh,2568,Tengakhat,3021,48233796
2017-2021,18,Assam,286,Dibrugarh,2569,Tingkhong,2114,34730404
2017-2021,18,Assam,287,Goalpara,2570,Balijana,1161,15487927
2017-2021,18,Assam,287,Goalpara,2571,Jaleswar,1976,23746668
2017-2021,18,Assam,287,Goalpara,2572,Kharmuja,2737,44481599
2017-2021,18,Assam,287,Goalpara,2573,Krishnai,974,22065372
2017-2021,18,Assam,287,Goalpara,2574,Kushdhowa,1364,37930406
2017-2021,18,Assam,287,Goalpara,2575,Lakhipur,1123,16241315
2017-2021,18,Assam,287,Goalpara,2576,Matia,1063,15080977
2017-2021,18,Assam,287,Goalpara,2577,Rongjuli,835,21441773
2017-2021,18,Assam,288,Golaghat,2578,Golaghat Central,2191,33658639
2017-2021,18,Assam,288,Golaghat,2579,Golaghat East,2212,32206579
2017-2021,18,Assam,288,Golaghat,2580,Golaghat North,701,15230967
2017-2021,18,Assam,288,Golaghat,2581,Golaghat South,3804,48021900
2017-2021,18,Assam,288,Golaghat,2582,Golaghat West,3857,54395005
2017-2021,18,Assam,288,Golaghat,2583,Gomariguri,2466,46929152
2017-2021,18,Assam,288,Golaghat,2584,Kakodonga,1095,16986166
2017-2021,18,Assam,288,Golaghat,2585,Morongi,1806,29887839
2017-2021,18,Assam,289,Hailakandi,2586,Algapur,2919,17071836
2017-2021,18,Assam,289,Hailakandi,2587,Hailakandi,6062,76707732
2017-2021,18,Assam,289,Hailakandi,2588,Katlicherra,1840,21902258
2017-2021,18,Assam,289,Hailakandi,2589,Lala,3348,14709687
2017-2021,18,Assam,289,Hailakandi,2590,South Hailakandi,2023,10273175
2017-2021,18,Assam,290,Jorhat,2591,Jorhat,3041,58231170
2017-2021,18,Assam,290,Jorhat,2592,Jorhat Central,1212,25577337
2017-2021,18,Assam,290,Jorhat,2593,Jorhat East,1101,18494702
2017-2021,18,Assam,290,Jorhat,2594,Kaliapani,1562,24676767
2017-2021,18,Assam,706,Majuli,2595,Majuli,5055,64438814
2017-2021,18,Assam,290,Jorhat,2596,North West Jorhat,1855,36079129
2017-2021,18,Assam,290,Jorhat,2597,Titabor,1491,26530479
2017-2021,18,Assam,706,Majuli,2598,Ujani Majuli,2450,32874151
2017-2021,18,Assam,291,Kamrup,2599,Bezera,942,8520611
2017-2021,18,Assam,291,Kamrup,2600,Bihdia Jajikona,2855,49867403
2017-2021,18,Assam,291,Kamrup,2601,Boko,1044,18190624
2017-2021,18,Assam,291,Kamrup,2602,Bongaon,730,11527189
2017-2021,18,Assam,291,Kamrup,2603,Chamaria,3571,57437975
2017-2021,18,Assam,618,Kamrup Metro,2604,Chandrapur,339,6946056
2017-2021,18,Assam,291,Kamrup,2605,Chayani Barduar (Part),687,10291310
2017-2021,18,Assam,291,Kamrup,2606,Chaygaon,1136,19829156
2017-2021,18,Assam,618,Kamrup Metro,2607,Dimoria,614,14960535
2017-2021,18,Assam,283,Darrang,2608,Goreswar,8883,88878540
2017-2021,18,Assam,756,Tamulpur,2608,Goreswar,8883,88878540
2017-2021,18,Assam,291,Kamrup,2609,Goroimari,1363,20532822
2017-2021,18,Assam,291,Kamrup,2610,Hajo,7004,82577921
2017-2021,18,Assam,291,Kamrup,2611,Kamalpur,1677,19433319
2017-2021,18,Assam,291,Kamrup,2612,Rampur,817,13429776
2017-2021,18,Assam,291,Kamrup,2613,Rangia(Part),3569,48849754
2017-2021,18,Assam,291,Kamrup,2614,Rani (Part),1051,11267269
2017-2021,18,Assam,291,Kamrup,2615,Sualkuchi,954,9389885
2017-2021,18,Assam,710,West Karbi Anglong,2616,Amri,554,13265100
2017-2021,18,Assam,292,Karbi Anglong,2617,Bokajan,1050,13368182
2017-2021,18,Assam,710,West Karbi Anglong,2618,Chinthong,517,8187465
2017-2021,18,Assam,292,Karbi Anglong,2619,Howraghat,2747,30910886
2017-2021,18,Assam,292,Karbi Anglong,2620,Langsomepi,2283,26875362
2017-2021,18,Assam,292,Karbi Anglong,2621,Lumbajong,4779,54453420
2017-2021,18,Assam,292,Karbi Anglong,2622,Nilip,703,8289778
2017-2021,18,Assam,710,West Karbi Anglong,2623,Rongkhang,1565,27282671
2017-2021,18,Assam,292,Karbi Anglong,2624,Rangmongwe,1359,13650549
2017-2021,18,Assam,292,Karbi Anglong,2625,Samelangso,1291,18956320
2017-2021,18,Assam,710,West Karbi Anglong,2626,Socheng,303,2028159
2017-2021,18,Assam,293,Karimganj,2627,Badarpur,2074,57864960
2017-2021,18,Assam,293,Karimganj,2628,Dullavcherra,6146,79562854
2017-2021,18,Assam,293,Karimganj,2629,Lowairpoa,4089,79011733
2017-2021,18,Assam,293,Karimganj,2630,North Karimgjanj,745,13824813
2017-2021,18,Assam,293,Karimganj,2631,Patharkandi,6827,148881702
2017-2021,18,Assam,293,Karimganj,2632,Ramkrishna Nagar,2859,42491065
2017-2021,18,Assam,293,Karimganj,2633,South Karimganj,2913,29295603
2017-2021,18,Assam,294,Kokrajhar,2634,Dotoma,3126,75183189
2017-2021,18,Assam,294,Kokrajhar,2635,Gossaigaon,4534,60534838
2017-2021,18,Assam,294,Kokrajhar,2636,Hatidhura,526,8939975
2017-2021,18,Assam,294,Kokrajhar,2637,Kachugaon,4048,101396714
2017-2021,18,Assam,294,Kokrajhar,2638,Kokrajhar,2576,27354372
2017-2021,18,Assam,295,Lakhimpur,2640,Bihpuria,2484,44366571
2017-2021,18,Assam,295,Lakhimpur,2641,Boginadi,3768,80116344
2017-2021,18,Assam,295,Lakhimpur,2642,Dhakuakhana,9569,180187090
2017-2021,18,Assam,295,Lakhimpur,2643,Ghilamara,4357,71001770
2017-2021,18,Assam,295,Lakhimpur,2644,Karunabari,4791,81310245
2017-2021,18,Assam,295,Lakhimpur,2645,Lakhimpur,2236,30096974
2017-2021,18,Assam,295,Lakhimpur,2646,Narayanpur,6455,98559778
2017-2021,18,Assam,295,Lakhimpur,2647,Nowboicha,4049,65236477
2017-2021,18,Assam,295,Lakhimpur,2648,Telahi,2023,37201300
2017-2021,18,Assam,296,Morigaon,2649,Batadraba  Morigaon Part,296,7613952
2017-2021,18,Assam,296,Marigaon,2650,Bhurbandha,3140,76285621
2017-2021,18,Assam,296,Marigaon,2651,Dolongghat Morigaon Part,742,19365872
2017-2021,18,Assam,296,Marigaon,2652,Kapili,1166,22200048
2017-2021,18,Assam,296,Marigaon,2653,Laharighat,10943,389391151
2017-2021,18,Assam,296,Marigaon,2654,Mayong,7174,193353278
2017-2021,18,Assam,296,Marigaon,2655,Moirabari,3073,36409196
2017-2021,18,Assam,297,Nagaon,2656,Bajiagaon,2088,21011242
2017-2021,18,Assam,297,Nagaon,2657,Barhampur,1823,21265335
2017-2021,18,Assam,297,Nagaon,2658,Batadraba,4220,96847462
2017-2021,18,Assam,709,Hojai,2659,Binakandi,8186,122025979
2017-2021,18,Assam,709,Hojai,2660,Dhalpukhuri,942,8669365
2017-2021,18,Assam,297,Nagaon,2661,Dolongghat,1263,23924421
2017-2021,18,Assam,709,Hojai,2662,Jugijan,3678,42094629
2017-2021,18,Assam,297,Nagaon,2663,Juria,6645,117055744
2017-2021,18,Assam,297,Nagaon,2664,Kaliabor,2266,22053753
2017-2021,18,Assam,297,Nagaon,2666,Kathiatoli,2852,43939302
2017-2021,18,Assam,297,Nagaon,2667,Khagorijan,2487,27608591
2017-2021,18,Assam,297,Nagaon,2668,Lowkhowa,3323,64948013
2017-2021,18,Assam,709,Hojai,2669,Lumding,1930,16104137
2017-2021,18,Assam,297,Nagaon,2671,Pachim Kaliabor,2450,41923131
2017-2021,18,Assam,297,Nagaon,2672,Pakhimoria,1865,31966944
2017-2021,18,Assam,297,Nagaon,2673,Raha,1748,24284923
2017-2021,18,Assam,297,Nagaon,2674,Rupahihut,2417,36512087
2017-2021,18,Assam,709,Hojai,2675,Odali,1193,8468735
2017-2021,18,Assam,616,Baksa,2676,Barama,1445,37984438
2017-2021,18,Assam,298,Nalbari,2677,Barigog Banbhag,1770,22702900
2017-2021,18,Assam,298,Nalbari,2678,Barkhetri,12423,193727340
2017-2021,18,Assam,616,Baksa,2679,Baska,2811,71754544
2017-2021,18,Assam,298,Nalbari,2680,Borbhag,1980,16768673
2017-2021,18,Assam,616,Baksa,2681,Dhamdhama,1372,27857613
2017-2021,18,Assam,298,Nalbari,2682,Madhupur,1917,23898385
2017-2021,18,Assam,756,Tamulpur,2683,Nagrijuli,2436,52174560
2017-2021,18,Assam,298,Nalbari,2684,Paschim Nalbari,4050,52216595
2017-2021,18,Assam,298,Nalbari,2685,Pub Nalbari,2730,34125644
2017-2021,18,Assam,756,Tamulpur,2686,Tamulpur,2889,73527186
2017-2021,18,Assam,298,Nalbari,2687,Tihu,1807,19656283
2017-2021,18,Assam,299,Dima Hasao,2688,Diyung Valley,1150,10748111
2017-2021,18,Assam,299,Dima Hasao,2689,Diyungbra,301,3882909
2017-2021,18,Assam,299,Dima Hasao,2690,Harangajao,759,3593953
2017-2021,18,Assam,299,Dima Hasao,2691,Jatinga Valley,663,5368796
2017-2021,18,Assam,299,Dima Hasao,2692,New Sangbar,642,4568439
2017-2021,18,Assam,300,Sivasagar,2693,Amguri,830,13387739
2017-2021,18,Assam,300,Sivasagar,2694,Demow,2405,47070307
2017-2021,18,Assam,300,Sivasagar,2695,Gaurisagar,1396,21977044
2017-2021,18,Assam,708,Charaideo,2696,Lakuwa,427,5312917
2017-2021,18,Assam,300,Sivasagar,2697,Nazira,1563,35390878
2017-2021,18,Assam,708,Charaideo,2698,Sapekhati,2446,36182993
2017-2021,18,Assam,300,Sivasagar,2699,Sivasagar,980,18875408
2017-2021,18,Assam,708,Charaideo,2700,Sonari,1319,14612799
2017-2021,18,Assam,708,Charaideo,2701,Pachim Abhaipur,855,20348611
2017-2021,18,Assam,705,Biswanath,2702,Baghmara,855,7841171
2017-2021,18,Assam,301,Sonitpur,2703,Balipara,5414,40041384
2017-2021,18,Assam,705,Biswanath,2704,Behali,1471,17712922
2017-2021,18,Assam,301,Sonitpur,2705,Bihaguri,1330,15684760
2017-2021,18,Assam,705,Biswanath,2706,Biswanath,1226,6884018
2017-2021,18,Assam,301,Sonitpur,2707,Borchala,1492,14711521
2017-2021,18,Assam,705,Biswanath,2708,Chaiduar,1670,12572564
2017-2021,18,Assam,301,Sonitpur,2709,Dhekiajuli,3366,34567640
