year,state_code,state_name,district_code,district_name,block_code,block_name,tot_expenditure,tot_mandays
2017-2021,32,Kerala,562,Malappuram,6036,Malappuram,2527,60655113
2017-2021,32,Kerala,562,Malappuram,6037,Mankada,3287,64963172
2017-2021,32,Kerala,562,Malappuram,6038,Nilambur,8441,174383346
2017-2021,32,Kerala,562,Malappuram,6039,Perinthalmanna,4500,103588709
2017-2021,32,Kerala,562,Malappuram,6040,Perumpadappu,3744,79512426
2017-2021,32,Kerala,562,Malappuram,6041,Ponnani,3282,73003449
2017-2021,32,Kerala,562,Malappuram,6042,Thanur,2654,58138058
2017-2021,32,Kerala,562,Malappuram,6043,Thirur,4441,105070234
2017-2021,32,Kerala,562,Malappuram,6044,Thirurangadi,3169,66970574
2017-2021,32,Kerala,562,Malappuram,6045,Vengara,1967,45786360
2017-2021,32,Kerala,562,Malappuram,6046,Wandoor,5730,125893581
2017-2021,32,Kerala,563,Palakkad,6047,Alathur,9670,252289050
2017-2021,32,Kerala,563,Palakkad,6048,Attappadi,12278,272295804
2017-2021,32,Kerala,563,Palakkad,6049,Chittur,9922,256096609
2017-2021,32,Kerala,563,Palakkad,6050,Kollengode,7742,214359848
2017-2021,32,Kerala,563,Palakkad,6051,Kuzhalmannam,6948,200087304
2017-2021,32,Kerala,563,Palakkad,6052,Malampuzha,5850,158164652
2017-2021,32,Kerala,563,Palakkad,6053,Mannarkad,8888,237293303
2017-2021,32,Kerala,563,Palakkad,6054,Nemmara,6799,182223811
2017-2021,32,Kerala,563,Palakkad,6055,Ottappalam,5110,139478684
2017-2021,32,Kerala,563,Palakkad,6056,Palakkad,7580,236974398
2017-2021,32,Kerala,563,Palakkad,6057,Pattambi,5019,138504204
2017-2021,32,Kerala,563,Palakkad,6058,Sreekrishnapuram,6082,135486815
2017-2021,32,Kerala,563,Palakkad,6059,Trithala,5607,132117405
2017-2021,32,Kerala,564,Pathanamthitta,6060,Elanthoor,2889,64884941
2017-2021,32,Kerala,564,Pathanamthitta,6061,Koipuram,2737,60112433
2017-2021,32,Kerala,564,Pathanamthitta,6062,Konni,6243,159465448
2017-2021,32,Kerala,564,Pathanamthitta,6064,Mallappally,3150,75924507
2017-2021,32,Kerala,564,Pathanamthitta,6065,Pandalam,2767,67609217
2017-2021,32,Kerala,564,Pathanamthitta,6066,Parakode,16597,400993786
2017-2021,32,Kerala,564,Pathanamthitta,6067,Pulikeezhu,2997,68512596
2017-2021,32,Kerala,564,Pathanamthitta,6068,Ranni,8442,199204129
2017-2021,32,Kerala,565,Thiruvananthapuram,6069,Athiyannur,6495,178207713
2017-2021,32,Kerala,565,Thiruvananthapuram,6070,Chirayinkeezh,8123,226538841
2017-2021,32,Kerala,565,Thiruvananthapuram,6071,Pothencode,8573,219903553
2017-2021,32,Kerala,565,Thiruvananthapuram,6072,Kilimanoor,11671,316041438
2017-2021,32,Kerala,565,Thiruvananthapuram,6073,Nedumangad,7360,197977097
2017-2021,32,Kerala,565,Thiruvananthapuram,6074,Nemom,11274,272271243
2017-2021,32,Kerala,565,Thiruvananthapuram,6075,Parassala,10792,285299088
2017-2021,32,Kerala,565,Thiruvananthapuram,6076,Perumkadavila,27362,675813990
2017-2021,32,Kerala,565,Thiruvananthapuram,6078,Vamanapuram,14854,406050205
2017-2021,32,Kerala,565,Thiruvananthapuram,6079,Varkala,5489,168671958
2017-2021,32,Kerala,565,Thiruvananthapuram,6080,Vellanad,19540,471852718
2017-2021,32,Kerala,566,Thrissur,6081,Anthikkad,4550,106165706
2017-2021,32,Kerala,566,Thrissur,6082,Chalakudy,4231,105099482
2017-2021,32,Kerala,566,Thrissur,6083,Chavakkad,4049,90141756
2017-2021,32,Kerala,566,Thrissur,6084,Cherpu,2799,67723812
2017-2021,32,Kerala,566,Thrissur,6085,Chowannur,5708,124319822
2017-2021,32,Kerala,566,Thrissur,6086,Irinjalakuda,1906,45162800
2017-2021,32,Kerala,566,Thrissur,6087,Kodakara,6133,146607041
2017-2021,32,Kerala,566,Thrissur,6089,Mala,3347,83061858
2017-2021,32,Kerala,566,Thrissur,6090,Mathilakam,6223,153564654
2017-2021,32,Kerala,566,Thrissur,6091,Mullassery,2215,49930266
2017-2021,32,Kerala,566,Thrissur,6092,Ollukkara,3888,91332030
2017-2021,32,Kerala,566,Thrissur,6093,Pazhayannur,11162,235891203
2017-2021,32,Kerala,566,Thrissur,6094,Puzhakkal,2988,64890655
2017-2021,32,Kerala,566,Thrissur,6095,Thalikulam,4472,107259429
2017-2021,32,Kerala,566,Thrissur,6096,Vellangallur,2609,65249352
2017-2021,32,Kerala,566,Thrissur,6097,Wadakkanchery,5903,124519096
2017-2021,32,Kerala,567,Wayanad,6098,Kalpetta,14896,332319756
2017-2021,32,Kerala,567,Wayanad,6099,Mananthavady,13094,282937377
2017-2021,32,Kerala,567,Wayanad,6100,Sulthan Bathery,10387,219590178
2017-2021,33,Tamil Nadu,569,Coimbatore,6101,Anaimalai,4775,64680108
2017-2021,33,Tamil Nadu,569,Coimbatore,6102,Annur,4736,63586612
2017-2021,33,Tamil Nadu,634,Tiruppur,6103,Avinashi,6526,106122298
2017-2021,33,Tamil Nadu,634,Tiruppur,6104,Gudimangalam,7559,109315788
2017-2021,33,Tamil Nadu,569,Coimbatore,6105,Karamadai,7648,87654208
2017-2021,33,Tamil Nadu,569,Coimbatore,6106,Kinathukadavu,5731,82623674
2017-2021,33,Tamil Nadu,634,Tiruppur,6107,Madathukulam,4688,78156677
2017-2021,33,Tamil Nadu,569,Coimbatore,6108,Madukkarai,1862,27701274
2017-2021,33,Tamil Nadu,634,Tiruppur,6109,Palladam,5490,111566284
2017-2021,33,Tamil Nadu,569,Coimbatore,6110,P.N.Palayam,2327,27349244
2017-2021,33,Tamil Nadu,569,Coimbatore,6111,Pollachi(N),5240,71858702
2017-2021,33,Tamil Nadu,569,Coimbatore,6112,Pollachi(S),4592,66551887
2017-2021,33,Tamil Nadu,634,Tiruppur,6113,Pongalur,3920,62463694
2017-2021,33,Tamil Nadu,569,Coimbatore,6114,S.S.Kulam,1598,17767187
2017-2021,33,Tamil Nadu,569,Coimbatore,6115,Sultanpet,4094,31141310
2017-2021,33,Tamil Nadu,569,Coimbatore,6116,Sulur,2944,36753309
2017-2021,33,Tamil Nadu,569,Coimbatore,6117,Thondamuthur,2289,18429138
2017-2021,33,Tamil Nadu,634,Tiruppur,6118,Tiruppur,3255,53981686
2017-2021,33,Tamil Nadu,634,Tiruppur,6119,Udumalpet,9557,172266861
2017-2021,33,Tamil Nadu,570,Cuddalore,6120,Annagramam,5778,122919826
2017-2021,33,Tamil Nadu,570,Cuddalore,6121,Cuddalore,6539,105362030
2017-2021,33,Tamil Nadu,570,Cuddalore,6122,Kammapuram,7631,229915142
2017-2021,33,Tamil Nadu,570,Cuddalore,6123,Kattumannar Koil,5090,83929650
2017-2021,33,Tamil Nadu,570,Cuddalore,6124,Keerapalayam,5091,92168739
2017-2021,33,Tamil Nadu,570,Cuddalore,6125,Kumaratchi,6205,139403621
2017-2021,33,Tamil Nadu,570,Cuddalore,6126,Kurinjipadi,7068,168674999
2017-2021,33,Tamil Nadu,570,Cuddalore,6127,Mangalur,8486,177097203
2017-2021,33,Tamil Nadu,570,Cuddalore,6128,Melbhuvanagiri,5636,117775336
2017-2021,33,Tamil Nadu,570,Cuddalore,6129,Nallur,8150,211483085
2017-2021,33,Tamil Nadu,570,Cuddalore,6130,Panruti,7139,187069125
2017-2021,33,Tamil Nadu,570,Cuddalore,6131,Parangipettai,6895,98785462
2017-2021,33,Tamil Nadu,570,Cuddalore,6132,Vridhachalam,5756,138024826
2017-2021,33,Tamil Nadu,571,Dharmapuri,6133,Dharmapuri,6450,138281123
2017-2021,33,Tamil Nadu,571,Dharmapuri,6134,Harur,4816,79746560
2017-2021,33,Tamil Nadu,571,Dharmapuri,6135,Karimangalam,6031,121812129
2017-2021,33,Tamil Nadu,571,Dharmapuri,6136,Morappur,3390,61803562
2017-2021,33,Tamil Nadu,571,Dharmapuri,6137,Nallampalli,6640,131589513
2017-2021,33,Tamil Nadu,571,Dharmapuri,6138,Palacode,5872,106950532
2017-2021,33,Tamil Nadu,571,Dharmapuri,6139,Pappireddipatti,4246,72760972
2017-2021,33,Tamil Nadu,571,Dharmapuri,6140,Pennagaram,3718,67976576
2017-2021,33,Tamil Nadu,572,Dindigul,6141,Athoor,9583,189409395
2017-2021,33,Tamil Nadu,572,Dindigul,6142,Dindigul,5459,73841213
2017-2021,33,Tamil Nadu,572,Dindigul,6143,Guziliamparai,7835,136833782
2017-2021,33,Tamil Nadu,572,Dindigul,6144,Kodaikanal,1518,13415568
2017-2021,33,Tamil Nadu,572,Dindigul,6145,Natham,6046,95490090
2017-2021,33,Tamil Nadu,572,Dindigul,6146,Nilakottai,9428,211412458
2017-2021,33,Tamil Nadu,572,Dindigul,6147,Oddanchatram,9735,191923357
2017-2021,33,Tamil Nadu,572,Dindigul,6148,Palani,8427,142590046
2017-2021,33,Tamil Nadu,572,Dindigul,6149,Reddiarchatram,10171,215494916
2017-2021,33,Tamil Nadu,572,Dindigul,6150,Shanarpatti,9830,215995972
2017-2021,33,Tamil Nadu,572,Dindigul,6151,Thoppampatty,8682,128599922
2017-2021,33,Tamil Nadu,572,Dindigul,6152,Vadamadurai,7889,143594226
2017-2021,33,Tamil Nadu,572,Dindigul,6153,Batlagundu,8314,201326080
2017-2021,33,Tamil Nadu,572,Dindigul,6154,Vedasandur,9703,152650743
2017-2021,33,Tamil Nadu,573,Erode,6155,Ammapet,5847,83617890
2017-2021,33,Tamil Nadu,584,Salem,6156,Anthiyur,5167,61137237
2017-2021,33,Tamil Nadu,573,Erode,6157,Bhavani,5620,52149480
2017-2021,33,Tamil Nadu,573,Erode,6158,Bhavanisagar,3700,38878092
2017-2021,33,Tamil Nadu,573,Erode,6159,Chennimalai,4162,62504160
2017-2021,33,Tamil Nadu,634,Tiruppur,6160,Dharapuram,6694,101400919
2017-2021,33,Tamil Nadu,573,Erode,6161,Erode,1324,23250817
2017-2021,33,Tamil Nadu,573,Erode,6162,Gobichettipalayam,5044,51294633
2017-2021,33,Tamil Nadu,634,Tiruppur,6163,Kangayam,4706,66354479
2017-2021,33,Tamil Nadu,573,Erode,6164,Kodumudi,1943,33112889
2017-2021,33,Tamil Nadu,634,Tiruppur,6165,Kundadam,7706,95064614
2017-2021,33,Tamil Nadu,573,Erode,6166,Modakkurichi,4963,73208536
2017-2021,33,Tamil Nadu,634,Tiruppur,6167,Mulanur,5579,78419419
2017-2021,33,Tamil Nadu,573,Erode,6168,Nambiyur,3061,37240361
2017-2021,33,Tamil Nadu,573,Erode,6169,Perundurai,3550,51234997
2017-2021,33,Tamil Nadu,573,Erode,6170,Sathy,5139,59073351
2017-2021,33,Tamil Nadu,573,Erode,6171,Thalavadi,3656,44989936
2017-2021,33,Tamil Nadu,573,Erode,6172,T.N. Palayam,3319,33991679
2017-2021,33,Tamil Nadu,634,Tiruppur,6173,Uthukuli,6695,128191357
2017-2021,33,Tamil Nadu,634,Tiruppur,6174,Vellakoil,4068,71160553
2017-2021,33,Tamil Nadu,730,Chengalpattu,6175,Acharapakkam,21289,328365336
2017-2021,33,Tamil Nadu,730,Chengalpattu,6176,Chithamur,15722,207395980
2017-2021,33,Tamil Nadu,574,Kancheepuram,6177,Kanchipuram,15968,250390574
2017-2021,33,Tamil Nadu,730,Chengalpattu,6178,Kattankolathur,12787,180902656
2017-2021,33,Tamil Nadu,574,Kancheepuram,6179,Kundrathur,8831,86076959
2017-2021,33,Tamil Nadu,730,Chengalpattu,6180,Lathur,10924,152961750
2017-2021,33,Tamil Nadu,730,Chengalpattu,6181,Madurantakam,21922,409751736
2017-2021,33,Tamil Nadu,574,Kancheepuram,6182,Sriperumbudur,11174,153982776
2017-2021,33,Tamil Nadu,730,Chengalpattu,6183,Thomas Malai,2383,34894257
2017-2021,33,Tamil Nadu,730,Chengalpattu,6184,Thiruporur,12209,139603892
2017-2021,33,Tamil Nadu,730,Chengalpattu,6185,Thirukalukundram,15400,214315528
2017-2021,33,Tamil Nadu,574,Kancheepuram,6186,Uthiramerur,21575,295362871
2017-2021,33,Tamil Nadu,574,Kancheepuram,6187,Walajabad,17520,263880305
2017-2021,33,Tamil Nadu,575,Kanniyakumari,6188,Agastheeswaram,2229,23460892
2017-2021,33,Tamil Nadu,575,Kanniyakumari,6189,Killiyoor,1971,23371475
2017-2021,33,Tamil Nadu,575,Kanniyakumari,6190,Kurunthencode,2191,22229832
2017-2021,33,Tamil Nadu,575,Kanniyakumari,6191,Melpuram,3931,52216969
2017-2021,33,Tamil Nadu,575,Kanniyakumari,6192,Munchirai,2928,34990545
2017-2021,33,Tamil Nadu,575,Kanniyakumari,6193,Rajakkamangalam,1813,24363515
2017-2021,33,Tamil Nadu,575,Kanniyakumari,6194,Thuckalay,2033,21555602
2017-2021,33,Tamil Nadu,575,Kanniyakumari,6195,Thiruvattar,2706,35339643
2017-2021,33,Tamil Nadu,575,Kanniyakumari,6196,Thovalai,2790,32189641
2017-2021,33,Tamil Nadu,576,Karur,6197,Aravakurichi,7477,118052719
2017-2021,33,Tamil Nadu,576,Karur,6198,K.Paramathi,10269,199343068
2017-2021,33,Tamil Nadu,576,Karur,6199,Kadavur,12749,222634141
2017-2021,33,Tamil Nadu,576,Karur,6200,Karur,7165,104897273
2017-2021,33,Tamil Nadu,576,Karur,6201,Krishnarayapuram,13214,229870746
2017-2021,33,Tamil Nadu,576,Karur,6202,Kulithalai,6710,96902701
2017-2021,33,Tamil Nadu,576,Karur,6203,Thanthoni,7553,113576928
2017-2021,33,Tamil Nadu,576,Karur,6204,Thogamalai,12931,210156857
2017-2021,33,Tamil Nadu,577,Krishnagiri,6205,Bargur,12198,220605924
2017-2021,33,Tamil Nadu,577,Krishnagiri,6206,Hosur,3696,67221416
2017-2021,33,Tamil Nadu,577,Krishnagiri,6207,Kaveripattanam,9330,155202588
2017-2021,33,Tamil Nadu,577,Krishnagiri,6208,Kelamangalam,5279,90037011
2017-2021,33,Tamil Nadu,577,Krishnagiri,6209,Krishnagiri,6703,98160980
2017-2021,33,Tamil Nadu,577,Krishnagiri,6210,Mathur,6785,106520427
2017-2021,33,Tamil Nadu,577,Krishnagiri,6211,Shoolagiri,6867,121140292
2017-2021,33,Tamil Nadu,577,Krishnagiri,6212,Thally,10663,207834999
2017-2021,33,Tamil Nadu,577,Krishnagiri,6213,Uthangarai,14792,261864930
2017-2021,33,Tamil Nadu,577,Krishnagiri,6214,Veppanapalli,6985,118208754
2017-2021,33,Tamil Nadu,578,Madurai,6215,Alanganallur,4570,60945655
2017-2021,33,Tamil Nadu,578,Madurai,6216,Chellampatti,5068,47967508
2017-2021,33,Tamil Nadu,578,Madurai,6217,Kallikudi,5512,41366213
2017-2021,33,Tamil Nadu,578,Madurai,6218,Kottampatti,7482,111218659
2017-2021,33,Tamil Nadu,578,Madurai,6219,Madurai East,5883,110345462
2017-2021,33,Tamil Nadu,578,Madurai,6220,Madurai West,3959,65180092
2017-2021,33,Tamil Nadu,578,Madurai,6221,Melur,6041,73099212
2017-2021,33,Tamil Nadu,578,Madurai,6222,Sedapatti,8498,125438484
2017-2021,33,Tamil Nadu,578,Madurai,6223,T.Kallupatty,6755,93394561
2017-2021,33,Tamil Nadu,578,Madurai,6224,Thirumangalam,7996,84988077
2017-2021,33,Tamil Nadu,578,Madurai,6225,Thirupparankundram,5761,90335451
2017-2021,33,Tamil Nadu,578,Madurai,6226,Usilampatti,7427,100685176
2017-2021,33,Tamil Nadu,578,Madurai,6227,Vadipatti,4893,81166510
2017-2021,33,Tamil Nadu,579,Nagapattinam,6228,Keelaiyur,9657,163848986
2017-2021,33,Tamil Nadu,579,Nagapattinam,6229,Kilvelur,8579,186388573
2017-2021,33,Tamil Nadu,735,Mayiladuthurai,6230,Kollidam,8673,176381795
2017-2021,33,Tamil Nadu,735,Mayiladuthurai,6231,Kuthalam,6642,123951206
2017-2021,33,Tamil Nadu,735,Mayiladuthurai,6232,Mayiladuthurai,8156,165158667
2017-2021,33,Tamil Nadu,579,Nagapattinam,6233,Nagapattinam,6054,109036873
2017-2021,33,Tamil Nadu,735,Mayiladuthurai,6234,Sembanarkoil,8714,158714697
2017-2021,33,Tamil Nadu,735,Mayiladuthurai,6235,Sirkali,7677,154975565
2017-2021,33,Tamil Nadu,579,Nagapattinam,6236,Thalainayar,5000,82948373
2017-2021,33,Tamil Nadu,579,Nagapattinam,6237,Thirumarugal,7118,99922877
2017-2021,33,Tamil Nadu,579,Nagapattinam,6238,Vedaranyam,7606,117349035
2017-2021,33,Tamil Nadu,580,Namakkal,6239,Elachipalayam,5226,90463581
2017-2021,33,Tamil Nadu,580,Namakkal,6240,Erumapatty,5162,60926543
2017-2021,33,Tamil Nadu,580,Namakkal,6241,Kabilarmalai,4817,86771236
2017-2021,33,Tamil Nadu,580,Namakkal,6242,Kollihills,3886,85303733
2017-2021,33,Tamil Nadu,580,Namakkal,6243,Mallasamudram,4135,73336946
2017-2021,33,Tamil Nadu,580,Namakkal,6244,Mohanur,5848,76061444
2017-2021,33,Tamil Nadu,580,Namakkal,6245,Namagiripet,4669,66001870
2017-2021,33,Tamil Nadu,580,Namakkal,6246,Namakkal,4262,54783167
2017-2021,33,Tamil Nadu,580,Namakkal,6247,Pallipalayam,5346,69977476
2017-2021,33,Tamil Nadu,580,Namakkal,6248,Paramathy,4604,66650110
2017-2021,33,Tamil Nadu,580,Namakkal,6249,Puduchatram,4895,79763663
2017-2021,33,Tamil Nadu,580,Namakkal,6250,Rasipuram,2859,42875431
2017-2021,33,Tamil Nadu,580,Namakkal,6251,Sendamangalam,2920,31980808
2017-2021,33,Tamil Nadu,580,Namakkal,6252,Tiruchengode,4830,76758722
2017-2021,33,Tamil Nadu,580,Namakkal,6253,Vennandur,4366,64411838
2017-2021,33,Tamil Nadu,581,Perambalur,6254,Alathur,8102,173218736
2017-2021,33,Tamil Nadu,610,Ariyalur,6255,Andimadam,4738,79043137
2017-2021,33,Tamil Nadu,610,Ariyalur,6256,Ariyalur,6049,79433571
2017-2021,33,Tamil Nadu,610,Ariyalur,6257,Jayamkondam,7403,113008998
2017-2021,33,Tamil Nadu,581,Perambalur,6258,Perambalur,5140,80806187
2017-2021,33,Tamil Nadu,610,Ariyalur,6259,Sendurai,7654,140317819
2017-2021,33,Tamil Nadu,610,Ariyalur,6260,T.Palur,4704,63443360
2017-2021,33,Tamil Nadu,610,Ariyalur,6261,Thirumanur,4375,81370163
2017-2021,33,Tamil Nadu,581,Perambalur,6262,Veppanthattai,6398,109226362
2017-2021,33,Tamil Nadu,581,Perambalur,6263,Veppur,6796,88015171
2017-2021,33,Tamil Nadu,582,Pudukkottai,6264,Annavasal,12192,188298668
2017-2021,33,Tamil Nadu,582,Pudukkottai,6265,Arantangi,13390,259055952
2017-2021,33,Tamil Nadu,582,Pudukkottai,6266,Arimalam,5845,108885001
2017-2021,33,Tamil Nadu,582,Pudukkottai,6267,Avudayarkoil,8646,177823948
2017-2021,33,Tamil Nadu,582,Pudukkottai,6268,Gandarvakottai,7873,164301035
2017-2021,33,Tamil Nadu,582,Pudukkottai,6269,Karambakkudi,8409,188256308
2017-2021,33,Tamil Nadu,582,Pudukkottai,6270,Kunnandarkoil,7955,151535689
2017-2021,33,Tamil Nadu,582,Pudukkottai,6271,Manamelkudi,5588,113555538
2017-2021,33,Tamil Nadu,582,Pudukkottai,6272,Ponnamaravathi,12804,276831258
2017-2021,33,Tamil Nadu,582,Pudukkottai,6273,Pudukkottai,8606,158415194
2017-2021,33,Tamil Nadu,582,Pudukkottai,6274,Thiruvarankulam,8516,219261914
2017-2021,33,Tamil Nadu,582,Pudukkottai,6275,Thirumayam,10129,180266548
2017-2021,33,Tamil Nadu,582,Pudukkottai,6276,Viralimalai,13068,282329608
2017-2021,33,Tamil Nadu,583,Ramanathapuram,6277,Bogalur,4081,69821265
2017-2021,33,Tamil Nadu,583,Ramanathapuram,6278,Kadaladi,14789,172656678
2017-2021,33,Tamil Nadu,583,Ramanathapuram,6279,Kamuthi,9744,163698175
2017-2021,33,Tamil Nadu,583,Ramanathapuram,6280,Mandapam,5396,99605132
2017-2021,33,Tamil Nadu,583,Ramanathapuram,6281,Mudukulathur,9061,118996770
2017-2021,33,Tamil Nadu,583,Ramanathapuram,6282,Nainarkoil,5127,92541778
2017-2021,33,Tamil Nadu,583,Ramanathapuram,6283,Paramakudi,7252,130519808
2017-2021,33,Tamil Nadu,583,Ramanathapuram,6284,R.S. Mangalam,5798,83021596
2017-2021,33,Tamil Nadu,583,Ramanathapuram,6285,Ramanathapuram,4155,69340228
2017-2021,33,Tamil Nadu,583,Ramanathapuram,6286,Thiruppullani,5604,85424848
2017-2021,33,Tamil Nadu,583,Ramanathapuram,6287,Thiruvadanai,7578,132090721
2017-2021,33,Tamil Nadu,584,Salem,6288,Attur,5363,104496595
2017-2021,33,Tamil Nadu,584,Salem,6289,Ayothiyapattinam,5766,98072398
2017-2021,33,Tamil Nadu,584,Salem,6290,Gangavalli,4614,85881673
2017-2021,33,Tamil Nadu,584,Salem,6291,Idappady,5684,77408859
2017-2021,33,Tamil Nadu,584,Salem,6292,Kadayaampatti,5180,115041023
2017-2021,33,Tamil Nadu,584,Salem,6293,Kolathur,5076,68223995
2017-2021,33,Tamil Nadu,584,Salem,6294,Konganapuram,4346,47164522
2017-2021,33,Tamil Nadu,584,Salem,6295,Mac. Choultry,4963,105204096
2017-2021,33,Tamil Nadu,584,Salem,6296,Mecheri,5697,105388862
2017-2021,33,Tamil Nadu,584,Salem,6297,Nangavalli,5685,88940338
2017-2021,33,Tamil Nadu,584,Salem,6298,Omalur,7347,123945692
2017-2021,33,Tamil Nadu,584,Salem,6299,Panamarathupatti,4138,56363479
2017-2021,33,Tamil Nadu,584,Salem,6300,P.N.Palayam,8300,140211649
2017-2021,33,Tamil Nadu,584,Salem,6301,Salem,3823,62291133
2017-2021,33,Tamil Nadu,584,Salem,6302,Sankari,5122,75241510
2017-2021,33,Tamil Nadu,584,Salem,6303,Thalaivasal,6636,125872635
2017-2021,33,Tamil Nadu,584,Salem,6304,Tharamangalam,5117,92618767
2017-2021,33,Tamil Nadu,584,Salem,6305,Valapady,4240,70087872
2017-2021,33,Tamil Nadu,584,Salem,6306,Veerapandy,4949,93424963
2017-2021,33,Tamil Nadu,584,Salem,6307,Yercaud,1961,32855194
2017-2021,33,Tamil Nadu,585,Sivaganga,6308,Devakottai,7482,188420789
2017-2021,33,Tamil Nadu,585,Sivaganga,6309,Ilayangudi,7832,140265809
2017-2021,33,Tamil Nadu,585,Sivaganga,6310,Kalaiyarkovil,10943,238081302
2017-2021,33,Tamil Nadu,585,Sivaganga,6311,Kallal,6706,145977216
2017-2021,33,Tamil Nadu,585,Sivaganga,6312,Kannangudi,3297,72918864
2017-2021,33,Tamil Nadu,585,Sivaganga,6313,Manamadurai,5966,161663139
2017-2021,33,Tamil Nadu,585,Sivaganga,6314,S.Pudur,3787,74555526
2017-2021,33,Tamil Nadu,585,Sivaganga,6315,Sakkottai,4156,92903598
2017-2021,33,Tamil Nadu,585,Sivaganga,6316,Singampunari,4846,99924484
2017-2021,33,Tamil Nadu,585,Sivaganga,6317,Sivaganga,9854,250514309
2017-2021,33,Tamil Nadu,585,Sivaganga,6318,Thiruppathur,6490,155127853
2017-2021,33,Tamil Nadu,585,Sivaganga,6319,Thiruppuvanam,6753,140502295
2017-2021,33,Tamil Nadu,586,Thanjavur,6320,Ammapet,5608,104534045
2017-2021,33,Tamil Nadu,586,Thanjavur,6321,Budalur,7371,136622275
2017-2021,33,Tamil Nadu,586,Thanjavur,6322,Kumbakonam,6861,128828507
2017-2021,33,Tamil Nadu,586,Thanjavur,6323,Madukkur,5384,75163291
2017-2021,33,Tamil Nadu,586,Thanjavur,6324,Orathanadu,10158,183986211
2017-2021,33,Tamil Nadu,586,Thanjavur,6325,Papanasam,4650,75907332
2017-2021,33,Tamil Nadu,586,Thanjavur,6326,Pattukkottai,6420,97640965
2017-2021,33,Tamil Nadu,586,Thanjavur,6327,Peravurani,4720,71050431
2017-2021,33,Tamil Nadu,586,Thanjavur,6328,Sethubavachatram,6813,105187371
2017-2021,33,Tamil Nadu,586,Thanjavur,6329,Thanjavur,8419,161805638
2017-2021,33,Tamil Nadu,586,Thanjavur,6330,Thiruppanandal,6469,126054617
2017-2021,33,Tamil Nadu,586,Thanjavur,6331,Thiruvaiyaru,5228,92552579
2017-2021,33,Tamil Nadu,586,Thanjavur,6332,Thiruvonam,4678,76079341
2017-2021,33,Tamil Nadu,586,Thanjavur,6333,Thiruvidaimarudur,7230,131891530
2017-2021,33,Tamil Nadu,587,The Nilgiris,6334,Coonoor,2268,40792647
2017-2021,33,Tamil Nadu,587,The Nilgiris,6335,Gudalur,4663,66378415
2017-2021,33,Tamil Nadu,587,The Nilgiris,6336,Kotagiri,3182,53681941
2017-2021,33,Tamil Nadu,587,The Nilgiris,6337,Udhagai,4431,56678665
2017-2021,33,Tamil Nadu,588,Theni,6338,Andipatti,5812,95542185
2017-2021,33,Tamil Nadu,588,Theni,6339,Bodinaickanur,3162,48330722
2017-2021,33,Tamil Nadu,588,Theni,6340,Chinnamanur,2349,33476919
2017-2021,33,Tamil Nadu,588,Theni,6341,K Myladumparai,3717,52288539
2017-2021,33,Tamil Nadu,588,Theni,6342,Cumbum,659,4479148
2017-2021,33,Tamil Nadu,588,Theni,6343,Periyakulam,3658,51665235
2017-2021,33,Tamil Nadu,588,Theni,6344,Theni,3711,53173649
2017-2021,33,Tamil Nadu,588,Theni,6345,Uthamapalayam,1327,14420084
2017-2021,33,Tamil Nadu,589,Thiruvallur,6346,Ellapuram,8019,151337588
2017-2021,33,Tamil Nadu,589,Thiruvallur,6347,Gummidipoondi,12621,203860903
2017-2021,33,Tamil Nadu,589,Thiruvallur,6348,Kadambathur,7301,135148676
2017-2021,33,Tamil Nadu,589,Thiruvallur,6349,Minjur,13086,227006212
2017-2021,33,Tamil Nadu,589,Thiruvallur,6350,Pallipet,9897,166652854
2017-2021,33,Tamil Nadu,589,Thiruvallur,6351,Poonamallee,3712,55672026
2017-2021,33,Tamil Nadu,589,Thiruvallur,6352,Poondi,7629,146500297
2017-2021,33,Tamil Nadu,589,Thiruvallur,6353,Puzhal,1085,20299387
2017-2021,33,Tamil Nadu,589,Thiruvallur,6354,R.K.Pet,8626,148799819
2017-2021,33,Tamil Nadu,589,Thiruvallur,6355,Sholavaram,6958,137937731
2017-2021,33,Tamil Nadu,589,Thiruvallur,6356,Tiruttani,8466,114585663
2017-2021,33,Tamil Nadu,589,Thiruvallur,6357,Tiruvallur,6744,151141224
2017-2021,33,Tamil Nadu,589,Thiruvallur,6358,Tiruvalangadu,8065,133369775
2017-2021,33,Tamil Nadu,589,Thiruvallur,6359,Villivakkam,3420,44897129
2017-2021,33,Tamil Nadu,590,Thiruvarur,6360,Kudavaasal,5859,75697343
2017-2021,33,Tamil Nadu,590,Thiruvarur,6361,Koradacheri,5533,65849629
2017-2021,33,Tamil Nadu,590,Thiruvarur,6362,Kottur,7539,112207248
2017-2021,33,Tamil Nadu,590,Thiruvarur,6363,Mannargudi,5861,97711574
2017-2021,33,Tamil Nadu,590,Thiruvarur,6364,Muthupettai,5614,80864790
2017-2021,33,Tamil Nadu,590,Thiruvarur,6365,Nannilam,4726,61039013
2017-2021,33,Tamil Nadu,590,Thiruvarur,6366,Needamangalam,5344,66892712
2017-2021,33,Tamil Nadu,590,Thiruvarur,6367,Thiruvarur,6583,95126550
2017-2021,33,Tamil Nadu,590,Thiruvarur,6368,Thiruthuraipoondi,6403,85858414
2017-2021,33,Tamil Nadu,590,Thiruvarur,6369,Valangaiman,5439,80982330
