state_name,state_code,district_name,district_code,block_name,block_code,gw_stge_of_extraction,gw_extraction_category
Uttar Pradesh,9,Unnao,186,Mianganj,1609,58.81411283037584,Safe
Uttar Pradesh,9,Unnao,186,Nawabganj,1610,66.66088961632354,Safe
Uttar Pradesh,9,Unnao,186,Purwa,1611,61.538981506516976,Safe
Uttar Pradesh,9,Unnao,186,Safipur,1612,66.98666077784964,Safe
Uttar Pradesh,9,Unnao,186,Sikandarpur Karan,1613,54.27120097382463,Safe
Uttar Pradesh,9,Unnao,186,Sikandarpur Sarausi,1614,68.11228791252809,Safe
Uttar Pradesh,9,Unnao,186,Sumerpur,1615,55.62742538951875,Safe
Uttar Pradesh,9,Varanasi,187,Arajiline,1616,109.61359879770198,Over-exploited
Uttar Pradesh,9,Varanasi,187,Baragaon,1617,72.68403482043279,Semi-critical
Uttar Pradesh,9,Varanasi,187,Chiraigaon,1618,79.92327065144391,Semi-critical
Uttar Pradesh,9,Varanasi,187,Cholapur,1619,68.65323019,Safe
Uttar Pradesh,9,Varanasi,187,Harahua,1620,119.81958440088508,Over-exploited
Uttar Pradesh,9,Varanasi,187,Kashi Vidyapeeth,1621,70.97352159705184,Semi-critical
Uttar Pradesh,9,Varanasi,187,Pindra,1622,83.26722228951581,Semi-critical
Uttar Pradesh,9,Varanasi,187,Sevapuri,1623,73.00962090781181,Semi-critical
Uttar Pradesh,9,Kasganj,633,Amanpur,1064,67.38657865247663,Safe
Uttar Pradesh,9,Kasganj,633,Ganj Dundwara,1066,92.04076495668065,Critical
Uttar Pradesh,9,Kasganj,633,Kasganj,1069,87.51290672394919,Semi-critical
Uttar Pradesh,9,Kasganj,633,Patiyali,1072,76.55657512307043,Semi-critical
Uttar Pradesh,9,Kasganj,633,Sahawar,1073,77.54251374864766,Semi-critical
Uttar Pradesh,9,Kasganj,633,Sidhpura,1076,59.06951061371386,Safe
Uttar Pradesh,9,Kasganj,633,Soron,1077,64.47679277690399,Safe
Uttar Pradesh,9,Amethi,640,Bahadurpur,1465,66.30459222458967,Safe
Uttar Pradesh,9,Amethi,640,Singhpur,1481,49.19784421076613,Safe
Uttar Pradesh,9,Amethi,640,Tiloi,1482,64.16923302315536,Safe
Uttar Pradesh,9,Amethi,640,Amethi,1578,63.26898931678843,Safe
Uttar Pradesh,9,Amethi,640,Bhadar,1581,67.76742814158581,Safe
Uttar Pradesh,9,Amethi,640,Bhetua,1582,52.856188024273976,Safe
Uttar Pradesh,9,Amethi,640,Gauriganj,1586,62.15468258472232,Safe
Uttar Pradesh,9,Amethi,640,Jagdishpur,1587,67.78660022235715,Safe
Uttar Pradesh,9,Amethi,640,Jamo,1589,53.76145708799768,Safe
Uttar Pradesh,9,Amethi,640,Musafir Khana,1595,60.19458177266983,Safe
Uttar Pradesh,9,Amethi,640,Sangrampur,1597,75.77560182565512,Semi-critical
Uttar Pradesh,9,Amethi,640,Shahgarh,1598,55.14552440893142,Safe
Uttar Pradesh,9,Amethi,640,Shukul Bazar,1599,66.27939034,Safe
Uttar Pradesh,9,Sambhal,659,Gunnaur,1004,90.85668978702502,Critical
Uttar Pradesh,9,Sambhal,659,Junawai,1007,73.18442281241204,Semi-critical
Uttar Pradesh,9,Sambhal,659,Rajpura,1010,68.85492897115797,Safe
Uttar Pradesh,9,Sambhal,659,Asmauli,1412,82.66561319288682,Semi-critical
Uttar Pradesh,9,Sambhal,659,Bahjoi,1413,92.07787466,Critical
Uttar Pradesh,9,Sambhal,659,Baniyakhera,1414,92.44420930293067,Critical
Uttar Pradesh,9,Sambhal,659,Panwasa,1422,92.58916158,Critical
Uttar Pradesh,9,Sambhal,659,Sambhal,1423,97.20360067728672,Critical
Uttar Pradesh,9,Shamli,660,Kairana,1429,115.76632153436594,Over-exploited
Uttar Pradesh,9,Shamli,660,Kandhla,1430,106.24952190666475,Over-exploited
Uttar Pradesh,9,Shamli,660,Shamli,1436,109.41815729289132,Over-exploited
Uttar Pradesh,9,Shamli,660,Thana Bhawan,1437,76.99212632653037,Semi-critical
Uttar Pradesh,9,Shamli,660,Un,1438,114.34418055569968,Over-exploited
Uttar Pradesh,9,Hapur,661,Dhaulana,1130,82.82823009121341,Semi-critical
Uttar Pradesh,9,Hapur,661,Garh Mukteshwar,1131,114.9148882739628,Over-exploited
Uttar Pradesh,9,Hapur,661,Hapur,1132,96.87462698222345,Critical
Uttar Pradesh,9,Hapur,661,Simbhawali,1136,96.86552714691553,Critical
Bihar,10,Araria,188,Araria,1624,19.55871032674878,Safe
Bihar,10,Araria,188,Bhargama,1625,24.33457294991906,Safe
Bihar,10,Araria,188,Forbesganj,1626,30.578978531172563,Safe
Bihar,10,Araria,188,Jokihat,1627,28.34443882537361,Safe
Bihar,10,Araria,188,Kursakanta,1628,28.57314297905629,Safe
Bihar,10,Araria,188,Narpatganj,1629,27.63830077055071,Safe
Bihar,10,Araria,188,Palasi,1630,33.332486894750126,Safe
Bihar,10,Araria,188,Raniganj,1631,23.09677657749131,Safe
Bihar,10,Araria,188,Sikty,1632,26.549357821973224,Safe
Bihar,10,Aurangabad,189,Aurangabad,1633,31.86655318339092,Safe
Bihar,10,Aurangabad,189,Barun,1634,24.10212266085817,Safe
Bihar,10,Aurangabad,189,Daudnagar,1635,31.060811289536083,Safe
Bihar,10,Aurangabad,189,Deo,1636,25.97475409903154,Safe
Bihar,10,Aurangabad,189,Goh,1637,39.90287046145393,Safe
Bihar,10,Aurangabad,189,Haspura,1638,37.83228916328915,Safe
Bihar,10,Aurangabad,189,Kutumba,1639,60.32391359134201,Safe
Bihar,10,Aurangabad,189,Madanpur,1640,38.89180329904332,Safe
Bihar,10,Aurangabad,189,Nabinagar,1641,22.799957021596644,Safe
Bihar,10,Aurangabad,189,Obra,1642,38.70736261725871,Safe
Bihar,10,Aurangabad,189,Rafiganj,1643,51.33572126502496,Safe
Bihar,10,Banka,190,Amarpur,1644,42.41511800001458,Safe
Bihar,10,Banka,190,Banka,1645,41.324282603584166,Safe
Bihar,10,Banka,190,Barahat,1646,44.68555982599148,Safe
Bihar,10,Banka,190,Bausi,1647,33.99910082352719,Safe
Bihar,10,Banka,190,Belhar,1648,38.92607161262126,Safe
Bihar,10,Banka,190,Dhuraiya,1650,32.41522059248138,Safe
Bihar,10,Banka,190,Fullidumar,1651,40.03850682,Safe
Bihar,10,Banka,190,Katoria,1652,36.16718672622934,Safe
Bihar,10,Banka,190,Rajaun,1653,67.67296773603148,Safe
Bihar,10,Banka,190,Shambhuganj,1654,31.34663171358351,Safe
Bihar,10,Begusarai,191,Bachhwara,1655,46.75457586009159,Safe
Bihar,10,Begusarai,191,Bakhri,1656,64.55259912941422,Safe
Bihar,10,Begusarai,191,Ballia,1657,66.41548658327952,Safe
Bihar,10,Begusarai,191,Barauni,1658,66.14153391881045,Safe
Bihar,10,Begusarai,191,Begusarai,1659,63.662920770437424,Safe
Bihar,10,Begusarai,191,Bhagwanpur,1660,74.98490380238381,Semi-critical
Bihar,10,Begusarai,191,Birpur,1661,59.97176319119831,Safe
Bihar,10,Begusarai,191,Cheria Bariarpur,1662,38.08134505591293,Safe
Bihar,10,Begusarai,191,Chhaurahi,1663,63.699647099328615,Safe
Bihar,10,Begusarai,191,Dandari,1664,61.85827834116927,Safe
Bihar,10,Begusarai,191,Gadhpura,1665,44.50744384,Safe
Bihar,10,Begusarai,191,Khodawandpur,1666,64.25217262,Safe
Bihar,10,Begusarai,191,Mansurchak,1667,49.85353403520983,Safe
Bihar,10,Begusarai,191,Matihani,1668,32.67296747636032,Safe
Bihar,10,Begusarai,191,Nawkothi,1669,89.26399793764746,Semi-critical
Bihar,10,Begusarai,191,Sahebpur Kamal,1670,43.58769278291376,Safe
Bihar,10,Begusarai,191,Samho Akha Kurha,1671,54.54540214314948,Safe
Bihar,10,Begusarai,191,Teghra,1672,56.83240922911822,Safe
Bihar,10,Bhagalpur,192,Bihpur,1673,27.872914839739483,Safe
Bihar,10,Bhagalpur,192,Kahalgaon,1674,20.4462759,Safe
Bihar,10,Bhagalpur,192,Gopalpur,1675,41.01120429386111,Safe
Bihar,10,Bhagalpur,192,Goradih,1676,23.525723870541977,Safe
Bihar,10,Bhagalpur,192,Ismailpur,1677,24.90116228581353,Safe
Bihar,10,Bhagalpur,192,Jagdishpur,1678,66.57290316268374,Safe
Bihar,10,Bhagalpur,192,Kharik,1679,13.940645207687838,Safe
Bihar,10,Bhagalpur,192,Narayanpur,1680,30.60734354974751,Safe
Bihar,10,Bhagalpur,192,Nathnagar,1681,41.40905823148814,Safe
Bihar,10,Bhagalpur,192,Naugachhia,1682,44.63949421576541,Safe
Bihar,10,Bhagalpur,192,Pirpainti,1683,13.991004941563515,Safe
Bihar,10,Bhagalpur,192,Rangrachowk,1684,22.668147258022405,Safe
Bihar,10,Bhagalpur,192,Sabour,1685,27.87018413758818,Safe
Bihar,10,Bhagalpur,192,Shahkund,1686,34.89610619980117,Safe
Bihar,10,Bhagalpur,192,Sonhaula,1687,33.00148311293861,Safe
Bihar,10,Bhagalpur,192,Sultanganj,1688,25.821628584615176,Safe
Bihar,10,Bhojpur,193,Agiaon,1689,26.35670920579854,Safe
Bihar,10,Bhojpur,193,Ara,1690,68.18030683718057,Safe
Bihar,10,Bhojpur,193,Barhara,1691,45.766883244733215,Safe
Bihar,10,Bhojpur,193,Behea,1692,72.26570403,Semi-critical
Bihar,10,Bhojpur,193,Charpokhari,1693,36.53414947768888,Safe
Bihar,10,Bhojpur,193,Garhani,1694,61.12896156599116,Safe
Bihar,10,Bhojpur,193,Jagdishpur,1695,80.32545975907614,Semi-critical
Bihar,10,Bhojpur,193,Koilwar,1696,80.12173522297212,Semi-critical
Bihar,10,Bhojpur,193,Piro,1697,84.09800172520836,Semi-critical
Bihar,10,Bhojpur,193,Sahar,1698,34.8475443,Safe
Bihar,10,Bhojpur,193,Sandesh,1699,69.25346826040084,Safe
Bihar,10,Bhojpur,193,Shahpur,1700,69.40337338988375,Safe
Bihar,10,Bhojpur,193,Tarari,1701,66.30273855762955,Safe
Bihar,10,Bhojpur,193,Udwantnagar,1702,34.96660986993195,Safe
Bihar,10,Buxar,194,Brahmpur,1703,53.44764049129939,Safe
Bihar,10,Buxar,194,Buxar,1704,63.64595295182593,Safe
Bihar,10,Buxar,194,Chakki,1705,27.04992669187437,Safe
Bihar,10,Buxar,194,Chausa,1706,63.29594357084882,Safe
Bihar,10,Buxar,194,Chougain,1707,56.18847800324086,Safe
Bihar,10,Buxar,194,Dumraon,1708,53.35391711543768,Safe
Bihar,10,Buxar,194,Itarhi,1709,63.12117557729242,Safe
Bihar,10,Buxar,194,Kesath,1710,32.96630478196144,Safe
Bihar,10,Buxar,194,Nawanagar,1711,29.69701684968657,Safe
Bihar,10,Buxar,194,Rajpur,1712,64.65332854919431,Safe
Bihar,10,Buxar,194,Simri,1713,71.88703300111125,Semi-critical
Bihar,10,Darbhanga,195,Alinagar,1714,55.03239100149905,Safe
Bihar,10,Darbhanga,195,Bahadurpur,1715,48.058635131805865,Safe
Bihar,10,Darbhanga,195,Baheri,1716,53.95080753,Safe
Bihar,10,Darbhanga,195,Benipur,1717,60.44699875179246,Safe
Bihar,10,Darbhanga,195,Biraul,1718,47.41960886995194,Safe
Bihar,10,Darbhanga,195,Darbhanga,1719,53.91409761465152,Safe
Bihar,10,Darbhanga,195,Gaurabauram,1720,29.973338418215683,Safe
Bihar,10,Darbhanga,195,Ghanshyampur,1721,60.80611430092399,Safe
Bihar,10,Darbhanga,195,Hanuman Nagar,1722,62.74980217431844,Safe
Bihar,10,Darbhanga,195,Hayaghat,1723,64.00360869611184,Safe
Bihar,10,Darbhanga,195,Jale,1724,26.785463365493328,Safe
Bihar,10,Darbhanga,195,Keotirunway,1725,30.80408095465189,Safe
Bihar,10,Darbhanga,195,Kiratpur,1726,31.20420006885358,Safe
Bihar,10,Darbhanga,195,Kusheshwar Asthan,1727,55.32882254660444,Safe
Bihar,10,Darbhanga,195,Manigachhi,1729,37.05394342211212,Safe
Bihar,10,Darbhanga,195,Singhwara,1730,43.99389584060282,Safe
Bihar,10,Darbhanga,195,Tardih,1731,27.01641821015691,Safe
Bihar,10,Gaya,196,Amas,1732,63.500950771181074,Safe
Bihar,10,Gaya,196,Atri,1733,48.57079343736107,Safe
Bihar,10,Gaya,196,Bankey Bazar,1734,37.82930535810579,Safe
Bihar,10,Gaya,196,Barachatti,1735,41.93379938182169,Safe
Bihar,10,Gaya,196,Belaganj,1736,119.47201868429566,Over-exploited
Bihar,10,Gaya,196,Bodhgaya,1737,19.92333395740846,Safe
Bihar,10,Gaya,196,Dobhi,1738,48.58923757561687,Safe
Bihar,10,Gaya,196,Dumaria,1739,78.99128425388693,Semi-critical
Bihar,10,Gaya,196,Fatehpur,1740,48.40696172550463,Safe
Bihar,10,Gaya,196,Nagar,1741,89.80274603846335,Semi-critical
Bihar,10,Gaya,196,Guraru,1742,66.8767287,Safe
Bihar,10,Gaya,196,Gurua,1743,61.13198606735221,Safe
Bihar,10,Gaya,196,Imamganj,1744,109.57925133211944,Over-exploited
Bihar,10,Gaya,196,Khizarsarai,1745,72.62165364813585,Semi-critical
Bihar,10,Gaya,196,Konch,1746,81.99468228170075,Semi-critical
Bihar,10,Gaya,196,Manpur,1747,103.25181239501372,Over-exploited
Bihar,10,Gaya,196,Mohanpur,1748,26.50079990340789,Safe
Bihar,10,Gaya,196,Mohra,1749,55.32345921269689,Safe
Bihar,10,Gaya,196,Neemchak Bathani,1750,47.04245557619272,Safe
Bihar,10,Gaya,196,Paraiya,1751,61.73169855026159,Safe
Bihar,10,Gaya,196,Sherghatty,1752,69.00261996,Safe
Bihar,10,Gaya,196,Tankuppa,1753,42.58914896670073,Safe
Bihar,10,Gaya,196,Tekari,1754,86.99279588336194,Semi-critical
Bihar,10,Gaya,196,Wazirganj,1755,45.994308976995306,Safe
Bihar,10,Gopalganj,197,Baikunthpur,1756,53.59606061996299,Safe
Bihar,10,Gopalganj,197,Barauli,1757,68.29673600149519,Safe
Bihar,10,Gopalganj,197,Bhorey,1758,66.78354425,Safe
Bihar,10,Gopalganj,197,Bijaipur,1759,57.06218957149062,Safe
Bihar,10,Gopalganj,197,Gopalganj,1760,54.59359594,Safe
Bihar,10,Gopalganj,197,Hathua,1761,47.46205434295961,Safe
Bihar,10,Gopalganj,197,Kataiya,1762,50.99069413,Safe
Bihar,10,Gopalganj,197,Kuchaikote,1763,47.7800621,Safe
Bihar,10,Gopalganj,197,Manjha,1764,56.63461281814233,Safe
Bihar,10,Gopalganj,197,Panchdeori,1765,49.45852951829048,Safe
Bihar,10,Gopalganj,197,Phulwariya,1766,54.351904020150464,Safe
Bihar,10,Gopalganj,197,Sidhwaliya,1767,53.86015793251973,Safe
Bihar,10,Gopalganj,197,Thawe,1768,65.47085201793722,Safe
Bihar,10,Gopalganj,197,Uchkagaon,1769,69.12622268499008,Safe
Bihar,10,Jamui,198,Barhat,1770,12.559848481877822,Safe
Bihar,10,Jamui,198,Chakai,1771,10.340593721482811,Safe
Bihar,10,Jamui,198,Gidhor,1772,51.98325723775659,Safe
Bihar,10,Jamui,198,Islamnagar Aliganj,1773,52.34519800301284,Safe
Bihar,10,Jamui,198,Jamui,1774,69.32674818443726,Safe
Bihar,10,Jamui,198,Jhajha,1775,41.05899999721711,Safe
Bihar,10,Jamui,198,Khaira,1776,20.882688830569908,Safe
Bihar,10,Jamui,198,Laxmipur,1777,26.47605224963716,Safe
Bihar,10,Jamui,198,Sikandra,1778,30.768952557197498,Safe
Bihar,10,Jamui,198,Sono,1779,37.584290928123146,Safe
Bihar,10,Jehanabad,199,Ghoshi,1780,96.30330401,Critical
Bihar,10,Jehanabad,199,Hulasganj,1781,93.36410153506571,Critical
Bihar,10,Jehanabad,199,Jehanabad,1782,90.22775175144426,Critical
Bihar,10,Jehanabad,199,Kako,1783,82.36765318882868,Semi-critical
Bihar,10,Jehanabad,199,Makhdumpur,1784,86.04047911398067,Semi-critical
Bihar,10,Jehanabad,199,Modanganj,1785,88.32265842197201,Semi-critical
Bihar,10,Jehanabad,199,Ratni Faridpur,1786,108.59854336790995,Over-exploited
Bihar,10,Kaimur (Bhabua),200,Adhaura,1787,6.450415456222511,Safe
Bihar,10,Kaimur (Bhabua),200,Bhabua,1788,60.02292178,Safe
Bihar,10,Kaimur (Bhabua),200,Bhagwanpur,1789,48.059010137310494,Safe
Bihar,10,Kaimur (Bhabua),200,Chainpur,1790,18.65363033192376,Safe
Bihar,10,Kaimur (Bhabua),200,Chand,1791,54.34585688472758,Safe
Bihar,10,Kaimur (Bhabua),200,Durgawati,1792,32.17953793537653,Safe
Bihar,10,Kaimur (Bhabua),200,Kudra,1793,47.415561018442375,Safe
Bihar,10,Kaimur (Bhabua),200,Mohania,1794,59.86995974301335,Safe
Bihar,10,Kaimur (Bhabua),200,Nuaon,1795,56.99294877,Safe
Bihar,10,Kaimur (Bhabua),200,Ramgarh,1796,26.688489718742613,Safe
Bihar,10,Kaimur (Bhabua),200,Rampur,1797,39.20401450992222,Safe
Bihar,10,Katihar,201,Amdabad,1798,56.084615852545774,Safe
Bihar,10,Katihar,201,Azamnagar,1799,69.20860351025816,Safe
Bihar,10,Katihar,201,Balrampur,1800,57.63964627,Safe
Bihar,10,Katihar,201,Barari,1801,34.139527996907056,Safe
Bihar,10,Katihar,201,Barsoi,1802,59.472411572862285,Safe
Bihar,10,Katihar,201,Dandkhora,1803,76.74764251522238,Semi-critical
Bihar,10,Katihar,201,Falka,1804,65.45859370556066,Safe
Bihar,10,Katihar,201,Hasanganj,1805,57.94640237504414,Safe
Bihar,10,Katihar,201,Kadwa,1806,63.41371933,Safe
Bihar,10,Katihar,201,Katihar,1807,66.49169322079248,Safe
Bihar,10,Katihar,201,Korha,1808,62.03988393111825,Safe
Bihar,10,Katihar,201,Kursela,1809,40.21670814792468,Safe
Bihar,10,Katihar,201,Manihari,1810,28.021333487597783,Safe
Bihar,10,Katihar,201,Mansahi,1811,67.66204358901784,Safe
Bihar,10,Katihar,201,Pranpur,1812,68.10290088038946,Safe
Bihar,10,Katihar,201,Sameli,1813,42.33982717484309,Safe
Bihar,10,Khagaria,202,Alauli,1814,41.21782610552896,Safe
Bihar,10,Khagaria,202,Beldaur,1815,61.23656309132125,Safe
Bihar,10,Khagaria,202,Chautham,1816,38.09609243245183,Safe
Bihar,10,Khagaria,202,Gogri,1817,66.17852161785217,Safe
Bihar,10,Khagaria,202,Khagaria,1818,27.568085939011866,Safe
Bihar,10,Khagaria,202,Mansi,1819,59.87006146,Safe
Bihar,10,Khagaria,202,Parbatta,1820,59.96178778993746,Safe
Bihar,10,Kishanganj,203,Bahadurganj,1821,17.58197292401359,Safe
Bihar,10,Kishanganj,203,Dighalbank,1822,19.37363908244864,Safe
Bihar,10,Kishanganj,203,Kishanganj,1823,44.36724306115767,Safe
Bihar,10,Kishanganj,203,Kochadhaman,1824,34.64819344894604,Safe
Bihar,10,Kishanganj,203,Pothia,1825,46.36809761340371,Safe
Bihar,10,Kishanganj,203,Terhagachh,1826,24.05819966117984,Safe
Bihar,10,Kishanganj,203,Thakurganj,1827,22.14639737643675,Safe
Bihar,10,Lakhisarai,204,Barahiya,1828,12.554425703088588,Safe
Bihar,10,Lakhisarai,204,Channan,1829,58.23738339643262,Safe
Bihar,10,Lakhisarai,204,Halsi,1830,82.40698255642566,Semi-critical
Bihar,10,Lakhisarai,204,Lakhisarai,1831,66.77227436371525,Safe
Bihar,10,Lakhisarai,204,Pipariya,1832,69.60079483801826,Safe
Bihar,10,Lakhisarai,204,Ramgarh Chowk,1833,44.90310739097088,Safe
Bihar,10,Lakhisarai,204,Surajgarha,1834,39.44359058008308,Safe
Bihar,10,Madhepura,205,Alamnagar,1835,77.34822490199768,Semi-critical
Bihar,10,Madhepura,205,Bihariganj,1836,75.62052079,Semi-critical
Bihar,10,Madhepura,205,Chausa,1837,68.59022968470913,Safe
Bihar,10,Madhepura,205,Gamhariya,1838,79.52371749447057,Semi-critical
Bihar,10,Madhepura,205,Ghelarh,1839,61.289924346762646,Safe
Bihar,10,Madhepura,205,Gwalpara,1840,86.60042589885931,Semi-critical
Bihar,10,Madhepura,205,Kumarkhand,1841,68.84280686697672,Safe
Bihar,10,Madhepura,205,Madhepura,1842,42.62881069262819,Safe
Bihar,10,Madhepura,205,Murliganj,1843,52.47604365595805,Safe
Bihar,10,Madhepura,205,Purani,1844,57.94646994,Safe
Bihar,10,Madhepura,205,Shankarpur,1845,82.64145141451415,Semi-critical
Bihar,10,Madhepura,205,Singheshwar,1846,83.52309836108093,Semi-critical
Bihar,10,Madhepura,205,Udakishunganj,1847,89.21117900214253,Semi-critical
Bihar,10,Madhubani,206,Andhratharhi,1848,31.55786167254864,Safe
Bihar,10,Madhubani,206,Babu Barhi,1849,44.82320558966759,Safe
Bihar,10,Madhubani,206,Basopatti,1850,60.996305648344496,Safe
Bihar,10,Madhubani,206,Benipatti,1851,50.98610613741421,Safe
Bihar,10,Madhubani,206,Ghoghardiha,1853,65.72146903443448,Safe
Bihar,10,Madhubani,206,Harlakhi,1854,46.79268226231548,Safe
Bihar,10,Madhubani,206,Jainagar,1855,47.73198914,Safe
Bihar,10,Madhubani,206,Jhanjharpur,1856,41.08498020283412,Safe
Bihar,10,Madhubani,206,Kaluahi,1857,65.59331079879026,Safe
Bihar,10,Madhubani,206,Khajauli,1858,51.228446221354304,Safe
Bihar,10,Madhubani,206,Ladania,1859,49.75947891,Safe
Bihar,10,Madhubani,206,Lakhnaur,1860,63.24211473394751,Safe
Bihar,10,Madhubani,206,Laukaha (Khutauna),1861,37.63846324,Safe
Bihar,10,Madhubani,206,Laukahi,1862,39.79971960042183,Safe
Bihar,10,Madhubani,206,Madhepur,1863,47.105520400306325,Safe
Bihar,10,Madhubani,206,Madhwapur,1865,58.520286555748335,Safe
Bihar,10,Madhubani,206,Pandaul,1866,58.925457232766206,Safe
Bihar,10,Madhubani,206,Phulparas,1867,39.30943200061795,Safe
Bihar,10,Madhubani,206,Rajnagar,1868,57.16044671010187,Safe
Bihar,10,Munger,207,Asarganj,1869,65.42072857875834,Safe
Bihar,10,Munger,207,Bariyarpur,1870,22.49366079436613,Safe
Bihar,10,Munger,207,Dharhara,1871,18.104555107225245,Safe
Bihar,10,Munger,207,Jamalpur,1872,68.16462245,Safe
Bihar,10,Munger,207,Kharagpur,1873,47.62659031141166,Safe
Bihar,10,Munger,207,Munger Sadar,1874,60.99579362222181,Safe
Bihar,10,Munger,207,Sangrampur,1875,53.33854234492339,Safe
Bihar,10,Munger,207,Tarapur,1876,66.26868638112408,Safe
Bihar,10,Munger,207,Tetiabambar,1877,53.57832727970385,Safe
Bihar,10,Muzaffarpur,208,Aurai,1878,64.90735251970172,Safe
Bihar,10,Muzaffarpur,208,Bandra,1879,83.60293509206268,Semi-critical
Bihar,10,Muzaffarpur,208,Bochahan,1880,65.45449084968863,Safe
Bihar,10,Muzaffarpur,208,Gaighat,1881,58.25104000458293,Safe
Bihar,10,Muzaffarpur,208,Kanti,1882,50.95392471183609,Safe
Bihar,10,Muzaffarpur,208,Katra,1883,52.59929444042714,Safe
Bihar,10,Muzaffarpur,208,Kurhani,1884,64.74932897361593,Safe
Bihar,10,Muzaffarpur,208,Marwan,1885,58.419565624333394,Safe
Bihar,10,Muzaffarpur,208,Minapur,1886,65.66448318875169,Safe
Bihar,10,Muzaffarpur,208,Motipur,1887,37.872970548229326,Safe
Bihar,10,Muzaffarpur,208,Muraul,1888,62.68010480856794,Safe
Bihar,10,Muzaffarpur,208,Mushahari,1889,141.5636367602707,Over-exploited
Bihar,10,Muzaffarpur,208,Paroo,1890,58.01863222998257,Safe
Bihar,10,Muzaffarpur,208,Sahebganj,1891,66.38445431922118,Safe
Bihar,10,Muzaffarpur,208,Sakra,1892,101.57049884119694,Over-exploited
Bihar,10,Muzaffarpur,208,Saraiya,1893,59.00801959775956,Safe
Bihar,10,Nalanda,209,Asthawan,1894,66.90399806977409,Safe
Bihar,10,Nalanda,209,Biharsharif,1896,68.80893557911399,Safe
Bihar,10,Nalanda,209,Bind,1897,61.33379484526671,Safe
Bihar,10,Nalanda,209,Chandi,1898,67.97271969769467,Safe
Bihar,10,Nalanda,209,Ekangarsarai,1899,73.65137099,Semi-critical
Bihar,10,Nalanda,209,Giriak,1900,103.95077988297052,Over-exploited
Bihar,10,Nalanda,209,Harnaut,1901,67.22664838692471,Safe
Bihar,10,Nalanda,209,Hilsa,1902,62.04788762706126,Safe
Bihar,10,Nalanda,209,Islampur,1903,85.64105339180423,Semi-critical
Bihar,10,Nalanda,209,Karai Parsurai,1904,85.98935913682796,Semi-critical
Bihar,10,Nalanda,209,Katrisarai,1905,59.64147584259316,Safe
Bihar,10,Nalanda,209,Nagar Nausa,1906,59.53662225842109,Safe
Bihar,10,Nalanda,209,Noorsarai,1907,76.37662824739844,Semi-critical
Bihar,10,Nalanda,209,Parbalpur,1908,80.60112216990441,Semi-critical
Bihar,10,Nalanda,209,Rahui,1909,69.34201329576335,Safe
Bihar,10,Nalanda,209,Rajgir,1910,69.16812722958923,Safe
Bihar,10,Nalanda,209,Sarmera,1911,57.536492171208856,Safe
Bihar,10,Nalanda,209,Silao,1912,58.91123827334912,Safe
Bihar,10,Nalanda,209,Tharthari,1913,66.16423570717612,Safe
Bihar,10,Nawada,210,Akbarpur,1914,62.07647551936788,Safe
Bihar,10,Nawada,210,Gobindpur,1915,37.56082969984929,Safe
Bihar,10,Nawada,210,Hisua,1916,61.52755132496479,Safe
Bihar,10,Nawada,210,Kashichak,1917,32.53954642669787,Safe
Bihar,10,Nawada,210,Kawakole,1918,19.849262283262057,Safe
Bihar,10,Nawada,210,Mescaur,1919,91.36509207365891,Critical
Bihar,10,Nawada,210,Nardiganj,1920,65.18631823375475,Safe
Bihar,10,Nawada,210,Narhat,1921,60.63821836932964,Safe
Bihar,10,Nawada,210,Nawada,1922,72.90389801421918,Semi-critical
Bihar,10,Nawada,210,Pakri Barawan,1923,54.509752660908816,Safe
Bihar,10,Nawada,210,Rajauli,1924,65.26840887,Safe
Bihar,10,Nawada,210,Roh,1925,52.02139368566456,Safe
Bihar,10,Nawada,210,Sirdala,1926,59.77871036633853,Safe
Bihar,10,Nawada,210,Warisaliganj,1927,72.33359574886833,Semi-critical
Bihar,10,Pashchim Champaran,211,Bagaha-Ii,1929,35.21140983292897,Safe
Bihar,10,Pashchim Champaran,211,Bairia,1930,27.64451977846542,Safe
Bihar,10,Pashchim Champaran,211,Bettiah,1931,40.07415259937686,Safe
Bihar,10,Pashchim Champaran,211,Bhitaha,1932,35.97441109711262,Safe
Bihar,10,Pashchim Champaran,211,Chanpatia,1933,25.408536743326543,Safe
Bihar,10,Pashchim Champaran,211,Gaunaha,1934,48.9060406,Safe
Bihar,10,Pashchim Champaran,211,Jogapatti,1935,29.192329741254376,Safe
Bihar,10,Pashchim Champaran,211,Lauriya,1936,43.96245362876415,Safe
Bihar,10,Pashchim Champaran,211,Madhubani,1937,32.981811221062635,Safe
Bihar,10,Pashchim Champaran,211,Mainatand,1938,27.01876937889195,Safe
Bihar,10,Pashchim Champaran,211,Majhaulia,1939,34.52254597,Safe
Bihar,10,Pashchim Champaran,211,Narkatiaganj,1940,38.12230865758576,Safe
Bihar,10,Pashchim Champaran,211,Nautan,1941,37.58261936235947,Safe
Bihar,10,Pashchim Champaran,211,Piprasi,1942,26.73922491466853,Safe
Bihar,10,Pashchim Champaran,211,Ramnagar,1943,53.01409462027471,Safe
Bihar,10,Pashchim Champaran,211,Sikta,1944,25.45070841110885,Safe
Bihar,10,Pashchim Champaran,211,Thakrahan,1945,14.368422026154674,Safe
Bihar,10,Patna,212,Athamalgola,1946,82.22801690569736,Semi-critical
