as_on,state_name,state_code,district_name,district_code,block_name,block_code,sc_population,st_population,gen_population
01-04-2021,Haryana,6,Sonipat,75,Mundlana,557,35374,0,86295
01-04-2021,Haryana,6,Sonipat,75,Murthal,6778,30327,0,128087
01-04-2021,Haryana,6,Sonipat,75,Rai,558,27987,0,127348
01-04-2021,Haryana,6,Sonipat,75,Sonipat,559,29491,0,105924
01-04-2021,Haryana,6,Yamunanagar,76,Bilaspur,560,41318,0,85772
01-04-2021,Haryana,6,Yamunanagar,76,Chhachhrauli,561,32162,0,76051
01-04-2021,Haryana,6,Yamunanagar,76,Jagadhri,562,40262,0,72104
01-04-2021,Haryana,6,Yamunanagar,76,Khizrabad,7105,16739,0,100374
01-04-2021,Haryana,6,Yamunanagar,76,Radaur,564,29521,0,72365
01-04-2021,Haryana,6,Yamunanagar,76,Sadaura (Part),565,16606,640,37131
01-04-2021,Haryana,6,Yamunanagar,76,Saraswati Nagar,563,42625,0,66994
01-04-2021,Himachal Pradesh,2,Bilaspur,15,Ghumarwin,137,36776,1666,125307
01-04-2021,Himachal Pradesh,2,Bilaspur,15,Jhandutta,136,31067,3333,73156
01-04-2021,Himachal Pradesh,2,Bilaspur,15,Sadar,135,29145,527,83449
01-04-2021,Himachal Pradesh,2,Bilaspur,15,Swarghat,7089,16291,7206,33629
01-04-2021,Himachal Pradesh,2,Chamba,16,Bharmour,139,9027,47376,3690
01-04-2021,Himachal Pradesh,2,Chamba,16,Bhattiyat,138,22382,41512,73583
01-04-2021,Himachal Pradesh,2,Chamba,16,Chamba,140,25995,20149,39659
01-04-2021,Himachal Pradesh,2,Chamba,16,Mehla,141,20369,24559,51176
01-04-2021,Himachal Pradesh,2,Chamba,16,Pangi,142,2185,19798,244
01-04-2021,Himachal Pradesh,2,Chamba,16,Salooni,143,21733,11631,57793
01-04-2021,Himachal Pradesh,2,Chamba,16,Tissa,144,28286,11452,61976
01-04-2021,Himachal Pradesh,2,Hamirpur,17,Bamsan,145,21436,348,65559
01-04-2021,Himachal Pradesh,2,Hamirpur,17,Bhoranj,146,28172,861,71064
01-04-2021,Himachal Pradesh,2,Hamirpur,17,Bijhari,147,24251,384,74774
01-04-2021,Himachal Pradesh,2,Hamirpur,17,Hamirpur,148,11986,586,37054
01-04-2021,Himachal Pradesh,2,Hamirpur,17,Nadaun,149,22230,876,87132
01-04-2021,Himachal Pradesh,2,Hamirpur,17,Sujanpur,150,10619,49,26687
01-04-2021,Himachal Pradesh,2,Kangra,18,Baijnath,151,26183,16108,50056
01-04-2021,Himachal Pradesh,2,Kangra,18,Bhawarna,152,23392,18304,71028
01-04-2021,Himachal Pradesh,2,Kangra,18,Dehra,153,32021,1612,114059
01-04-2021,Himachal Pradesh,2,Kangra,18,Dharamshala,6504,8786,7867,45263
01-04-2021,Himachal Pradesh,2,Kangra,18,Fatehpur,154,32117,12,142686
01-04-2021,Himachal Pradesh,2,Kangra,18,Indora,155,33539,643,93175
01-04-2021,Himachal Pradesh,2,Kangra,18,Kangra,156,14754,1892,115700
01-04-2021,Himachal Pradesh,2,Kangra,18,Lambagaon,157,32897,259,67375
01-04-2021,Himachal Pradesh,2,Kangra,18,Nagrota Bagwan,158,12003,2152,94581
01-04-2021,Himachal Pradesh,2,Kangra,18,Nagrota Surian,159,29010,178,106760
01-04-2021,Himachal Pradesh,2,Kangra,18,Nurpur,160,29034,833,90337
01-04-2021,Himachal Pradesh,2,Kangra,18,Panchrukhi,161,33176,4581,41892
01-04-2021,Himachal Pradesh,2,Kangra,18,Pragpur,162,30735,842,88241
01-04-2021,Himachal Pradesh,2,Kangra,18,Rait,163,28353,12949,81774
01-04-2021,Himachal Pradesh,2,Kangra,18,Sullah (Bhedu Mahadev),164,24525,2724,95514
01-04-2021,Himachal Pradesh,2,Kinnaur,19,Kalpa,165,5186,22224,11221
01-04-2021,Himachal Pradesh,2,Kinnaur,19,Nichar,166,8548,16141,7309
01-04-2021,Himachal Pradesh,2,Kinnaur,19,Pooh,167,3133,17839,5590
01-04-2021,Himachal Pradesh,2,Kullu,20,Anni,168,25017,1084,53836
01-04-2021,Himachal Pradesh,2,Kullu,20,Banjar,169,20072,366,47997
01-04-2021,Himachal Pradesh,2,Kullu,20,Kullu,170,44087,9063,109855
01-04-2021,Himachal Pradesh,2,Kullu,20,Naggar,171,25959,10786,71334
01-04-2021,Himachal Pradesh,2,Kullu,20,Nirmand,172,32032,294,39494
01-04-2021,Himachal Pradesh,2,Lahul And Spiti,21,Lahaul,173,2090,20403,1831
01-04-2021,Himachal Pradesh,2,Lahul And Spiti,21,Spiti,174,565,11047,1161
01-04-2021,Himachal Pradesh,2,Mandi,22,Balh,175,45075,1999,60259
01-04-2021,Himachal Pradesh,2,Mandi,22,Balichowki,7349,30648,1023,64082
01-04-2021,Himachal Pradesh,2,Mandi,22,Chauntra,177,25910,2139,70615
01-04-2021,Himachal Pradesh,2,Mandi,22,Dharampur,178,20316,16,81455
01-04-2021,Himachal Pradesh,2,Mandi,22,Drang,179,19777,4648,80612
01-04-2021,Himachal Pradesh,2,Mandi,22,Gohar,176,31177,264,64384
01-04-2021,Himachal Pradesh,2,Mandi,22,Gopalpur,180,33417,2822,97708
01-04-2021,Himachal Pradesh,2,Mandi,22,Karsog,181,39697,777,89556
01-04-2021,Himachal Pradesh,2,Mandi,22,Sadar Mandi,182,35217,2509,88744
01-04-2021,Himachal Pradesh,2,Mandi,22,Seraj,183,13954,5,38543
01-04-2021,Himachal Pradesh,2,Mandi,22,Sundernagar,184,51626,1657,92044
01-04-2021,Himachal Pradesh,2,Shimla,23,Basantpur,185,14966,407,43613
01-04-2021,Himachal Pradesh,2,Shimla,23,Chauhara,186,19827,15,47942
01-04-2021,Himachal Pradesh,2,Shimla,23,Chopal,187,22595,1685,55569
01-04-2021,Himachal Pradesh,2,Shimla,23,Jubbal Kotkhai,188,22594,211,67552
01-04-2021,Himachal Pradesh,2,Shimla,23,Kupvi,7348,6399,3,12120
01-04-2021,Himachal Pradesh,2,Shimla,23,Mashobra,189,22798,292,53444
01-04-2021,Himachal Pradesh,2,Shimla,23,Nankhari,6538,9962,65,27602
01-04-2021,Himachal Pradesh,2,Shimla,23,Narkanda,190,15983,269,39493
01-04-2021,Himachal Pradesh,2,Shimla,23,Rampur,191,36597,2863,64265
01-04-2021,Himachal Pradesh,2,Shimla,23,Rohru,192,24558,336,57907
01-04-2021,Himachal Pradesh,2,Shimla,23,Theog,193,22397,37,60945
01-04-2021,Himachal Pradesh,2,Sirmaur,24,Nahan,194,29789,8955,51695
01-04-2021,Himachal Pradesh,2,Sirmaur,24,Pachhad,195,30491,130,42300
01-04-2021,Himachal Pradesh,2,Sirmaur,24,Paonta Sahib,196,59466,5220,165009
01-04-2021,Himachal Pradesh,2,Sirmaur,24,Rajgarh,197,24376,182,31068
01-04-2021,Himachal Pradesh,2,Sirmaur,24,Sangrah,198,37592,37,52638
01-04-2021,Himachal Pradesh,2,Sirmaur,24,Shillai,199,26289,26,57171
01-04-2021,Himachal Pradesh,2,Solan,25,Dharampur,200,42714,3173,65110
01-04-2021,Himachal Pradesh,2,Solan,25,Kandaghat,201,18228,384,27905
01-04-2021,Himachal Pradesh,2,Solan,25,Kunihar,202,29728,384,77996
01-04-2021,Himachal Pradesh,2,Solan,25,Nalagarh,203,52758,22937,134700
01-04-2021,Himachal Pradesh,2,Solan,25,Solan,204,30943,363,45621
01-04-2021,Himachal Pradesh,2,Una,26,Amb,205,25102,3179,72727
01-04-2021,Himachal Pradesh,2,Una,26,Dhundla,206,23848,993,59639
01-04-2021,Himachal Pradesh,2,Una,26,Gagret,207,26514,2147,71015
01-04-2021,Himachal Pradesh,2,Una,26,Haroli,208,20544,3475,85828
01-04-2021,Himachal Pradesh,2,Una,26,Una,209,34936,394,131555
01-04-2021,Jammu & Kashmir,1,Anantnag,1,Achabal,1,65,751,71580
01-04-2021,Jammu & Kashmir,1,Anantnag,1,Anantnag,6861,24,24,63371
01-04-2021,Jammu & Kashmir,1,Anantnag,1,Bijbehara,7020,0,1796,83266
01-04-2021,Jammu & Kashmir,1,Anantnag,1,Breng,2,10,13977,64778
01-04-2021,Jammu & Kashmir,1,Anantnag,1,Chattergul,7021,0,12412,21448
01-04-2021,Jammu & Kashmir,1,Anantnag,1,Dachnipora,3,0,7709,72302
01-04-2021,Jammu & Kashmir,1,Anantnag,1,Hiller Shahabad,7022,10,5540,22068
01-04-2021,Jammu & Kashmir,1,Anantnag,1,Koviripora,6,0,4124,85731
01-04-2021,Jammu & Kashmir,1,Anantnag,1,Larnoo,7035,394,16219,42146
01-04-2021,Jammu & Kashmir,1,Anantnag,1,Pahalgam,7034,0,10840,31239
01-04-2021,Jammu & Kashmir,1,Anantnag,1,Qazigund,6712,0,1425,29813
01-04-2021,Jammu & Kashmir,1,Anantnag,1,Sagam,7036,175,5320,37025
01-04-2021,Jammu & Kashmir,1,Anantnag,1,Shahabad,11,0,275,52277
01-04-2021,Jammu & Kashmir,1,Anantnag,1,Shangus,12,238,4088,43524
01-04-2021,Jammu & Kashmir,1,Anantnag,1,Verinag,7033,0,6996,34375
01-04-2021,Jammu & Kashmir,1,Anantnag,1,Vessu,7032,0,3,48293
01-04-2021,Jammu & Kashmir,1,Bandipora,623,Aloosa,6908,4060,17699,32416
01-04-2021,Jammu & Kashmir,1,Bandipora,623,Arin,6910,0,21458,17768
01-04-2021,Jammu & Kashmir,1,Bandipora,623,Baktoor,6914,0,3359,512
01-04-2021,Jammu & Kashmir,1,Bandipora,623,Bandipora,21,1800,17734,52485
01-04-2021,Jammu & Kashmir,1,Bandipora,623,Bonokoot,6909,0,13205,20092
01-04-2021,Jammu & Kashmir,1,Bandipora,623,Ganastan,6912,0,0,10461
01-04-2021,Jammu & Kashmir,1,Bandipora,623,Gurez,24,0,13597,1385
01-04-2021,Jammu & Kashmir,1,Bandipora,623,Hajin,25,136,3305,75552
01-04-2021,Jammu & Kashmir,1,Bandipora,623,Naidkhai,6911,0,0,33568
01-04-2021,Jammu & Kashmir,1,Bandipora,623,Nowgam,6913,0,0,12939
01-04-2021,Jammu & Kashmir,1,Bandipora,623,Sumbal,32,0,0,33101
01-04-2021,Jammu & Kashmir,1,Bandipora,623,Tulail,6545,12,17032,1638
01-04-2021,Jammu & Kashmir,1,Baramulla,3,Baramulla,22,0,4928,46512
01-04-2021,Jammu & Kashmir,1,Baramulla,3,Bijhama,7006,0,2561,21927
01-04-2021,Jammu & Kashmir,1,Baramulla,3,Boniyar,23,1,4869,18815
01-04-2021,Jammu & Kashmir,1,Baramulla,3,Chandil Wanigam,7007,0,79,7851
01-04-2021,Jammu & Kashmir,1,Baramulla,3,Hardabora,7008,0,73,15070
01-04-2021,Jammu & Kashmir,1,Baramulla,3,Kangroosa(Kandi Rafiabad),7009,0,150,9570
01-04-2021,Jammu & Kashmir,1,Baramulla,3,Khaipora,7010,0,0,11203
01-04-2021,Jammu & Kashmir,1,Baramulla,3,Kunzer,26,0,0,22770
01-04-2021,Jammu & Kashmir,1,Baramulla,3,Lolpora,7011,0,0,17019
01-04-2021,Jammu & Kashmir,1,Baramulla,3,Nadihal,7012,0,97,35671
01-04-2021,Jammu & Kashmir,1,Baramulla,3,Narwah,7013,25,3086,34202
01-04-2021,Jammu & Kashmir,1,Baramulla,3,Noorkhah,7014,0,2205,20964
01-04-2021,Jammu & Kashmir,1,Baramulla,3,Paranpillan,7015,24,10405,47244
01-04-2021,Jammu & Kashmir,1,Baramulla,3,Pattan,27,0,81,91069
01-04-2021,Jammu & Kashmir,1,Baramulla,3,Rafiabad,28,0,0,31932
01-04-2021,Jammu & Kashmir,1,Baramulla,3,Rohama,29,0,1152,39096
01-04-2021,Jammu & Kashmir,1,Baramulla,3,Sangrama,7016,0,0,44310
01-04-2021,Jammu & Kashmir,1,Baramulla,3,Sherabad Khore,7017,0,6,23521
01-04-2021,Jammu & Kashmir,1,Baramulla,3,Singhpora,30,8,15,71468
01-04-2021,Jammu & Kashmir,1,Baramulla,3,Sopore,31,0,0,28228
01-04-2021,Jammu & Kashmir,1,Baramulla,3,Tangmarg,33,3,517,28611
01-04-2021,Jammu & Kashmir,1,Baramulla,3,Tujjar Sharief,7018,0,392,50962
01-04-2021,Jammu & Kashmir,1,Baramulla,3,Uri,34,75,9671,25839
01-04-2021,Jammu & Kashmir,1,Baramulla,3,Wagoora,35,0,574,91711
01-04-2021,Jammu & Kashmir,1,Baramulla,3,Wailo,7019,0,0,14988
01-04-2021,Jammu & Kashmir,1,Baramulla,3,Zaingeer,36,0,0,66450
01-04-2021,Jammu & Kashmir,1,Budgam,2,B.K.Pora,13,0,319,100381
01-04-2021,Jammu & Kashmir,1,Budgam,2,Beerwah,15,0,0,63430
01-04-2021,Jammu & Kashmir,1,Budgam,2,Budgam,14,0,191,60870
01-04-2021,Jammu & Kashmir,1,Budgam,2,Chadoora,16,3,350,85537
01-04-2021,Jammu & Kashmir,1,Budgam,2,Charisharief,6919,0,199,18314
01-04-2021,Jammu & Kashmir,1,Budgam,2,Khag,17,16,1710,66425
01-04-2021,Jammu & Kashmir,1,Budgam,2,Khan-Sahib,18,0,9481,65478
01-04-2021,Jammu & Kashmir,1,Budgam,2,Nagam,19,0,1019,61707
01-04-2021,Jammu & Kashmir,1,Budgam,2,Narbal,20,0,0,30366
01-04-2021,Jammu & Kashmir,1,Budgam,2,Pakherpora,6918,0,2814,23612
01-04-2021,Jammu & Kashmir,1,Budgam,2,Parnewa,6915,0,7,36776
01-04-2021,Jammu & Kashmir,1,Budgam,2,Rathsun,6922,0,0,31995
01-04-2021,Jammu & Kashmir,1,Budgam,2,S K Pora,6923,0,0,27683
01-04-2021,Jammu & Kashmir,1,Budgam,2,Soibugh,6921,0,51,49227
01-04-2021,Jammu & Kashmir,1,Budgam,2,Sukhnag Hard Panzoo,6916,0,3179,33690
01-04-2021,Jammu & Kashmir,1,Budgam,2,Surasyar,6920,0,5558,44899
01-04-2021,Jammu & Kashmir,1,Budgam,2,Waterhail,6917,0,0,19980
01-04-2021,Jammu & Kashmir,1,Doda,4,Assar,37,7120,4847,36460
01-04-2021,Jammu & Kashmir,1,Doda,4,Bhaderwah,39,15624,4931,50772
01-04-2021,Jammu & Kashmir,1,Doda,4,Bhagwah,40,1201,2289,46344
01-04-2021,Jammu & Kashmir,1,Doda,4,Bhalessa (Gandoh),41,2704,11357,21746
01-04-2021,Jammu & Kashmir,1,Doda,4,Bhalla,6987,5365,819,16327
01-04-2021,Jammu & Kashmir,1,Doda,4,Changa,6989,2395,14286,23013
01-04-2021,Jammu & Kashmir,1,Doda,4,Chilli Pingal,6991,518,6543,8146
01-04-2021,Jammu & Kashmir,1,Doda,4,Chiralla,6985,1506,1090,9387
01-04-2021,Jammu & Kashmir,1,Doda,4,Dali Udhyanpur,6988,1561,2091,27892
01-04-2021,Jammu & Kashmir,1,Doda,4,Ghat Doda,43,3070,433,26017
01-04-2021,Jammu & Kashmir,1,Doda,4,Gundna,45,2795,1451,19506
01-04-2021,Jammu & Kashmir,1,Doda,4,Jakyas,6990,798,6131,12489
01-04-2021,Jammu & Kashmir,1,Doda,4,Kahara,6986,1469,8322,37350
01-04-2021,Jammu & Kashmir,1,Doda,4,Kastigarh,6983,4990,750,30359
01-04-2021,Jammu & Kashmir,1,Doda,4,Khellani,6984,2871,59,8194
01-04-2021,Jammu & Kashmir,1,Doda,4,Marmat,48,2702,79,16679
01-04-2021,Jammu & Kashmir,1,Doda,4,Thathri,54,7219,8037,29394
01-04-2021,Jammu & Kashmir,1,Ganderbal,626,Ganderbal,119,1,3018,50684
01-04-2021,Jammu & Kashmir,1,Ganderbal,626,Gund,6887,0,14127,16117
01-04-2021,Jammu & Kashmir,1,Ganderbal,626,Kangan,120,15,26553,38948
01-04-2021,Jammu & Kashmir,1,Ganderbal,626,Lar,121,20,2081,44654
01-04-2021,Jammu & Kashmir,1,Ganderbal,626,Safapora,6886,0,64,13769
01-04-2021,Jammu & Kashmir,1,Ganderbal,626,Sherpathri,6885,0,0,21016
01-04-2021,Jammu & Kashmir,1,Ganderbal,626,Wakoora,6546,10,235,37876
01-04-2021,Jammu & Kashmir,1,Jammu,5,Akhnoor,56,23353,1776,41907
01-04-2021,Jammu & Kashmir,1,Jammu,5,Arnia,6862,11349,1258,15484
01-04-2021,Jammu & Kashmir,1,Jammu,5,Bhalwal,57,31063,5925,58896
01-04-2021,Jammu & Kashmir,1,Jammu,5,Bhalwal Brahmana,6863,20974,1050,32389
01-04-2021,Jammu & Kashmir,1,Jammu,5,Bishnah,58,34116,1819,49957
01-04-2021,Jammu & Kashmir,1,Jammu,5,Chowki Choura,6865,990,270,16328
01-04-2021,Jammu & Kashmir,1,Jammu,5,Dansal,59,11299,6891,17171
01-04-2021,Jammu & Kashmir,1,Jammu,5,Kharah Bali,6979,3111,186,13786
01-04-2021,Jammu & Kashmir,1,Jammu,5,Khour,60,18858,167,37992
01-04-2021,Jammu & Kashmir,1,Jammu,5,Maira Mandrian,6864,6059,1197,16328
01-04-2021,Jammu & Kashmir,1,Jammu,5,Mandal Phallian,6868,15197,1785,16308
01-04-2021,Jammu & Kashmir,1,Jammu,5,Marh,61,29653,3058,48759
01-04-2021,Jammu & Kashmir,1,Jammu,5,Mathwar,6981,6124,4818,13336
01-04-2021,Jammu & Kashmir,1,Jammu,5,Miran Sahib,7037,25476,2843,35877
01-04-2021,Jammu & Kashmir,1,Jammu,5,Nagrota,6867,11462,13964,26819
01-04-2021,Jammu & Kashmir,1,Jammu,5,Pargwal,6980,5636,15,9383
01-04-2021,Jammu & Kashmir,1,Jammu,5,R.S.Pura,63,19374,971,33391
01-04-2021,Jammu & Kashmir,1,Jammu,5,Samwan,6866,3292,88,17906
01-04-2021,Jammu & Kashmir,1,Jammu,5,Satwari,65,5867,10555,53704
01-04-2021,Jammu & Kashmir,1,Jammu,5,Suchetgarh,6982,16415,1768,35503
01-04-2021,Jammu & Kashmir,1,Kathua,7,Baggan,6969,1653,2149,14816
01-04-2021,Jammu & Kashmir,1,Kathua,7,Bani,74,6976,7941,24066
01-04-2021,Jammu & Kashmir,1,Kathua,7,Barnoti,75,26578,8178,73458
01-04-2021,Jammu & Kashmir,1,Kathua,7,Basohli,76,5225,2041,23073
01-04-2021,Jammu & Kashmir,1,Kathua,7,Bhoond,6970,2845,1609,14850
01-04-2021,Jammu & Kashmir,1,Kathua,7,Billawar,77,10205,2475,32221
01-04-2021,Jammu & Kashmir,1,Kathua,7,Dhar Mahanpur,6972,2308,957,12157
01-04-2021,Jammu & Kashmir,1,Kathua,7,Dinga Amb,6977,2578,1325,12298
01-04-2021,Jammu & Kashmir,1,Kathua,7,Duggain,6968,5621,4468,15178
01-04-2021,Jammu & Kashmir,1,Kathua,7,Duggan,78,5596,6837,15092
01-04-2021,Jammu & Kashmir,1,Kathua,7,Hiranagar,80,10499,2994,41941
01-04-2021,Jammu & Kashmir,1,Kathua,7,Kathua,81,9961,5453,38833
01-04-2021,Jammu & Kashmir,1,Kathua,7,Keerian Gandyal,6975,9287,4419,23887
01-04-2021,Jammu & Kashmir,1,Kathua,7,Lohai-Malhar,82,2589,4329,12865
01-04-2021,Jammu & Kashmir,1,Kathua,7,Mahanpur,6971,3739,4205,21956
01-04-2021,Jammu & Kashmir,1,Kathua,7,Mandli,6973,6170,788,12052
01-04-2021,Jammu & Kashmir,1,Kathua,7,Marheen,6978,14217,3040,28011
01-04-2021,Jammu & Kashmir,1,Kathua,7,Nagri,6976,13590,2421,12565
01-04-2021,Jammu & Kashmir,1,Kathua,7,Nagrota Gujroo,6974,8663,2038,27643
01-04-2021,Jammu & Kashmir,1,Kishtwar,620,Bunjwah,6904,150,800,19375
01-04-2021,Jammu & Kashmir,1,Kishtwar,620,Dachan,42,0,182,26772
01-04-2021,Jammu & Kashmir,1,Kishtwar,620,Drabshalla,44,3262,6323,31756
01-04-2021,Jammu & Kashmir,1,Kishtwar,620,Inderwal,46,982,4762,16263
01-04-2021,Jammu & Kashmir,1,Kishtwar,620,Kishtwar,47,3434,63,27571
01-04-2021,Jammu & Kashmir,1,Kishtwar,620,Marwah,49,0,636,22690
01-04-2021,Jammu & Kashmir,1,Kishtwar,620,Mugalmaidan,6905,1624,2206,27486
01-04-2021,Jammu & Kashmir,1,Kishtwar,620,Nagsani,50,1794,6689,21397
01-04-2021,Jammu & Kashmir,1,Kishtwar,620,Padder,51,2026,1489,22224
01-04-2021,Jammu & Kashmir,1,Kishtwar,620,Palmar,6901,626,712,16834
01-04-2021,Jammu & Kashmir,1,Kishtwar,620,Thakrie,6903,1198,2675,12905
01-04-2021,Jammu & Kashmir,1,Kishtwar,620,Trigam,6902,927,545,6910
01-04-2021,Jammu & Kashmir,1,Kishtwar,620,Warwan,55,0,110,12821
01-04-2021,Jammu & Kashmir,1,Kulgam,622,Behibagh,6893,0,100,46694
01-04-2021,Jammu & Kashmir,1,Kulgam,622,Devsar,4,0,1347,61298
01-04-2021,Jammu & Kashmir,1,Kulgam,622,Dhpora,5,0,2943,36710
01-04-2021,Jammu & Kashmir,1,Kulgam,622,Dk Marg,6894,0,3512,26433
01-04-2021,Jammu & Kashmir,1,Kulgam,622,Frisal,6891,0,134,21868
01-04-2021,Jammu & Kashmir,1,Kulgam,622,Kulgam,7,0,74,57389
01-04-2021,Jammu & Kashmir,1,Kulgam,622,Kund,6889,0,3415,19652
01-04-2021,Jammu & Kashmir,1,Kulgam,622,Manzgam,6890,20,9052,25713
01-04-2021,Jammu & Kashmir,1,Kulgam,622,Pahloo,8,0,5163,38719
01-04-2021,Jammu & Kashmir,1,Kulgam,622,Pombay,6892,0,21,31588
01-04-2021,Jammu & Kashmir,1,Kulgam,622,Qaimoh,9,0,235,56755
01-04-2021,Jammu & Kashmir,1,Kupwara,8,Drugmulla,6996,0,575,22696
01-04-2021,Jammu & Kashmir,1,Kupwara,8,Handwara,7002,0,1020,32291
01-04-2021,Jammu & Kashmir,1,Kupwara,8,Hayhama,6998,140,7775,58250
01-04-2021,Jammu & Kashmir,1,Kupwara,8,Herri Qadirabad,6995,0,9256,42334
01-04-2021,Jammu & Kashmir,1,Kupwara,8,Kalaroos,83,54,18396,41869
01-04-2021,Jammu & Kashmir,1,Kupwara,8,Keran,6992,0,388,8948
01-04-2021,Jammu & Kashmir,1,Kupwara,8,Kralpora,84,0,2972,46011
01-04-2021,Jammu & Kashmir,1,Kupwara,8,Kupwara,85,40,1239,49178
01-04-2021,Jammu & Kashmir,1,Kupwara,8,Langate,86,29,352,34383
01-04-2021,Jammu & Kashmir,1,Kupwara,8,Machil,6999,45,687,18457
01-04-2021,Jammu & Kashmir,1,Kupwara,8,Magam,7001,0,1134,23271
01-04-2021,Jammu & Kashmir,1,Kupwara,8,Mawer Qalamabad,7003,47,3526,58157
01-04-2021,Jammu & Kashmir,1,Kupwara,8,Meelyaal,6993,18,3055,24850
01-04-2021,Jammu & Kashmir,1,Kupwara,8,Natnusa,6997,147,539,30669
01-04-2021,Jammu & Kashmir,1,Kupwara,8,Qazibad,7004,16,1546,54442
01-04-2021,Jammu & Kashmir,1,Kupwara,8,Rajwar,87,0,8027,28047
01-04-2021,Jammu & Kashmir,1,Kupwara,8,Ramhal,88,10,2040,33324
01-04-2021,Jammu & Kashmir,1,Kupwara,8,Redii Chowkibal,6994,48,5373,29816
01-04-2021,Jammu & Kashmir,1,Kupwara,8,Sogam,89,239,8930,91937
01-04-2021,Jammu & Kashmir,1,Kupwara,8,Tangdar,90,696,7531,27492
01-04-2021,Jammu & Kashmir,1,Kupwara,8,Taratpora,7000,0,4559,22882
01-04-2021,Jammu & Kashmir,1,Kupwara,8,Teethwal,91,12,6905,19751
01-04-2021,Jammu & Kashmir,1,Kupwara,8,Trehgam,92,0,2839,19963
01-04-2021,Jammu & Kashmir,1,Kupwara,8,Wavoora,93,107,14706,61712
01-04-2021,Jammu & Kashmir,1,Poonch,10,Balakote,100,210,19484,29129
01-04-2021,Jammu & Kashmir,1,Poonch,10,Bufliaz,101,864,18530,36452
01-04-2021,Jammu & Kashmir,1,Poonch,10,Lassana,6967,0,17883,20477
01-04-2021,Jammu & Kashmir,1,Poonch,10,Loran,6965,0,7153,23828
01-04-2021,Jammu & Kashmir,1,Poonch,10,Mandi,102,428,7980,36563
01-04-2021,Jammu & Kashmir,1,Poonch,10,Mankote,6966,160,24923,21636
01-04-2021,Jammu & Kashmir,1,Poonch,10,Mendhar,103,497,45433,67861
01-04-2021,Jammu & Kashmir,1,Poonch,10,Nangali Sahib Sain Baba Miran,6963,0,18512,18822
01-04-2021,Jammu & Kashmir,1,Poonch,10,Poonch,104,314,45113,49496
01-04-2021,Jammu & Kashmir,1,Poonch,10,Sathra,6964,180,14504,27996
01-04-2021,Jammu & Kashmir,1,Poonch,10,Surankote,105,391,29073,30985
01-04-2021,Jammu & Kashmir,1,Pulwama,11,Achgoza,7088,0,9583,13882
01-04-2021,Jammu & Kashmir,1,Pulwama,11,Aripal,6898,445,5468,22107
01-04-2021,Jammu & Kashmir,1,Pulwama,11,Awantipora,6895,48,353,52168
01-04-2021,Jammu & Kashmir,1,Pulwama,11,Dadsara,6899,350,161,32171
01-04-2021,Jammu & Kashmir,1,Pulwama,11,Kakapora,106,0,57,56001
01-04-2021,Jammu & Kashmir,1,Pulwama,11,Litter,6897,0,207,38960
01-04-2021,Jammu & Kashmir,1,Pulwama,11,Newa,6896,4,536,46162
01-04-2021,Jammu & Kashmir,1,Pulwama,11,Pampore,108,0,1165,53524
01-04-2021,Jammu & Kashmir,1,Pulwama,11,Pulwama,109,0,341,74339
01-04-2021,Jammu & Kashmir,1,Pulwama,11,Shadimarg,6900,0,648,44686
01-04-2021,Jammu & Kashmir,1,Pulwama,11,Tral,111,291,6892,37510
01-04-2021,Jammu & Kashmir,1,Rajouri,12,Budhal,112,818,41565,24623
01-04-2021,Jammu & Kashmir,1,Rajouri,12,Budhal New,6953,1159,9936,8649
01-04-2021,Jammu & Kashmir,1,Rajouri,12,Darhal,113,120,20907,31681
01-04-2021,Jammu & Kashmir,1,Rajouri,12,Dhangri,6959,3723,13846,19871
01-04-2021,Jammu & Kashmir,1,Rajouri,12,Doongi,6701,5042,22198,18178
01-04-2021,Jammu & Kashmir,1,Rajouri,12,Kalakote,114,7908,18843,15591
01-04-2021,Jammu & Kashmir,1,Rajouri,12,Khawas,6954,1473,19135,12632
01-04-2021,Jammu & Kashmir,1,Rajouri,12,Lamberi,6961,1489,3945,11930
01-04-2021,Jammu & Kashmir,1,Rajouri,12,Manjakote,115,96,10189,31130
01-04-2021,Jammu & Kashmir,1,Rajouri,12,Moughla,6957,4473,13000,14750
01-04-2021,Jammu & Kashmir,1,Rajouri,12,Nowshera,116,11008,771,22501
01-04-2021,Jammu & Kashmir,1,Rajouri,12,Panjgrain,6955,1494,8471,10861
01-04-2021,Jammu & Kashmir,1,Rajouri,12,Plangarh,6962,471,17511,25259
01-04-2021,Jammu & Kashmir,1,Rajouri,12,Qilla Darhal,6956,5465,11626,6427
01-04-2021,Jammu & Kashmir,1,Rajouri,12,Rajouri,117,3075,28683,27136
01-04-2021,Jammu & Kashmir,1,Rajouri,12,Seri,6958,6598,3663,9133
01-04-2021,Jammu & Kashmir,1,Rajouri,12,Siot,6960,2179,5899,21801
01-04-2021,Jammu & Kashmir,1,Rajouri,12,Sunderbani,118,4352,5358,35097
01-04-2021,Jammu & Kashmir,1,Rajouri,12,Thanamandi,6539,0,22734,19777
01-04-2021,Jammu & Kashmir,1,Ramban,621,Banihal,38,0,5878,53437
01-04-2021,Jammu & Kashmir,1,Ramban,621,Batote,6946,5694,5342,15699
01-04-2021,Jammu & Kashmir,1,Ramban,621,Gandhri,6951,1155,2488,10879
