year,state_code,state_name,district_code,district_name,block_code,block_name,total_population,total_households,hh_non_farm_activities,total_shgs,total_shgs_accessed_bank_loans,total_hhs_mobilizedinto_pgs,anaemic_pregnant_women,anaemic_adolescent_girls,hh_kutcha_wall_roof,hhs_availing_benefits_PMUY,tot_area_irrigated,tot_area_unirrigated,num_vill_no_elec,num_vill_elec_1_4_hrs,num_vill_elec_4_8_hrs,num_vill_elec_8_12_hrs,num_vill_elec_mt_12_hrs,pop_all_weather_road,vill_all_weather_road,total_vill_rain_water_harvesting_system,total_bc_w_internet,total_villages,total_vill_survey_completed
2020,6,Haryana,58,Ambala,447,Ambala-I,157185,31057,11401,849,341,501,365,289,1438,5766,24155.066,4058,0,0,0,13,0,147215,120,85,26,129,129
2020,6,Haryana,58,Ambala,448,Ambala-Ii,35537,8855,1740,244,56,17,31,38,264,1555,2123.9599999999996,695,0,0,0,4,0,35537,18,8,3,18,18
2020,6,Haryana,58,Ambala,449,Barara,137465,26472,15320,529,281,0,31,30,1514,4733,22650.99,1469,1,0,0,1,1,133308,72,47,28,76,76
2020,6,Haryana,58,Ambala,450,Naraingarh,159403,23797,9493,569,113,127,128,65,2550,3072,26244.940000000002,4020,0,0,1,1,0,141856,91,73,39,105,105
2020,6,Haryana,58,Ambala,451,Saha,119109,23330,9533,180,62,188,76,53,1368,4279,16575.019999999997,691,0,0,0,2,0,115502,66,37,24,68,68
2020,6,Haryana,58,Ambala,452,Shahzadpur,161564,29317,5895,185,1,49,168,1,1456,944,16251.705,1507,0,0,1,12,0,89711,52,29,11,87,87
2020,6,Haryana,701,Charki Dadri,453,Badhra,150949,28272,5780,57,3,2,412,144,542,5144,46460.75,2825,0,0,1,29,0,139833,53,27,16,57,57
2020,6,Haryana,59,Bhiwani,454,Bawani Khera,229861,45871,8488,981,421,98,486,428,648,11901,61483.0,2388,0,0,2,4,0,220616,46,40,18,47,47
2020,6,Haryana,59,Bhiwani,455,Behal,80295,14787,2328,233,23,54,164,144,312,2169,25016.63,2778,0,0,0,1,0,78162,30,28,1,31,31
2020,6,Haryana,59,Bhiwani,456,Bhiwani,466291,100917,30655,1339,750,2142,670,1222,4755,22159,67534.191,22775,0,0,3,47,0,449666,86,39,21,95,95
2020,6,Haryana,59,Bhiwani,459,Kairu,115561,24178,10679,348,30,9,672,464,210,4885,15635.0,14845,0,0,0,13,0,114195,39,16,15,40,40
2020,6,Haryana,59,Bhiwani,460,Loharu,124933,22134,4827,294,56,91,194,144,374,6052,34134.0,9418,0,0,0,13,0,121108,50,21,10,53,53
2020,6,Haryana,59,Bhiwani,461,Siwani,108992,20496,2076,427,45,7,166,269,456,4273,21088.4,32719,0,1,1,25,0,107081,43,15,3,45,45
2020,6,Haryana,59,Bhiwani,462,Tosham,283594,51280,13949,613,338,907,305,755,2589,16155,52055.429123,29908,0,0,8,18,0,267144,58,50,6,62,62
2020,6,Haryana,60,Faridabad,463,Ballabgarh,201449,46306,6742,369,174,246,552,400,1260,4325,11743.313999999998,3569,5,2,4,22,5,167404,37,24,9,49,49
2020,6,Haryana,60,Faridabad,464,Faridabad,121587,19629,7935,206,56,438,285,99,339,3941,5154.494500000001,696,0,0,1,24,0,107685,30,21,7,39,39
2020,6,Haryana,619,Palwal,465,Hassanpur,156922,16424,5126,55,1,13,119,13,874,1438,5098.08,7,2,0,1,35,2,108321,27,10,1,51,51
2020,6,Haryana,619,Palwal,466,Hathin,435658,57282,14081,698,277,1789,2241,2519,5683,17123,26415.37,3945,0,0,4,62,0,384360,81,73,7,93,93
2020,6,Haryana,619,Palwal,467,Hodal,257819,46340,14759,248,11,7,97,40,2321,2660,15813.772,1124,0,0,1,12,0,253248,36,16,12,39,39
2020,6,Haryana,619,Palwal,468,Palwal,121782,21423,7269,275,72,781,182,40,1076,681,13016.017,123,2,1,7,30,2,104989,37,12,8,48,48
2020,6,Haryana,61,Fatehabad,469,Bhattu Kalan,106620,21039,7424,297,207,0,653,0,1481,3153,34154.0,2088,1,0,0,0,1,101619,28,18,16,30,30
2020,6,Haryana,61,Fatehabad,470,Bhuna,170563,32723,12300,289,201,311,56,21,2020,3427,29447.0,8882,0,0,0,13,0,149453,33,3,18,36,36
2020,6,Haryana,61,Fatehabad,471,Fatehabad,195832,37351,11420,918,591,727,243,241,1601,7854,48245.352,7006,3,1,0,10,3,143618,62,39,34,78,78
2020,6,Haryana,61,Fatehabad,472,Jakhal,75859,11143,5914,489,229,135,100,32,1061,4445,13294.33,2535,0,2,1,8,0,51473,20,14,5,27,27
2020,6,Haryana,61,Fatehabad,473,Ratia,168391,24424,9944,807,480,805,340,547,2419,8268,42423.239,2971,1,0,4,4,1,147573,51,30,14,62,62
2020,6,Haryana,61,Fatehabad,474,Tohana,154154,29621,12394,948,394,632,557,850,3896,7123,21091.953404000004,11191,0,1,1,20,0,132614,44,33,17,54,54
2020,6,Haryana,62,Gurugram,475,Farrukh Nagar,120486,22907,8661,375,56,357,80,37,17,2414,17384.45,1273,1,0,0,8,1,107676,45,27,21,53,53
2020,6,Haryana,604,Nuh,476,Ferozepur Jhirka,253472,32920,9187,525,69,853,1541,935,2206,10624,18619.23,4513,0,0,2,48,0,179661,49,24,18,67,67
2020,6,Haryana,62,Gurugram,477,Gurgaon,26243,4189,1701,74,34,2,20,2,17,249,1661.2,483,0,0,1,0,0,26243,10,9,3,10,10
2020,6,Haryana,604,Nuh,478,Nagina,193165,25732,5066,447,169,469,1111,204,3542,5580,8596.869999999999,8533,0,1,16,39,0,114350,30,7,8,57,57
2020,6,Haryana,604,Nuh,479,Nuh,342896,44443,12569,570,218,352,1655,979,1660,7477,7476.97,3745,8,4,18,32,8,265208,45,22,12,70,70
2020,6,Haryana,62,Gurugram,480,Pataudi,183216,34068,10984,716,307,190,83,119,167,2085,15199.675899999998,887,1,2,1,40,1,151932,68,48,9,91,91
2020,6,Haryana,604,Nuh,481,Punahana,432324,43530,3115,516,25,43,921,1979,4973,17789,17474.29,1585,2,0,1,48,2,416434,59,45,51,63,63
2020,6,Haryana,62,Gurugram,482,Sohna,83881,15109,7962,181,38,45,161,21,53,2424,7161.0,869,0,0,0,15,0,77436,42,36,12,47,47
2020,6,Haryana,604,Nuh,483,Taoru,239660,33512,10703,921,672,95,264,86,639,9438,13672.470000000001,473,0,0,0,58,0,233730,77,19,29,84,84
2020,6,Haryana,63,Hisar,484,Adampur,165895,28574,10549,125,18,86,131,110,719,5042,50735.14,3510,0,0,0,4,0,165895,30,30,18,30,30
2020,6,Haryana,63,Hisar,485,Agroha,112730,22455,6788,83,17,0,82,63,1092,2734,27844.0,3099,0,0,0,19,0,84660,15,16,9,23,23
2020,6,Haryana,63,Hisar,486,Barwala,202508,37676,13097,155,38,298,474,427,3179,11284,34183.43,4540,0,0,3,27,0,195431,41,23,9,43,43
2020,6,Haryana,63,Hisar,487,Hansi-I,272771,52256,12093,156,53,378,943,760,1873,4669,56186.520000000004,5238,0,1,4,12,0,233251,53,41,13,58,58
2020,6,Haryana,63,Hisar,488,Hansi-Ii,93476,15819,5533,115,18,25,151,104,1839,2105,23680.0,1558,0,0,0,17,0,93356,19,20,10,20,20
2020,6,Haryana,63,Hisar,489,Hisar-I,227166,47581,15010,294,229,659,395,345,2711,7331,35126.04,8323,0,1,2,20,0,227166,48,37,12,48,48
2020,6,Haryana,63,Hisar,490,Hisar-Ii,195403,35809,11872,283,85,500,502,697,1364,11154,29997.07,10625,0,0,1,20,0,194304,45,34,18,46,46
2020,6,Haryana,63,Hisar,491,Narnaund,145674,29445,10446,313,258,197,225,176,4262,10642,27464.152467,3000,0,2,0,7,0,145674,32,23,9,32,32
2020,6,Haryana,63,Hisar,492,Uklana,113512,28013,6516,16,1,18,452,785,1126,5544,12689.32,272,0,0,0,6,0,59366,9,6,3,18,18
2020,6,Haryana,64,Jhajjar,493,Bahadurgarh,265876,47939,18655,525,323,330,198,125,127,5779,46140.0,9704,0,0,1,16,0,262607,49,16,39,50,50
2020,6,Haryana,64,Jhajjar,494,Beri,195278,35433,6289,488,274,636,42,43,303,6524,18231.84,7360,0,0,0,13,0,193538,38,21,18,39,39
2020,6,Haryana,64,Jhajjar,495,Jhajjar,135052,26879,7769,416,333,532,396,154,540,4152,23355.0,4013,0,2,3,34,0,115230,41,30,15,52,52
2020,6,Haryana,64,Jhajjar,496,Matannail,186218,37519,11879,364,261,469,295,1521,707,7293,18170.75,3695,1,2,0,29,1,160762,39,28,27,47,47
2020,6,Haryana,64,Jhajjar,497,Salhawas,83374,18505,6763,275,154,635,53,125,142,2219,20085.46,2141,0,2,0,16,0,81788,27,22,14,29,29
2020,6,Haryana,65,Jind,498,Alewa,111493,23969,3225,168,6,307,0,0,102,959,20910.0,133,0,0,0,0,0,111493,20,17,16,20,20
2020,6,Haryana,65,Jind,499,Jind,231492,43378,12418,693,228,78,67,20,467,12021,11509.0,401,0,0,0,71,0,228396,71,64,21,72,72
2020,6,Haryana,65,Jind,500,Julana,141601,26295,5521,133,17,666,123,36,275,8418,23969.0,884,0,0,0,35,0,137549,37,35,25,38,38
2020,6,Haryana,65,Jind,501,Narwana,146100,23272,6504,247,109,250,38,7,1228,10172,11799.0,3700,0,0,0,7,0,146100,37,37,35,37,37
2020,6,Haryana,65,Jind,502,Pillukhera,105939,19449,5526,104,14,10,22,21,248,7619,14270.0,2331,1,0,1,26,1,105939,29,28,21,29,29
2020,6,Haryana,65,Jind,503,Safidon,155743,27171,9046,336,81,234,310,146,1043,7691,29056.47,1486,0,0,2,33,0,152506,46,32,8,47,47
2020,6,Haryana,65,Jind,504,Uchana,233423,42670,10596,411,177,113,355,170,4161,7759,26978.0,5786,0,2,5,22,0,219713,45,38,12,48,48
2020,6,Haryana,66,Kaithal,505,Guhla,157576,26265,9794,585,487,249,163,131,1209,17436,39638.0,5690,0,1,0,49,0,141614,75,33,15,87,87
2020,6,Haryana,66,Kaithal,506,Kaithal,259691,47123,16754,497,196,446,526,276,4616,10303,44549.64,4778,0,0,0,11,0,256591,66,51,25,67,67
2020,6,Haryana,66,Kaithal,507,Kalayat,200613,26076,8500,321,197,648,116,160,4510,9527,19693.879999999997,4995,0,4,2,6,0,193313,29,18,7,31,31
2020,6,Haryana,66,Kaithal,508,Pundri,155800,32211,10779,440,236,126,414,414,3776,7318,19216.39,2366,0,0,0,12,0,149368,26,21,8,27,27
2020,6,Haryana,66,Kaithal,509,Rajound,124249,22248,9850,260,182,4,71,49,1345,5101,23732.5,1326,0,1,0,9,0,122499,25,20,8,26,26
2020,6,Haryana,66,Kaithal,510,Siwan,209208,42763,13510,542,451,322,41,10,8864,11593,27932.22,3490,0,0,1,10,0,209208,56,32,12,56,56
2020,6,Haryana,67,Karnal,511,Assandh,180669,35456,12912,334,85,81,60,53,1444,5422,49391.0,75,1,0,1,38,1,180668,54,27,16,55,55
2020,6,Haryana,67,Karnal,512,Gharaunda (Part),215057,41530,16379,1007,813,53,453,157,3698,15472,34946.287,2744,0,0,2,7,0,200301,59,20,23,67,67
2020,6,Haryana,67,Karnal,513,Indri,198460,35209,14184,1153,604,612,416,352,7013,9871,24007.589999999997,2857,1,3,2,8,1,175456,89,62,31,104,104
2020,6,Haryana,67,Karnal,514,Karnal,165850,31192,15587,610,372,607,14,12,4872,5248,31185.1902,313,1,0,0,5,1,164701,66,21,12,68,68
2020,6,Haryana,67,Karnal,515,Nilokheri,312519,41796,12010,756,351,761,636,718,6960,11659,16956.728,4220,0,0,0,10,0,271467,68,43,18,90,90
2020,6,Haryana,67,Karnal,516,Nissing At Chirao,288163,54299,27474,369,167,2281,334,182,2043,7429,49897.94,853,0,2,0,7,0,273983,52,31,10,57,57
2020,6,Haryana,68,Kurukshetra,517,Babain,69874,13145,6078,25,4,16,57,72,533,1941,15319.0,192,1,0,0,1,1,69872,54,24,5,55,55
2020,6,Haryana,68,Kurukshetra,518,Ladwa,91206,17167,8880,237,21,511,89,313,1309,3138,15645.451,421,0,0,0,2,0,89018,57,22,8,59,59
2020,6,Haryana,68,Kurukshetra,519,Pehowa,211811,38843,17386,1365,27,159,193,192,5089,5332,38746.944,3089,0,0,0,16,0,161036,67,33,13,81,81
2020,6,Haryana,68,Kurukshetra,520,Shahbad,135500,23987,13458,290,62,55,21,30,1887,2148,22798.77,155,0,0,0,3,0,131378,88,20,25,91,91
2020,6,Haryana,68,Kurukshetra,521,Thanesar,203964,45178,14785,1069,286,399,241,204,1905,4848,26641.62,1784,2,0,0,11,2,198622,70,27,27,76,76
2020,6,Haryana,69,Mahendragarh,522,Ateli Nangal,105271,20460,6824,198,126,0,32,0,16,2599,13304.57,1977,0,0,0,6,0,102993,45,14,6,46,46
2020,6,Haryana,69,Mahendragarh,523,Kanina,201283,38962,8553,330,133,186,462,600,699,3920,27572.093,3735,0,0,2,26,0,176583,45,22,17,55,55
2020,6,Haryana,69,Mahendragarh,524,Mahendragarh,194154,41054,13544,106,55,28,476,563,1168,4297,23253.14,3228,0,0,1,38,0,172806,64,43,6,73,73
2020,6,Haryana,69,Mahendragarh,525,Nangal Chaudhry,105797,19519,5392,69,25,8,266,122,460,3006,9703.485,5073,0,0,0,7,0,90351,43,35,11,50,50
2020,6,Haryana,69,Mahendragarh,526,Narnaul,162683,29923,7377,333,122,302,144,195,855,3326,11228.859999999999,4481,1,0,0,16,1,162163,58,42,22,61,61
2020,6,Haryana,70,Panchkula,527,Barwala,51655,8822,1220,239,125,51,75,121,87,1289,2905.8900000000003,1327,1,0,0,14,1,51655,33,8,8,33,33
2020,6,Haryana,70,Panchkula,528,Morni,36184,6829,349,331,259,17,17,12,1112,1918,1260.62,3233,1,0,0,12,1,23441,18,13,6,35,35
2020,6,Haryana,70,Panchkula,529,Pinjore,65902,12082,3118,533,462,235,107,63,144,1474,3121.6224,3437,0,0,0,24,0,54114,61,40,13,73,73
2020,6,Haryana,70,Panchkula,530,Raipur Rani,74871,11187,2764,206,80,1335,212,49,717,1671,9040.94,4426,0,0,0,2,0,59394,48,17,8,51,51
2020,6,Haryana,71,Panipat,531,Bapoli,101249,15005,5384,144,81,207,251,116,1421,3837,9079.14,187,0,1,1,23,0,99869,30,20,8,31,31
2020,6,Haryana,71,Panipat,532,Israna,182741,32112,11376,107,30,70,637,2047,5728,5600,21487.511599999998,2264,0,1,2,18,0,178800,32,27,16,34,34
2020,6,Haryana,71,Panipat,533,Madlauda,244008,39495,14533,334,143,672,1042,1536,4922,11840,17378.191,3787,0,2,7,21,0,228327,30,16,10,36,36
2020,6,Haryana,71,Panipat,534,Panipat,179540,32967,17559,344,151,1836,255,486,3019,7297,15990.64,814,0,2,7,22,0,179540,42,26,9,42,42
2020,6,Haryana,71,Panipat,535,Samalkha,169087,30784,12973,442,84,357,430,2602,2920,4264,21400.42,1074,0,1,3,27,0,167287,32,19,3,33,33
2020,6,Haryana,72,Rewari,536,Bawal,134864,25019,7916,224,45,284,112,25,197,4593,15411.9,1596,0,0,3,19,0,127940,77,52,14,84,84
2020,6,Haryana,72,Rewari,537,Jatusana,116144,23501,7309,174,27,94,128,5,46,3790,15501.84,966,2,0,2,6,2,113792,52,37,15,56,56
2020,6,Haryana,72,Rewari,538,Khol At Rewari,103145,21405,7433,131,11,324,64,50,146,4610,13131.73,3777,1,1,0,6,1,89991,44,14,20,50,50
2020,6,Haryana,72,Rewari,539,Nahar,167450,31561,8140,317,73,255,684,0,357,1410,23763.82,1028,1,0,0,28,1,167448,48,46,14,49,49
2020,6,Haryana,72,Rewari,540,Rewari,142572,27852,9326,392,199,153,109,155,418,4545,14596.14,1863,0,0,0,48,0,116873,64,53,14,85,85
2020,6,Haryana,73,Rohtak,541,Kalanaur,109927,24069,7485,410,363,1295,105,17,2027,3843,16597.23,2791,0,1,0,7,0,107277,24,18,8,25,25
2020,6,Haryana,73,Rohtak,542,Lakhan Majra,71484,13516,4939,195,160,128,1602,812,1271,3800,8168.5,2517,1,2,1,6,1,58281,10,11,3,14,14
2020,6,Haryana,73,Rohtak,543,Maham,197721,46110,15028,340,159,448,593,1172,1140,3441,29950.48,8174,0,0,2,22,0,160806,31,11,14,36,36
2020,6,Haryana,73,Rohtak,544,Rohtak,237235,43779,13584,460,232,736,1054,1607,1249,5588,34050.44,5477,0,4,5,32,0,215008,46,13,21,50,50
2020,6,Haryana,73,Rohtak,545,Sampla,102462,19500,6299,245,97,849,446,739,425,1807,21646.0,5442,0,1,4,8,0,85054,17,12,4,21,21
2020,6,Haryana,74,Sirsa,546,Baragudha,136287,24157,7086,46,21,99,102,74,2941,7427,57392.78,5248,0,0,0,9,0,129451,43,27,15,47,47
2020,6,Haryana,74,Sirsa,547,Dabwali,186707,33631,8009,363,124,486,275,276,2607,5766,81506.12,6494,0,0,2,15,0,166043,44,34,12,52,52
2020,6,Haryana,74,Sirsa,548,Ellenabad,151946,29115,6988,232,60,66,170,120,2048,4281,69941.027,6632,0,0,1,16,0,127223,39,29,13,51,51
2020,6,Haryana,74,Sirsa,549,Nathusari Chopta,189101,33000,6852,452,167,647,263,169,2937,6663,58219.3619,6073,0,0,0,7,0,178617,48,31,28,54,54
2020,6,Haryana,74,Sirsa,550,Odhan,119257,21964,6662,629,60,47,281,227,1275,5043,39077.75,21318,1,0,2,10,1,107100,35,21,9,42,42
2020,6,Haryana,74,Sirsa,551,Rania,166949,27618,6801,168,42,203,202,403,1867,5109,55229.83,4808,4,0,1,8,4,156407,54,29,13,62,62
2020,6,Haryana,74,Sirsa,552,Sirsa,223133,50361,13969,426,277,327,127,302,5594,10657,71100.101,7839,1,0,0,13,1,210233,65,48,29,70,70
2020,6,Haryana,75,Sonipat,553,Ganaur,178925,32160,13268,398,243,102,302,114,1652,1682,19079.0,2731,0,0,2,54,0,169389,58,7,20,63,63
2020,6,Haryana,75,Sonipat,554,Gohana,164858,32067,7898,243,31,22,101,7,837,1554,19999.0,2476,8,0,0,5,8,131542,30,12,15,39,39
2020,6,Haryana,75,Sonipat,555,Kathura,92243,17181,5084,115,24,460,33,24,248,7341,17080.0,888,1,0,1,19,1,92239,20,17,10,22,22
2020,6,Haryana,75,Sonipat,556,Kharkhoda,173458,31153,9820,108,11,152,49,3,1123,1845,22398.0,3456,0,0,2,31,0,173458,48,37,10,48,48
2020,6,Haryana,75,Sonipat,557,Mundlana,168705,28167,10706,84,14,2,308,54,2108,4324,21589.940000000002,3274,0,0,2,9,0,160350,34,8,11,37,37
2020,6,Haryana,75,Sonipat,558,Rai,205936,42084,27101,225,30,0,28,26,430,1015,12381.82,95,5,0,0,22,5,195321,44,2,5,50,50
2020,6,Haryana,75,Sonipat,559,Sonipat,173362,28546,10306,547,326,864,199,279,1633,3947,21860.82,2740,0,1,1,30,0,161033,42,21,9,48,48
2020,6,Haryana,76,Yamunanagar,560,Bilaspur,148888,27237,12332,420,110,115,87,28,2756,4412,17643.0,1600,2,0,1,24,2,135807,114,39,12,131,131
2020,6,Haryana,76,Yamunanagar,561,Chhachhrauli,160272,28610,11301,491,200,897,134,61,2020,8475,18182.670000000002,3615,1,0,5,82,1,151887,109,42,11,115,115
2020,6,Haryana,76,Yamunanagar,562,Jagadhri,135232,26364,10454,804,288,978,384,176,2981,6368,10355.34,1082,0,0,6,34,0,113346,80,48,16,95,95
2020,6,Haryana,76,Yamunanagar,563,Saraswati Nagar,223328,25861,10642,436,85,490,249,197,4063,4688,15331.7,1252,0,1,3,31,0,198151,76,61,5,99,99
2020,6,Haryana,76,Yamunanagar,564,Radaur,119421,27635,8149,664,292,590,296,323,1966,3032,10943.6829,897,0,1,5,30,0,83190,60,30,25,86,86
2020,6,Haryana,76,Yamunanagar,565,Sadaura (Part),62050,14786,3357,307,13,115,42,9,1332,5202,7367.37,1819,1,0,3,17,1,53650,51,31,3,62,62
2020,6,Haryana,69,Mahendragarh,6731,Sihma,79877,15736,4529,200,84,9,61,21,37,1767,7841.4472000000005,157,0,0,0,9,0,74876,26,21,3,29,29
2020,6,Haryana,68,Kurukshetra,6733,Ismailabad,100901,19767,7499,359,101,27,56,40,2712,3667,22361.510000000002,1769,0,1,0,6,0,97019,51,19,13,55,55
2020,6,Haryana,619,Palwal,6734,Prithla,136278,20391,8386,212,105,221,371,266,397,1486,9016.58,263,0,0,0,25,0,136278,40,32,11,40,40
2020,6,Haryana,69,Mahendragarh,6776,Nizampur,77664,14090,4770,10,1,0,113,180,184,3403,3695.62,7604,0,0,2,12,0,74738,29,20,0,31,31
2020,6,Haryana,69,Mahendragarh,6777,Satnali,96548,15476,5809,55,4,7,271,68,1267,2962,12309.49,1329,2,0,1,21,2,90490,26,8,5,30,30
2020,6,Haryana,75,Sonipat,6778,Murthal,186472,31954,13158,299,52,556,86,2,2171,2620,17834.17,3467,0,1,0,35,0,184522,51,0,10,52,52
2020,6,Haryana,71,Panipat,7023,Sanauli Khurd,110271,15332,6073,136,76,1037,436,345,1116,3554,14118.425000000001,2288,0,0,6,8,0,83913,20,12,6,26,26
2020,6,Haryana,701,Charki Dadri,7092,Charkhi Dadri,185291,36726,10240,298,127,654,406,713,775,4412,23587.57,6316,0,2,5,28,0,158730,42,24,9,52,52
2020,6,Haryana,60,Faridabad,7093,Tigaon,102948,24811,12065,2421,193,337,121,91,246,1388,8040.805,2712,3,0,1,13,3,98071,35,20,7,42,41
2020,6,Haryana,61,Fatehabad,7094,Nagpur,115900,21710,6094,452,286,12,162,15,856,3061,35831.0,1437,0,0,1,10,0,109428,48,37,17,51,51
2020,6,Haryana,64,Jhajjar,7095,Badli,128586,20781,8649,389,257,255,157,121,238,1973,12059.0,2605,0,0,1,10,0,126011,36,34,28,37,37
2020,6,Haryana,65,Jind,7096,Ujhana,146851,24811,5770,200,12,1,341,268,640,1746,17387.61,0,0,0,0,0,0,146851,22,18,15,22,22
2020,6,Haryana,66,Kaithal,7097,Dhand,109132,21338,8608,304,153,411,171,258,1511,5630,11935.67,2184,0,4,2,7,0,105576,25,10,6,27,27
2020,6,Haryana,67,Karnal,7098,Munak,231253,45918,18945,498,298,620,277,197,5578,25360,37332.34,7665,0,0,0,9,0,214681,41,32,18,49,49
2020,6,Haryana,67,Karnal,7099,Kunjpura,114973,20369,7834,373,99,172,74,28,3827,3265,22208.0,581,0,0,0,0,0,112098,42,6,9,44,44
2020,6,Haryana,68,Kurukshetra,7100,Pipli,105929,22571,9982,248,56,542,240,240,1641,2389,13212.35,222,1,0,1,11,1,96571,55,29,26,61,61
2020,6,Haryana,604,Nuh,7101,Indri,197749,24279,10511,460,282,260,162,43,789,6338,12853.33,617,0,0,1,18,0,178860,48,48,4,58,58
2020,6,Haryana,604,Nuh,7102,Pingwan,226654,27828,9066,435,78,162,630,1772,3719,12724,7374.17,1465,0,1,4,35,0,189257,43,18,20,57,57
2020,6,Haryana,619,Palwal,7103,Badoli,143957,20269,6844,91,19,60,258,142,961,1834,15988.960000000001,2367,3,2,3,21,3,128095,37,22,5,51,51
2020,6,Haryana,72,Rewari,7104,Dahina,115944,22807,6936,26,1,1,14,0,8,2404,34315.47,69,0,0,0,3,0,108091,38,17,11,42,42
2020,6,Haryana,76,Yamunanagar,7105,Partap Nagar,120410,19581,7314,230,25,110,154,40,1501,8316,11229.5,4105,0,2,3,62,0,114613,72,20,8,78,78
2020,6,Haryana,701,Charki Dadri,7106,Baund,131967,26013,6993,284,142,32,353,89,447,3499,13807.41,3430,0,0,6,7,0,126434,21,13,5,24,24
2020,6,Haryana,701,Charki Dadri,7107,Jhojhu,148884,27911,8421,220,56,240,310,278,614,4828,20498.18,4801,0,0,1,27,0,115394,38,31,14,49,49
2020,6,Haryana,64,Jhajjar,7357,Machhrauli,78229,16602,5371,151,103,213,38,98,204,1714,20277.5,4668,0,3,1,11,0,74913,22,18,11,23,23
2020,6,Haryana,72,Rewari,7358,Dharuhera,115611,24431,7068,319,128,277,119,78,151,2410,13637.267,889,0,0,0,23,0,92770,50,33,17,58,58
2020,5,Uttarakhand,51,Nainital,397,Ramgarh,39583,8068,1240,253,38,236,46,51,579,903,5423.9876,6958,1,0,3,38,1,22083,50,12,9,129,129
2020,5,Uttarakhand,53,Pithoragarh,414,Berinag,50831,11201,1330,337,152,470,57,108,1597,2502,1291.5673000000002,5388,2,0,2,67,2,23291,96,31,22,283,272
2020,5,Uttarakhand,51,Nainital,398,Ramnagar,97836,17886,5862,650,250,719,95,124,1050,4234,7214.479,163,1,1,2,26,1,85748,122,11,13,135,135
2020,5,Uttarakhand,52,Pauri Garhwal,406,Nainidanda,32232,7755,1599,79,13,178,71,46,727,1415,778.4692,6604,10,0,0,49,10,14014,119,73,49,310,310
2020,5,Uttarakhand,52,Pauri Garhwal,413,Zahrikhal,26558,6598,1215,249,82,406,55,198,452,765,656.395,3492,5,2,0,21,5,10057,81,62,13,235,235
2020,5,Uttarakhand,45,Almora,361,Takula,56797,13666,2251,331,128,388,112,133,1094,1838,1362.4990000000003,3614,2,1,4,40,2,39229,92,50,7,157,157
2020,5,Uttarakhand,52,Pauri Garhwal,401,Dwarikhal,33610,7979,2196,173,40,187,31,12,1421,2008,593.979,7654,6,0,0,22,6,12034,61,93,6,231,231
2020,5,Uttarakhand,53,Pithoragarh,418,Kanalichina,48185,11643,2081,118,60,139,59,104,823,2723,1476.61,6417,1,0,5,43,1,16415,47,35,11,215,212
2020,5,Uttarakhand,45,Almora,356,Dwarahat,71724,15779,3040,396,97,1735,100,195,525,2627,989.3209999999999,9939,0,0,0,16,0,55296,159,129,23,216,210
2020,5,Uttarakhand,52,Pauri Garhwal,410,Rikhnikhal,30275,7365,1909,225,27,167,36,9,899,1475,1144.1013,4567,3,0,0,37,3,16609,86,56,20,190,190
2020,5,Uttarakhand,45,Almora,357,Hawalbag,88941,15669,4029,297,74,925,55,97,782,2411,1365.837,5014,1,0,0,28,1,57921,120,66,24,229,229
2020,5,Uttarakhand,49,Dehradun,381,Kalsi,73688,8574,1161,217,64,421,111,66,1292,2355,809.2259999999999,5691,0,1,5,123,0,47152,110,49,13,204,204
2020,5,Uttarakhand,52,Pauri Garhwal,412,Yamkeshwar,41722,8681,1494,385,72,259,132,267,1040,1548,654.6659999999999,5642,6,0,5,73,6,14289,83,57,13,239,239
2020,5,Uttarakhand,47,Chamoli,368,Gairsain,155949,14377,650,448,126,640,262,273,1499,2484,398.09467,4485,8,0,3,15,8,120016,71,67,8,218,218
2020,5,Uttarakhand,51,Nainital,391,Betalghat,44583,8980,971,477,244,993,25,9,898,2072,1269.7069999999999,2270,0,0,0,55,0,34526,103,63,25,130,129
2020,5,Uttarakhand,52,Pauri Garhwal,404,Khirsu,24508,5584,759,221,54,593,9,0,578,702,171.38400000000001,3334,21,1,0,9,21,19589,104,28,12,163,163
2020,5,Uttarakhand,45,Almora,354,Chaukhutiya,42653,10549,3154,252,33,415,82,106,159,1240,1581.92707,3619,6,0,0,26,6,27155,86,28,20,163,163
2020,5,Uttarakhand,52,Pauri Garhwal,402,Ekeshwar,27895,7220,956,186,42,248,23,3,742,1337,536.57402,6417,18,0,0,41,18,17631,130,72,39,281,281
2020,5,Uttarakhand,52,Pauri Garhwal,399,Bironkhal,34496,8608,1272,253,35,246,53,70,232,1207,287.402,5944,4,0,1,48,4,19146,117,61,8,253,253
2020,5,Uttarakhand,53,Pithoragarh,420,Munsyari,62721,13446,2902,304,181,291,123,201,945,1977,989.145,7363,13,0,10,73,13,22516,69,42,23,226,222
2020,5,Uttarakhand,54,Rudra Prayag,423,Jakholi,90079,19106,2379,543,190,1182,198,77,2416,1822,1354.031,4344,0,0,0,73,0,52012,79,27,5,168,168
2020,5,Uttarakhand,45,Almora,362,Tarikhet,77362,14268,1719,461,30,685,46,23,19,2536,1729.505,11121,2,0,1,38,2,61004,198,18,52,268,268
