year,state_code,state_name,district_code,district_name,block_code,block_name,total_population,total_households,hh_non_farm_activities,total_shgs,total_shgs_accessed_bank_loans,total_hhs_mobilizedinto_pgs,anaemic_pregnant_women,anaemic_adolescent_girls,hh_kutcha_wall_roof,hhs_availing_benefits_PMUY,tot_area_irrigated,tot_area_unirrigated,num_vill_no_elec,num_vill_elec_1_4_hrs,num_vill_elec_4_8_hrs,num_vill_elec_8_12_hrs,num_vill_elec_mt_12_hrs,pop_all_weather_road,vill_all_weather_road,total_vill_rain_water_harvesting_system,total_bc_w_internet,total_villages,total_vill_survey_completed
2020,24,Gujarat,439,Amreli,4069,Rajula,137246,26573,6514,1303,207,66,521,384,5640,5433,11634.0938,22053,0,0,0,0,0,136029,71,69,52,72,72
2020,24,Gujarat,457,Rajkot,4206,Gondal,176098,41262,8900,1042,507,30,326,345,1751,6503,37453.350000000006,35839,0,0,1,1,0,172847,78,76,32,81,80
2020,24,Gujarat,462,Valsad,4273,Valsad,329113,110892,32829,2241,1303,80,368,90,4069,27454,20278.1302,11302,0,0,0,1,0,329113,103,98,102,103,103
2020,24,Gujarat,438,Ahmedabad,4054,Dhandhuka,79732,16749,5856,538,177,301,4,0,407,6220,48055.0,25927,0,0,0,0,0,79732,43,43,40,43,43
2020,24,Gujarat,460,Surendranagar,4250,Dhrangadhra,162011,33716,7887,786,26,43,503,513,1496,6279,55809.964,36651,0,0,2,2,0,152252,62,64,62,65,65
2020,24,Gujarat,669,Mahisagar,4165,Virpur,104399,24720,690,179,17,477,118,30,1227,3709,1815.51,1881,0,0,0,16,0,104399,54,53,53,55,54
2020,24,Gujarat,672,Arvalli,4219,Bayad,204275,50337,22172,2123,706,11699,466,736,6966,13260,29611.9948,13280,0,0,0,3,0,189393,119,96,111,123,123
2020,24,Gujarat,445,Dahod,7132,Sanjeli,156790,39652,1545,498,221,424,1725,2102,11434,9411,4050.8,6911,0,1,0,53,0,156790,56,33,56,56,56
2020,24,Gujarat,438,Ahmedabad,4051,Bavla,127378,33160,8971,735,100,406,209,174,1490,801,34692.0,19155,1,0,1,12,1,118215,43,42,34,48,48
2020,24,Gujarat,460,Surendranagar,4254,Muli,134721,27207,2906,891,314,571,749,707,1311,6408,37585.549999999996,14965,0,1,0,8,0,133091,53,54,39,54,54
2020,24,Gujarat,446,Gandhinagar,4121,Mansa,215795,61277,13222,3814,442,3130,961,2188,4233,12400,22656.0244,7344,1,1,0,1,1,208445,64,59,36,80,66
2020,24,Gujarat,458,Sabar Kantha,4229,Talod,151933,36943,6341,1179,736,1914,402,326,3476,9665,23064.1469,13965,0,0,2,6,0,128575,73,64,45,84,82
2020,24,Gujarat,448,Junagadh,4138,Mangrol,134234,25061,4800,744,466,170,203,76,4271,5298,28157.912936999997,4726,0,0,0,11,0,132113,58,59,44,60,59
2020,24,Gujarat,462,Valsad,4271,Pardi,166051,49166,19173,1111,494,253,423,1742,1778,13820,17078.97,7809,0,0,0,0,0,166051,52,49,46,54,52
2020,24,Gujarat,438,Ahmedabad,4055,Dholka,181360,38012,6224,1312,364,2002,656,519,2852,9736,27963.61,16731,0,0,0,3,0,164078,65,64,39,71,70
2020,24,Gujarat,458,Sabar Kantha,4230,Vadali,71080,17645,1738,1202,470,626,618,721,2145,4783,10884.3258,7395,3,4,2,6,3,62757,48,46,41,55,55
2020,24,Gujarat,439,Amreli,4062,Bagasara,56157,12908,2915,132,79,1540,100,79,1201,2020,11050.6,14220,0,2,0,3,0,47962,29,33,18,34,34
2020,24,Gujarat,448,Junagadh,4132,Bhesan,67818,13863,2793,284,37,90,91,36,1222,2846,15314.217400000001,12137,0,1,1,1,0,64820,35,38,28,42,40
2020,24,Gujarat,441,Banas Kantha,4082,Dantivada,136543,28247,5077,956,128,363,606,749,1855,7028,16848.309999999998,7711,0,0,0,2,0,132428,54,49,37,64,57
2020,24,Gujarat,450,Kheda,4163,Nadiad,229520,59050,15843,567,297,358,195,116,8188,7742,11362.556499999999,3119,0,0,2,25,0,178133,38,45,43,50,50
2020,24,Gujarat,641,Tapi,4243,Uchchhal,78797,20733,3464,1288,556,1049,512,436,4202,7371,3243.04,2949,0,1,0,0,0,77597,43,40,21,46,44
2020,24,Gujarat,461,Vadodara,4260,Karjan,139154,34080,7503,721,236,2493,391,413,4068,8930,34467.674100000004,18740,0,0,0,3,0,139154,94,84,71,94,94
2020,24,Gujarat,442,Bharuch,4092,Anklesvar,221214,51275,25792,1120,302,59,849,554,4399,11908,12227.1,8062,0,0,0,0,0,219879,59,53,49,61,60
2020,24,Gujarat,674,Devbhumi Dwarka,4128,Kalyanpur,188717,35790,9829,1213,653,1422,5,15,1871,30329,36480.950000000004,39154,0,0,0,0,0,188717,67,67,67,67,67
2020,24,Gujarat,442,Bharuch,4097,Vagra,111263,23300,10073,97,1,956,437,70,3052,5137,17637.379999999997,2554,0,0,0,0,0,111263,66,65,57,68,66
2020,24,Gujarat,448,Junagadh,4134,Keshod,120728,29016,6623,1051,394,81,316,240,2362,3806,29468.7305,10273,0,0,0,0,0,119498,52,52,35,53,53
2020,24,Gujarat,447,Jamnagar,4125,Jamnagar,236151,47317,14498,2612,509,5803,928,2179,1504,10520,49026.588599999995,27818,0,0,0,3,0,226436,98,90,89,102,102
2020,24,Gujarat,453,Navsari,7116,Khergam,64283,13876,984,551,423,140,219,754,2224,1063,1250.75,1411,0,0,4,4,0,64283,22,18,1,22,22
2020,24,Gujarat,672,Arvalli,4227,Modasa,191556,43330,18669,919,386,4864,322,78,5886,12774,23709.1253,9402,0,0,0,2,0,150285,94,97,85,105,105
2020,24,Gujarat,443,Bhavnagar,4103,Ghogha,115908,24004,1397,320,150,413,123,14,1987,1514,13627.369999999999,12531,0,0,0,0,0,86859,39,43,31,48,48
2020,24,Gujarat,445,Dahod,4113,Dhanpur,264518,32850,2465,1837,1112,3033,1824,3306,7633,6689,8080.9308,8687,2,5,6,9,2,256477,85,89,73,90,90
2020,24,Gujarat,458,Sabar Kantha,4228,Prantij,154556,36604,6650,1047,463,2734,329,265,3173,8215,25427.194,7163,0,0,3,9,0,140120,57,54,44,68,68
2020,24,Gujarat,438,Ahmedabad,4053,Detroj Rampura,46665,8323,888,151,21,23,18,18,2812,109,160.0,158,0,3,7,2,0,34765,36,35,34,54,54
2020,24,Gujarat,675,Gir Somnath,4142,Talala,111211,21791,5094,1453,771,401,526,583,2433,2592,11049.853500000001,3689,0,2,1,7,0,99804,41,46,44,47,47
2020,24,Gujarat,674,Devbhumi Dwarka,4131,Okhamandal,48371,7724,1348,441,272,1392,254,442,1659,4670,8613.39,20101,0,0,1,2,0,48371,36,34,34,36,36
2020,24,Gujarat,452,Narmada,7129,Garudeshwar,91349,24280,6397,1110,201,427,343,956,4291,10314,4848.6068,8677,0,0,0,3,0,89735,86,84,59,90,89
2020,24,Gujarat,439,Amreli,4068,Lilia,61251,19526,6509,901,436,360,61,17,1929,2930,9680.380000000001,20926,0,0,1,0,0,61251,37,36,32,37,37
2020,24,Gujarat,448,Junagadh,4133,Junagadh,119848,27008,8004,563,377,400,396,166,2407,5933,16889.11,12512,0,0,0,6,0,119846,59,57,45,62,60
2020,24,Gujarat,453,Navsari,4180,Gandevi,199193,60845,15633,3305,650,3393,231,133,3156,9656,11657.429399999999,5832,0,0,2,2,0,195492,63,56,33,67,66
2020,24,Gujarat,460,Surendranagar,4253,Limbdi,135357,32308,14832,932,94,193,663,265,3998,7912,41890.57,25393,1,0,0,2,1,128500,50,49,33,59,59
2020,24,Gujarat,451,Mahesana,7118,Jotana,71032,17271,1922,552,180,555,512,681,974,5661,10712.438,2770,0,0,0,0,0,67652,34,35,34,36,36
2020,24,Gujarat,450,Kheda,7131,Vaso,84250,21977,4051,913,156,1475,262,235,1475,5255,7208.05,1534,0,0,0,0,0,84250,22,20,22,22,22
2020,24,Gujarat,455,Patan,4196,Harij,77988,17968,499,727,145,147,128,164,169,3314,27613.0,382,0,0,0,1,0,72917,39,32,27,41,41
2020,24,Gujarat,445,Dahod,7124,Singvad,128032,25749,3097,1073,475,1469,1206,1265,5680,7968,3651.6017999999995,5462,0,0,1,16,0,121483,65,68,62,69,69
2020,24,Gujarat,441,Banas Kantha,4090,Vav,190523,35720,4992,652,132,568,957,1976,7026,10207,43466.2832,22539,0,0,0,7,0,170289,68,61,65,78,78
2020,24,Gujarat,443,Bhavnagar,4109,Vallabhipur,66781,13606,3894,455,176,1034,12,20,548,8476,20378.489999999998,23342,1,0,0,0,1,66780,58,57,38,59,59
2020,24,Gujarat,447,Jamnagar,4126,Jodiya,10446,2215,508,48,19,15,20,2,72,160,3615.0,808,0,0,0,1,0,10446,6,6,3,6,6
2020,24,Gujarat,458,Sabar Kantha,4224,Khedbrahma,152267,37583,3914,2095,868,1636,1317,1833,7161,12966,9727.8321,7444,0,0,3,17,0,141912,73,75,73,84,77
2020,24,Gujarat,460,Surendranagar,7136,Thangadh,78126,7662,3764,335,156,8,334,295,85,1637,9304.1664,4551,0,0,0,0,0,75489,26,20,24,28,28
2020,24,Gujarat,457,Rajkot,4210,Kotda Sangani,94134,20719,4265,778,205,69,692,379,1298,3435,12735.720000000001,14252,0,0,0,3,0,91831,39,38,36,42,42
2020,24,Gujarat,669,Mahisagar,4156,Balasinor,115737,27740,1186,783,107,5203,315,438,2884,11797,12435.560000000001,3073,0,0,0,0,0,115737,53,53,53,53,53
2020,24,Gujarat,673,Morbi,4251,Halvad,146805,31120,6383,556,69,38,35,21,940,11995,50457.450099999995,23085,0,0,0,1,0,145996,70,67,70,71,71
2020,24,Gujarat,451,Mahesana,4166,Bechraji,103412,30417,1833,10127,724,3259,470,159,11102,17905,20570.709799999997,5534,0,0,0,0,0,103412,55,55,55,55,55
2020,24,Gujarat,440,Anand,4076,Sojitra,93274,22818,2155,1011,79,538,277,522,852,8541,11463.806899999998,1572,0,0,0,0,0,93274,21,20,21,21,21
2020,24,Gujarat,451,Mahesana,4170,Satlasna,103100,20639,3238,716,406,307,467,606,1707,5634,7134.57,2225,0,0,0,2,0,101638,64,64,34,73,66
2020,24,Gujarat,641,Tapi,4245,Valod,92525,22204,11383,1210,761,3525,22,90,4363,7908,15442.99,2493,0,0,0,1,0,92525,40,22,36,40,40
2020,24,Gujarat,451,Mahesana,4169,Mahesana,311937,74954,17213,1425,875,866,510,299,3541,18524,39454.8308,11799,0,2,0,1,0,283369,102,87,94,111,111
2020,24,Gujarat,673,Morbi,4212,Maliya,69251,15020,2935,502,110,2,153,43,592,6777,7553.499999999999,39120,0,1,0,0,0,68279,44,45,38,45,45
2020,24,Gujarat,676,Botad,4050,Barvala,57272,10050,1595,302,227,1381,76,264,603,5366,16732.67,6626,0,0,0,0,0,57272,25,22,24,25,25
2020,24,Gujarat,448,Junagadh,4144,Vanthali,82635,17531,3788,293,215,540,345,239,1541,3271,19561.16,9080,0,0,0,0,0,82635,46,42,43,46,46
2020,24,Gujarat,451,Mahesana,4168,Kheralu,119845,24916,3407,732,476,5480,207,142,3252,5794,12299.34,3127,0,0,0,0,0,119845,49,49,48,49,49
2020,24,Gujarat,674,Devbhumi Dwarka,4122,Bhanvad,94957,15976,5804,832,380,859,566,817,1552,3905,10196.7,10366,0,1,0,2,0,94957,45,45,44,45,45
2020,24,Gujarat,459,Surat,4234,Kamrej,176690,44808,28070,350,55,653,169,177,1884,3413,21240.072500000002,1008,0,1,0,2,0,155445,58,30,33,62,61
2020,24,Gujarat,449,Kachchh,4150,Gandhidham,165836,29061,6712,248,8,8,480,581,0,12488,1958.0,2368,0,0,0,0,0,165836,10,9,7,10,10
2020,24,Gujarat,641,Tapi,4238,Nizar,80263,15556,2752,491,116,77,227,355,3208,5366,5552.18,4063,0,0,0,0,0,73684,26,25,19,31,29
2020,24,Gujarat,675,Gir Somnath,4140,Patan Veraval,144733,24965,9645,446,173,491,598,470,1946,3717,10611.05,5828,0,0,0,3,0,142940,52,52,52,53,53
2020,24,Gujarat,440,Anand,4071,Anand,323441,82747,21013,2436,578,845,828,474,7800,12483,26589.8251,3506,0,0,0,0,0,285541,37,37,39,44,44
2020,24,Gujarat,673,Morbi,4216,Tankara,80319,18947,2630,244,101,136,138,102,846,5506,22806.9317,12731,0,0,0,1,0,79049,44,43,44,45,45
2020,24,Gujarat,641,Tapi,7127,Dolvan,107593,27119,6943,1139,1002,4450,52,10,6708,14306,10508.39,5836,0,0,0,1,0,107593,58,56,37,58,58
2020,24,Gujarat,449,Kachchh,4147,Anjar,168810,40817,16765,515,194,1001,494,780,1403,4086,15550.8923,27349,0,0,2,7,0,166724,71,66,52,72,72
2020,32,Kerala,554,Alappuzha,5949,Ambalappuzha,140605,33352,25539,1672,1178,128,215,514,321,418,3130.86,725,0,0,0,0,0,140605,6,3,2,6,6
2020,32,Kerala,554,Alappuzha,5950,Aryad,162379,39948,30482,1946,1485,402,41,142,537,494,2371.32,669,0,0,0,0,0,162379,7,6,0,7,7
2020,32,Kerala,554,Alappuzha,5951,Bharanicavu,173454,45817,28401,1638,1254,1536,0,0,17,629,2588.8,6221,0,0,0,0,0,173454,7,7,7,7,7
2020,32,Kerala,554,Alappuzha,5952,Champakulam,113022,28227,4790,1575,1011,1019,27,50,248,671,9826.64,2454,0,0,0,0,0,84391,6,1,6,8,8
2020,32,Kerala,554,Alappuzha,5953,Chengannur,144794,39099,28804,1153,814,238,2,20,551,888,2719.821,4524,0,0,0,0,0,144794,12,5,8,12,12
2020,32,Kerala,554,Alappuzha,5954,Harippad,124230,34703,15788,1690,1441,149,0,13,243,365,3105.1099999999997,2859,0,0,0,0,0,124230,8,0,3,8,8
2020,32,Kerala,554,Alappuzha,5955,Kanjikkuzhy,163787,41131,28821,2017,1963,595,11,47,1476,242,2416.9120000000003,2250,0,0,0,0,0,163787,9,3,0,9,9
2020,32,Kerala,554,Alappuzha,5956,Mavelikkara,162409,43196,22956,1344,1229,468,0,0,88,498,3352.81,3755,0,0,0,0,0,162409,9,8,9,9,9
2020,32,Kerala,554,Alappuzha,5957,Muthukulam,185982,49118,18937,1819,1739,641,0,0,587,427,314.71,5758,0,0,0,0,0,185982,9,1,2,9,9
2020,32,Kerala,554,Alappuzha,5958,Pattanakkad,200017,48699,40967,2107,1691,581,49,2,5656,458,2072.65,2577,0,0,0,0,0,200017,9,6,1,9,9
2020,32,Kerala,554,Alappuzha,5959,Thycattussery,109864,26369,20120,1364,1257,598,64,103,652,206,842.0500000000001,2279,0,0,0,0,0,109864,5,4,5,5,5
2020,32,Kerala,554,Alappuzha,5960,Veliyanad,92145,20405,7940,1147,1096,479,14,96,36,605,7556.8099999999995,2131,0,0,0,0,0,92129,9,1,6,10,10
2020,32,Kerala,555,Ernakulam,5961,Alangad,145906,35650,19555,1630,1550,188,10,22,0,979,1218.9899999999998,2680,0,0,0,0,0,145906,5,3,5,5,5
2020,32,Kerala,555,Ernakulam,5962,Angamali,176432,46274,13526,1734,1564,546,68,509,89,440,6689.93,4445,0,0,0,0,0,176432,11,11,11,11,11
2020,32,Kerala,555,Ernakulam,5963,Edappally,119436,29182,7636,1103,874,545,0,0,27,112,112.72,1091,0,0,0,0,0,119436,5,0,5,5,5
2020,32,Kerala,555,Ernakulam,5964,Koovappady,155752,38960,16418,1184,986,141,0,242,17,1219,3236.5,8113,0,0,0,0,0,144791,8,6,9,9,9
2020,32,Kerala,555,Ernakulam,5965,Kothamangalam,201381,49465,20394,1905,1726,990,68,282,354,1403,1717.0,20906,0,0,0,0,0,201381,14,5,14,14,14
2020,32,Kerala,555,Ernakulam,5966,Mulanthuruthy,148812,37065,8223,1120,1059,551,105,308,166,224,1744.5,7915,0,0,0,0,0,148812,10,10,10,10,10
2020,32,Kerala,555,Ernakulam,5967,Muvattupuzha,165692,43928,20837,1287,1072,503,1,37,273,850,2418.02,13550,0,0,0,0,0,165692,12,8,6,12,12
2020,32,Kerala,555,Ernakulam,5968,Palluruthy,94840,22657,15335,1025,748,429,0,21,92,90,39.39,1641,0,0,0,0,0,94840,5,1,5,5,5
2020,32,Kerala,555,Ernakulam,5969,Pampakuda,80014,20247,4452,680,620,1611,0,0,732,607,1835.25,9817,0,0,0,0,0,80014,7,6,7,7,7
2020,32,Kerala,555,Ernakulam,5970,Parakkadav,165561,43230,20658,1632,1519,622,9,546,194,1015,5086.4,1619,0,0,0,0,0,165561,8,5,8,8,8
2020,32,Kerala,555,Ernakulam,5971,Paravur,152796,40888,21357,2092,1914,640,11,31,178,75,1832.8600000000001,3153,0,0,0,0,0,152796,8,5,8,8,8
2020,32,Kerala,555,Ernakulam,5972,Vadavucode,159989,39808,17905,1060,793,1356,0,2,87,609,4004.88,7603,0,0,0,2,0,159989,11,2,11,11,11
2020,32,Kerala,555,Ernakulam,5973,Vazhakkulam,238986,56686,19580,1819,1376,423,70,226,3,909,2227.06,4267,0,0,0,0,0,238986,9,4,9,9,9
2020,32,Kerala,555,Ernakulam,5974,Vypeen,125853,31682,16882,1296,934,324,10,111,98,134,59.75,1684,0,0,0,0,0,125853,6,3,6,6,6
2020,32,Kerala,556,Idukki,5976,Adimaly,126153,31894,8647,1575,1076,409,80,142,258,819,4664.5,22051,0,0,0,0,0,126153,8,3,8,8,8
2020,32,Kerala,556,Idukki,5977,Azhutha,151989,38498,12379,1446,1047,468,45,14,1674,7091,7587.549999999999,45337,0,0,0,0,0,151989,15,10,9,15,15
2020,32,Kerala,556,Idukki,5978,Devikulam,124265,33277,19806,1466,839,143,0,147,1490,1914,11544.6,21019,0,0,0,0,0,122029,11,6,9,12,12
2020,32,Kerala,556,Idukki,5979,Elemdesam,123116,31689,13991,1424,843,316,7,22,109,1031,2466.1799999999994,16336,0,0,0,0,0,123116,13,10,12,13,13
2020,32,Kerala,556,Idukki,5980,Idukki,124516,31134,8923,1800,1489,306,2,8,1165,866,3021.0,15057,0,0,0,0,0,124516,11,5,9,11,11
2020,32,Kerala,556,Idukki,5981,Kattappana,135960,34826,8078,1495,990,173,3,12,224,2539,9631.55,14161,0,0,0,0,0,135960,12,6,7,12,12
2020,32,Kerala,556,Idukki,5982,Nedumkandom,147661,39158,8210,1748,1583,1825,0,0,637,1161,11899.3,18051,0,0,0,0,0,147661,13,4,10,13,13
2020,32,Kerala,556,Idukki,5983,Thodupuzha,79412,19560,9492,749,530,131,1,2,92,900,1504.1000000000001,9360,0,0,0,0,0,79412,7,6,6,7,7
2020,32,Kerala,557,Kannur,5984,Edakkad,147377,30554,17051,1118,847,366,14,48,4,847,557.0,5829,0,0,0,0,0,147377,9,9,9,9,9
2020,32,Kerala,557,Kannur,5985,Irikkur,178189,41343,12811,1847,1587,1171,29,104,79,1061,2116.0,26217,0,0,0,0,0,178189,12,11,12,12,12
2020,32,Kerala,557,Kannur,5986,Iritty,146514,33359,19356,1314,672,2403,131,102,10,872,1160.23,25081,0,0,0,0,0,146514,8,6,8,8,8
2020,32,Kerala,557,Kannur,5987,Kannur,136013,28168,25943,688,546,183,75,180,32,811,196.0,2020,0,0,0,0,0,136013,5,4,5,5,5
2020,32,Kerala,557,Kannur,5988,Kuthuparamba,177511,38596,29897,1576,1436,300,35,50,6,1105,997.0,12631,0,0,0,0,0,177511,10,7,10,10,10
2020,32,Kerala,557,Kannur,5989,Payyannur,173043,41228,23928,1904,1369,1381,79,125,36,1074,2521.0,22644,0,0,0,0,0,173043,15,13,15,15,15
2020,32,Kerala,557,Kannur,5990,Peravoor,136313,32093,10958,4409,1343,1220,74,202,63,794,990.82,20744,0,0,0,0,0,136313,10,6,10,10,10
2020,32,Kerala,557,Kannur,5991,Taliparamba,267202,62050,24057,2675,1504,820,47,44,45,1740,3596.9,38124,0,0,0,0,0,267202,18,17,18,18,18
2020,32,Kerala,557,Kannur,5992,Thalassery,191976,41623,35081,1574,1015,218,108,514,15,1162,578.0,5875,0,0,0,0,0,191976,9,9,9,9,9
2020,32,Kerala,557,Kannur,6694,Panoor,101494,22307,17344,779,707,92,19,58,2,619,216.0,2955,0,0,0,0,0,101494,4,4,4,4,4
2020,32,Kerala,557,Kannur,6695,Kalliasseri,208311,44402,39741,1581,1309,574,198,1218,73,1254,670.0,7450,0,0,0,0,0,208311,9,4,9,9,9
2020,32,Kerala,558,Kasaragod,5993,Kanhangad,181637,39004,14859,1831,1326,1365,183,193,153,725,4687.45,9830,0,0,0,0,0,181637,12,6,8,12,12
2020,32,Kerala,558,Kasaragod,5994,Kasargod,258728,49805,23555,1690,1273,372,114,147,16,824,7452.219999999999,7098,0,0,0,0,0,258728,24,18,19,24,24
2020,32,Kerala,558,Kasaragod,5995,Manjeshwar,221951,41525,18361,3032,1089,648,125,458,147,1374,8542.34,14273,0,0,0,0,0,221951,41,9,34,41,41
2020,32,Kerala,558,Kasaragod,5996,Nileshwar,152177,33416,18014,1797,1599,801,12,9,73,687,5413.0,7658,0,0,0,0,0,152177,13,9,12,13,13
2020,32,Kerala,558,Kasaragod,6696,Parappa,181160,45456,18706,2196,1930,1874,213,28,353,2357,10786.15,31660,0,0,0,0,0,181160,19,10,14,19,19
2020,32,Kerala,558,Kasaragod,6697,Karadka,146883,30525,12957,1712,1542,1434,79,271,421,1437,9335.5,15093,0,0,0,0,0,146883,15,10,12,15,15
2020,32,Kerala,559,Kollam,5997,Anchal,218368,58342,43591,2538,1894,566,11,40,336,5220,602.51,38935,0,0,0,0,0,218368,14,10,12,14,14
2020,32,Kerala,559,Kollam,5999,Chadayamangalam,226008,68844,14582,2660,2025,769,26,16,158,1823,739.3000000000001,17986,0,0,0,0,0,226008,10,3,9,10,10
2020,32,Kerala,559,Kollam,6000,Chavara,169546,41695,30316,1324,998,428,95,155,408,617,179.10179999999997,3819,0,0,0,0,0,169546,6,6,6,6,6
2020,32,Kerala,559,Kollam,6001,Chittumala,153616,39701,20506,1352,976,78,9,141,563,355,65.9,4314,0,0,0,0,0,153616,9,9,7,9,9
2020,32,Kerala,559,Kollam,6002,Ithikkara,166886,42626,36276,1626,899,365,8,17,566,2832,213.98,6387,0,0,0,0,0,166886,14,4,7,14,14
2020,32,Kerala,559,Kollam,6004,Kottarakkara,135069,35285,9051,1181,910,429,1,0,61,522,1190.82,7934,0,0,0,0,0,135069,6,1,6,6,6
2020,32,Kerala,559,Kollam,6005,Mukhathala,246958,61559,28959,1234,1032,226,2,7,712,6068,1276.07,3870,0,0,0,0,0,246958,12,8,8,12,12
2020,32,Kerala,559,Kollam,6006,Oachira,209652,52950,46454,2061,1574,7120,11,53,116,359,362.60300000000007,6057,0,0,0,0,0,209652,9,9,9,9,9
2020,32,Kerala,559,Kollam,6007,Pathanapuram,165675,44068,31032,1876,1095,463,0,0,603,5816,397.99,10720,0,0,0,0,0,165675,9,8,8,9,9
2020,32,Kerala,559,Kollam,6008,Sasthamcottah,199456,50624,32191,1860,1647,517,1,9,502,550,1645.38,7144,0,0,0,0,0,199456,7,7,7,7,7
2020,32,Kerala,559,Kollam,6009,Vettikkavala,188555,49531,15627,1550,1259,602,0,0,192,2736,1841.5,12098,0,0,0,0,0,188555,13,4,13,13,13
2020,32,Kerala,560,Kottayam,6010,Erattupetta,100287,23653,4789,839,576,278,0,23,11,2273,377.16,20575,0,0,0,0,0,88942,14,8,2,16,16
2020,32,Kerala,560,Kottayam,6011,Ettumanoor,170254,41585,28246,1611,1346,300,31,92,22,430,8153.0516,3553,0,0,0,0,0,89974,7,2,3,11,11
2020,32,Kerala,560,Kottayam,6012,Kaduthuruthy,139690,36288,17079,1285,1121,529,0,3,248,514,3522.59,8606,0,0,0,0,0,139690,8,2,3,8,8
2020,32,Kerala,560,Kottayam,6013,Kanjirappally,209382,51262,16099,1897,1634,335,126,12,317,1383,202.49,28528,0,0,0,0,0,209382,15,10,5,15,15
2020,32,Kerala,560,Kottayam,6014,Lalam,104452,26249,10142,666,583,159,2,30,61,452,475.46000000000004,12661,0,0,0,0,0,104452,10,5,3,10,10
2020,32,Kerala,560,Kottayam,6015,Madappally,164429,40793,19478,998,821,251,3,4,123,1886,3148.96,5657,0,0,0,0,0,164429,10,1,0,10,10
2020,32,Kerala,560,Kottayam,6016,Pallom,173802,43651,37265,1331,1194,940,9,18,60,700,1100.12,5522,0,0,0,0,0,173802,6,1,2,6,6
2020,32,Kerala,560,Kottayam,6017,Pampady,193574,49094,28660,1368,830,331,2,0,142,643,630.75,15831,0,2,0,0,0,193574,14,8,2,14,14
2020,32,Kerala,560,Kottayam,6018,Uzhavoor,154398,39137,8666,1067,751,161,0,13,33,1865,2027.2,17278,0,0,0,0,0,154398,15,12,3,15,15
2020,32,Kerala,560,Kottayam,6019,Vaikom,126367,35610,10716,1863,1727,1524,11,31,338,247,3118.5,3286,0,0,0,1,0,126367,7,4,2,7,7
2020,32,Kerala,560,Kottayam,6020,Vazhoor,143894,36266,11962,1083,798,403,8,0,260,3372,109.61,14136,0,0,0,0,0,143894,11,3,0,11,11
2020,32,Kerala,561,Kozhikode,6021,Balusseri,217179,52898,15253,2462,1760,369,25,76,890,11,513.0,20463,0,0,0,0,0,217179,11,0,11,11,11
2020,32,Kerala,561,Kozhikode,6022,Chelannur,187345,44876,12942,9563,2005,377,18,18,585,0,191.0,9411,0,0,0,0,0,187345,6,2,1,6,6
2020,32,Kerala,561,Kozhikode,6023,Koduvally,276625,64287,21178,2165,1715,426,26,96,1515,2719,1149.0,25524,0,0,0,2,0,276625,18,1,5,18,18
2020,32,Kerala,561,Kozhikode,6024,Kozhikode,110948,23724,12806,1069,1056,25,0,0,54,231,44.0,2113,0,0,0,0,0,110948,3,0,2,3,3
2020,32,Kerala,561,Kozhikode,6025,Kunnamangalam,306964,69003,20226,2886,2233,2853,86,275,1202,422,1153.0,14565,0,0,0,0,0,306964,12,1,5,12,12
2020,32,Kerala,561,Kozhikode,6026,Kunnummal,157926,37066,9531,1757,1197,463,44,144,529,6,214.0,14958,0,0,0,0,0,152778,8,4,1,9,9
2020,32,Kerala,561,Kozhikode,6027,Melday,84272,19712,4551,1033,674,128,12,6,223,5,107.92,4414,0,0,0,0,0,84272,5,0,3,5,5
2020,32,Kerala,561,Kozhikode,6028,Panthalayani,138371,32647,8989,1797,614,86,25,15,277,0,108.0,6036,0,0,0,0,0,138371,5,1,1,5,5
2020,32,Kerala,561,Kozhikode,6029,Perambra,166946,40224,11020,2263,1765,901,12,4,853,23,1316.1,16616,0,0,0,0,0,166946,12,0,10,12,12
2020,32,Kerala,561,Kozhikode,6030,Thodannur,136354,30940,6989,1444,1180,567,18,29,78,10,375.0,7223,0,0,0,0,0,136354,6,0,1,6,6
2020,32,Kerala,561,Kozhikode,6031,Thuneri,186114,41329,9237,1823,1278,73,75,20,289,6,446.0,12613,0,0,0,0,0,186114,9,2,2,9,9
2020,32,Kerala,561,Kozhikode,6032,Vadakara,131576,28182,7233,1067,677,146,94,107,46,1,182.0,2780,0,0,0,0,0,131576,4,1,0,4,4
2020,32,Kerala,562,Malappuram,6033,Areakode,287990,57456,15938,2434,1982,426,346,605,234,1628,1570.89,16509,0,0,0,0,0,287990,10,6,7,10,10
2020,32,Kerala,562,Malappuram,6034,Kondotty,250081,49972,20131,2184,1672,500,47,7,92,2389,1319.4299999999998,9099,0,0,0,0,0,219560,7,6,8,8,8
2020,32,Kerala,562,Malappuram,6035,Kuttippuram,246318,53133,24220,874,513,222,49,68,234,620,2389.47856,8622,0,0,0,2,0,246318,9,6,6,9,9
2020,32,Kerala,562,Malappuram,6036,Malappuram,240763,48493,27907,1132,624,132,93,276,10,984,1166.49,9321,0,0,0,0,0,240763,7,6,7,7,7
2020,32,Kerala,562,Malappuram,6037,Mankada,199616,38519,32110,1319,947,192,416,393,49,646,2800.0,8846,0,0,0,0,0,199616,6,6,6,6,6
2020,32,Kerala,562,Malappuram,6038,Nilambur,185925,40298,8668,1983,1417,940,73,70,117,346,1550.89,10302,0,0,0,0,0,185925,10,6,8,10,10
